dataset,n_full_obs,mcar_obs_prob,prop_budget,tau,seed,N_B,N_labels,mean_width,coverage
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,79,478,461.7915954589844,0.0879200845956802,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,80,478,462.0669250488281,0.087932750582695,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,81,478,461.7527160644531,0.0879777744412422,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,82,478,462.2907104492187,0.0879551023244857,0.9534358047016276
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,83,478,461.7821044921875,0.0879662036895752,0.9520795660036168
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,84,478,461.84088134765625,0.0879312679171562,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,85,478,462.4557189941406,0.0880540758371353,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,86,478,462.3038024902344,0.0880617424845695,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,87,478,462.0162963867187,0.0879964306950569,0.9489150090415912
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,88,478,461.8779602050781,0.0880111753940582,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,89,478,462.0135803222656,0.0878731086850166,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,90,478,461.9204406738281,0.087954007089138,0.9421338155515372
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,91,478,461.844482421875,0.0880375429987907,0.9602169981916816
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,92,478,461.81195068359375,0.0878711119294166,0.9475587703435804
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,93,478,461.7979431152344,0.0879863128066062,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,94,478,462.0312194824219,0.0880616977810859,0.955244122965642
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,95,478,461.7255859375,0.0879659578204155,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,96,478,461.5949401855469,0.0878836214542388,0.9425858951175408
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,97,478,462.1971130371094,0.0879928842186927,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,98,478,461.6302185058594,0.0880042091012001,0.9380650994575044
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.5,99,478,461.6297607421875,0.0878892019391059,0.9507233273056056
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,0,478,462.6568908691406,0.0869690030813217,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,1,478,463.0845642089844,0.0870069414377212,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,2,478,462.9226989746094,0.0869698971509933,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,3,478,463.2576904296875,0.0869320556521415,0.943490054249548
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,4,478,462.88519287109375,0.0868810713291168,0.9547920433996384
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,5,478,462.8277587890625,0.0869577154517173,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,6,478,462.9615783691406,0.0869489684700965,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,7,478,463.4647521972656,0.0869948640465736,0.9547920433996384
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,8,478,462.8291320800781,0.0870027914643287,0.9421338155515372
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,9,478,462.6247863769531,0.0868159160017967,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,10,478,462.868896484375,0.0868595615029335,0.9534358047016276
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,11,478,463.1469421386719,0.0870090276002883,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,12,478,463.2405090332031,0.0869402289390564,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,13,478,462.8490295410156,0.0869532153010368,0.9520795660036168
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,14,478,462.85400390625,0.0868328958749771,0.9448462929475588
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,15,478,462.98779296875,0.0869687646627426,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,16,478,462.4869079589844,0.0868607014417648,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,17,478,462.7423400878906,0.0869078859686851,0.955244122965642
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,18,478,462.5949401855469,0.0869033113121986,0.9421338155515372
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,19,478,463.2522583007813,0.0870094373822212,0.9412296564195298
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,20,478,463.1636657714844,0.0869029313325882,0.9452983725135624
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,21,478,463.12298583984375,0.0869362950325012,0.9520795660036168
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,22,478,462.7237854003906,0.0869480818510055,0.955244122965642
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,23,478,463.17181396484375,0.08691868185997,0.9493670886075948
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,24,478,462.8856506347656,0.0869833007454872,0.9421338155515372
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,25,478,462.9014587402344,0.0868221670389175,0.9493670886075948
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,26,478,462.6293029785156,0.0869312435388565,0.9475587703435804
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,27,478,462.3603210449219,0.0868733674287796,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,28,478,462.9123229980469,0.0869142040610313,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,29,478,462.8187255859375,0.0868940278887748,0.959764918625678
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,30,478,462.8074340820313,0.0869754701852798,0.950271247739602
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,31,478,462.57415771484375,0.0869879573583602,0.9416817359855334
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,32,478,462.93310546875,0.0869180262088775,0.9507233273056056
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,33,478,463.1722412109375,0.0869927555322647,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,34,478,463.06103515625,0.0869979709386825,0.9620253164556962
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,35,478,462.8765869140625,0.0869106724858284,0.950271247739602
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,36,478,463.2536315917969,0.0869142189621925,0.9489150090415912
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,37,478,462.5827331542969,0.0868806988000869,0.948010849909584
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,38,478,462.6460266113281,0.0868959501385688,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,39,478,462.7821044921875,0.0869233682751655,0.9520795660036168
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,40,478,462.6957702636719,0.0868287608027458,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,41,478,462.8191833496094,0.0869219526648521,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,42,478,463.3151245117187,0.0869823023676872,0.943490054249548
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,43,478,463.0230712890625,0.0870129615068435,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,44,478,462.7816467285156,0.086870364844799,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,45,478,462.9557189941406,0.0869004055857658,0.9489150090415912
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,46,478,462.9832763671875,0.0869078636169433,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,47,478,463.2183532714844,0.0870549082756042,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,48,478,462.600830078125,0.0868116691708564,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,49,478,463.0940551757813,0.08696960657835,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,50,478,462.6708984375,0.0868286341428756,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,51,478,462.8187255859375,0.0869136899709701,0.9507233273056056
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,52,478,462.78753662109375,0.0867959260940551,0.9448462929475588
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,53,478,463.1180114746094,0.0869292989373207,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,54,478,462.5135803222656,0.0868836566805839,0.9570524412296564
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,55,478,463.1690979003906,0.0868854373693466,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,56,478,463.0289306640625,0.0869070962071418,0.948010849909584
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,57,478,463.0831909179687,0.0869466066360473,0.9493670886075948
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,58,478,463.12884521484375,0.0869792029261589,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,59,478,462.4624938964844,0.0868873298168182,0.955244122965642
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,60,478,462.6591491699219,0.086843341588974,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,61,478,463.16998291015625,0.0869788229465484,0.943490054249548
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,62,478,462.99957275390625,0.08694688975811,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,63,478,462.8919677734375,0.0868870615959167,0.9475587703435804
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,64,478,463.186279296875,0.0869622305035591,0.948010849909584
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,65,478,462.77532958984375,0.0869007036089897,0.9448462929475588
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,66,478,462.9742431640625,0.0868662446737289,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,67,478,463.21295166015625,0.0869404301047325,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,68,478,463.1876220703125,0.0869351476430893,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,69,478,463.125244140625,0.0869345143437385,0.950271247739602
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,70,478,463.3074340820313,0.0870255008339881,0.9520795660036168
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,71,478,463.1767883300781,0.086891271173954,0.9520795660036168
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,72,478,462.9963989257813,0.0868714600801467,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,73,478,462.655517578125,0.0868256837129592,0.9534358047016276
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,74,478,463.3173828125,0.0869464576244354,0.9475587703435804
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,75,478,462.972900390625,0.0870061218738555,0.943490054249548
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,76,478,462.6306762695313,0.0868798866868019,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,77,478,463.2156677246094,0.086931362748146,0.9489150090415912
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,78,478,462.9986572265625,0.0869479402899742,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,79,478,462.8010864257813,0.0869006440043449,0.9534358047016276
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,80,478,463.076416015625,0.0869026035070419,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,81,478,462.7789306640625,0.0868801921606063,0.959764918625678
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,82,478,463.2726135253906,0.086917445063591,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,83,478,462.7816467285156,0.0869147256016731,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,84,478,462.8404235839844,0.0869025737047195,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,85,478,463.4109497070313,0.0869487300515174,0.9452983725135624
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,86,478,463.2549743652344,0.086975872516632,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,87,478,463.039794921875,0.0869274586439132,0.9520795660036168
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,88,478,462.8707275390625,0.0869378894567489,0.9475587703435804
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,89,478,462.9760437011719,0.0868369713425636,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,90,478,462.9801330566406,0.0869287848472595,0.9421338155515372
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,91,478,462.8616638183594,0.0869294926524162,0.9570524412296564
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,92,478,462.8359069824219,0.0868415907025337,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,93,478,462.8196411132813,0.0868913009762764,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,94,478,463.0216979980469,0.0869762673974037,0.9561482820976492
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,95,478,462.7915954589844,0.0868878364562988,0.9448462929475588
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,96,478,462.5773315429687,0.0868105664849281,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,97,478,463.12884521484375,0.0868852064013481,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,98,478,462.6125793457031,0.0869087055325508,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.05,0.75,99,478,462.6573486328125,0.0868426710367202,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,0,718,697.2142944335938,0.0838402733206749,0.9579566003616636
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,1,718,697.5972290039062,0.0842877998948097,0.9534358047016276
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,2,718,697.4692993164062,0.0836068093776702,0.9579566003616636
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,3,718,698.146484375,0.0840790644288063,0.95750452079566
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,4,718,697.8526611328125,0.0833797231316566,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,5,718,697.5623779296875,0.0834961235523223,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,6,718,697.4032592773438,0.083412267267704,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,7,718,698.15234375,0.083796426653862,0.9588607594936708
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,8,718,697.4995727539062,0.0840018168091774,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,9,718,697.3675537109375,0.0833247974514961,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,10,718,697.2689819335938,0.0831185579299926,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,11,718,697.4254150390625,0.0835178270936012,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,12,718,697.3797607421875,0.0831279084086418,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,13,718,697.744140625,0.0837816968560218,0.9534358047016276
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,14,718,697.0845336914062,0.0832370221614837,0.9579566003616636
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,15,718,697.5050048828125,0.0834983363747596,0.955244122965642
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,16,718,697.0027465820312,0.0842183902859687,0.9579566003616636
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,17,718,697.6817626953125,0.08354352414608,0.9651898734177214
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,18,718,696.9796752929688,0.083290196955204,0.950271247739602
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,19,718,697.6998291015625,0.0843357294797897,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,20,718,697.7875366210938,0.0835722759366035,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,21,718,698.0465698242188,0.0832238271832466,0.9656419529837252
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,22,718,697.3390502929688,0.0840494930744171,0.955244122965642
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,23,718,697.5189819335938,0.0835293978452682,0.9570524412296564
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,24,718,697.3196411132812,0.0836826115846633,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,25,718,697.2997436523438,0.0835762768983841,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,26,718,697.2925415039062,0.0837865024805069,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,27,718,696.7540893554688,0.0835083052515983,0.9520795660036168
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,28,718,697.4457397460938,0.0832829847931861,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,29,718,697.5352783203125,0.0838771238923072,0.955244122965642
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,30,718,697.3603515625,0.0837615802884101,0.9534358047016276
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,31,718,697.4439697265625,0.0848262906074523,0.9489150090415912
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,32,718,697.5745849609375,0.0838764384388923,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,33,718,697.7726440429688,0.0837538987398147,0.9579566003616636
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,34,718,697.5750732421875,0.0839700624346733,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,35,718,697.70166015625,0.0834013298153877,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,36,718,697.9077758789062,0.0836785584688186,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,37,718,697.2965698242188,0.0836052969098091,0.950271247739602
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,38,718,697.4462280273438,0.0839439034461975,0.950271247739602
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,39,718,697.5104370117188,0.0838415101170539,0.9520795660036168
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,40,718,697.1044311523438,0.0834460482001304,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,41,718,697.3300170898438,0.0837734639644622,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,42,718,698.0325927734375,0.0836432427167892,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,43,718,697.9407958984375,0.0843520388007164,0.9593128390596743
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,44,718,697.4990844726562,0.0835369601845741,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,45,718,697.64697265625,0.0841429829597473,0.950271247739602
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,46,718,697.6641235351562,0.0840441808104515,0.9561482820976492
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,47,718,697.7301025390625,0.0845329314470291,0.95750452079566
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,48,718,697.09765625,0.0835112556815147,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,49,718,697.5596923828125,0.0837620124220848,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,50,718,696.9733276367188,0.0838052555918693,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,51,718,697.32373046875,0.0836808234453201,0.9570524412296564
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,52,718,697.2079467773438,0.0827139690518379,0.9570524412296564
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,53,718,697.6338500976562,0.0835116133093833,0.9579566003616636
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,54,718,697.015869140625,0.0837231427431106,0.9593128390596743
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,55,718,697.5773315429688,0.0832429900765419,0.9588607594936708
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,56,718,697.8137817382812,0.0835717469453811,0.9507233273056056
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,57,718,697.606689453125,0.0836557075381279,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,58,718,697.8833618164062,0.0842291489243507,0.961121157323689
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,59,718,696.5728149414062,0.0832080990076065,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,60,718,697.0989990234375,0.0833764374256134,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,61,718,697.5343627929688,0.0838666334748268,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,62,718,697.79931640625,0.0831649526953697,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,63,718,697.3557739257812,0.0832518860697746,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,64,718,697.6591796875,0.0835998281836509,0.9579566003616636
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,65,718,697.1953125,0.0833339020609855,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,66,718,697.6265869140625,0.0836633071303367,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,67,718,697.6695556640625,0.0840047374367713,0.9620253164556962
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,68,718,697.8173828125,0.0824973359704017,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,69,718,697.765869140625,0.0838517397642135,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,70,718,698.0162963867188,0.0838471204042434,0.9543399638336348
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,71,718,697.8589477539062,0.0840194821357727,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,72,718,697.6998291015625,0.0832449048757553,0.950271247739602
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,73,718,697.1370239257812,0.0831335932016372,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,74,718,697.6179809570312,0.0839223936200141,0.950271247739602
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,75,718,697.3825073242188,0.0837731063365936,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,76,718,697.9864501953125,0.0834677070379257,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,77,718,698.0994873046875,0.0837434083223342,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,78,718,697.3851928710938,0.0845181792974472,0.955244122965642
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,79,718,697.4841918945312,0.0833633467555046,0.9489150090415912
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,80,718,697.881591796875,0.0835275799036026,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,81,718,697.637451171875,0.0833667889237403,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,82,718,697.7979125976562,0.0838566347956657,0.9579566003616636
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,83,718,697.5375366210938,0.0836055278778076,0.9624773960216998
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,84,718,697.0027465820312,0.083505131304264,0.9588607594936708
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,85,718,697.9661254882812,0.0834886208176612,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,86,718,698.1962280273438,0.0836779177188873,0.948010849909584
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,87,718,697.4503173828125,0.0838413015007972,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,88,718,697.4887084960938,0.0840507671236991,0.9602169981916816
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,89,718,697.4873657226562,0.0823717936873436,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,90,718,697.3314208984375,0.0838804319500923,0.948010849909584
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,91,718,697.2821044921875,0.0834230706095695,0.9624773960216998
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,92,718,697.4642944335938,0.0831394791603088,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,93,718,697.3453979492188,0.0832980349659919,0.9448462929475588
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.075,0.05,94,718,697.9611206054688,0.0836340337991714,0.955244122965642
