dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage
mmlu-pro,0.0,1e-05,0.125,79,0.045287124812603,0.9575237234523272
mmlu-pro,0.0,1e-05,0.125,80,0.0452853254973888,0.9498418436511524
mmlu-pro,0.0,1e-05,0.125,81,0.04531254991889,0.9444193402620876
mmlu-pro,0.0,1e-05,0.125,82,0.0453133359551429,0.9493899683687302
mmlu-pro,0.0,1e-05,0.125,83,0.0453130602836608,0.9525530953456848
mmlu-pro,0.0,1e-05,0.125,84,0.0453432947397232,0.946226841391776
mmlu-pro,0.0,1e-05,0.125,85,0.0453232489526271,0.9548124717577948
mmlu-pro,0.0,1e-05,0.125,86,0.0453100986778736,0.9511974694984184
mmlu-pro,0.0,1e-05,0.125,87,0.0452848523855209,0.9435155896972436
mmlu-pro,0.0,1e-05,0.125,88,0.0453006885945797,0.9507455942159964
mmlu-pro,0.0,1e-05,0.125,89,0.0453042536973953,0.9588793492995934
mmlu-pro,0.0,1e-05,0.125,90,0.0452976673841476,0.9489380930863082
mmlu-pro,0.0,1e-05,0.125,91,0.0453027859330177,0.9539087211929508
mmlu-pro,0.0,1e-05,0.125,92,0.0453047901391983,0.9484862178038862
mmlu-pro,0.0,1e-05,0.125,93,0.0453032702207565,0.9453230908269318
mmlu-pro,0.0,1e-05,0.125,94,0.04528783634305,0.9489380930863082
mmlu-pro,0.0,1e-05,0.125,95,0.0453143902122974,0.9525530953456848
mmlu-pro,0.0,1e-05,0.125,96,0.0452808998525142,0.9498418436511524
mmlu-pro,0.0,1e-05,0.125,97,0.0452717989683151,0.9399005874378672
mmlu-pro,0.0,1e-05,0.125,98,0.0453189052641391,0.9439674649796655
mmlu-pro,0.0,1e-05,0.125,99,0.0453295521438121,0.9534568459105288
mmlu-pro,0.0,1e-05,0.15,66,0.0413605123758316,0.9502937189335744
mmlu-pro,0.0,1e-05,0.15,67,0.0413698181509971,0.9539087211929508
mmlu-pro,0.0,1e-05,0.15,68,0.0413805469870567,0.9575237234523272
mmlu-pro,0.0,1e-05,0.15,69,0.0413535572588443,0.955716222322639
mmlu-pro,0.0,1e-05,0.15,70,0.0413595549762249,0.9552643470402168
mmlu-pro,0.0,1e-05,0.15,71,0.041357584297657,0.946678716674198
mmlu-pro,0.0,1e-05,0.15,72,0.0413782559335231,0.9453230908269318
mmlu-pro,0.0,1e-05,0.15,73,0.0413983687758445,0.9548124717577948
mmlu-pro,0.0,1e-05,0.15,74,0.041379977017641,0.9502937189335744
mmlu-pro,0.0,1e-05,0.15,75,0.0413524061441421,0.9489380930863082
mmlu-pro,0.0,1e-05,0.15,76,0.0413901358842849,0.9502937189335744
mmlu-pro,0.0,1e-05,0.15,77,0.0413604788482189,0.948034342521464
mmlu-pro,0.0,1e-05,0.15,78,0.0413687191903591,0.9539087211929508
mmlu-pro,0.0,1e-05,0.15,79,0.0413553863763809,0.9579755987347492
mmlu-pro,0.0,1e-05,0.15,80,0.0413532815873622,0.9530049706281066
mmlu-pro,0.0,1e-05,0.15,81,0.0413791052997112,0.9552643470402168
mmlu-pro,0.0,1e-05,0.15,82,0.0413780957460403,0.9489380930863082
mmlu-pro,0.0,1e-05,0.15,83,0.0413826070725917,0.9507455942159964
mmlu-pro,0.0,1e-05,0.15,84,0.0414055399596691,0.9385449615906012
mmlu-pro,0.0,1e-05,0.15,85,0.0413811653852462,0.9539087211929508
mmlu-pro,0.0,1e-05,0.15,86,0.0413681268692016,0.9521012200632626
mmlu-pro,0.0,1e-05,0.15,87,0.041351068764925,0.948034342521464
mmlu-pro,0.0,1e-05,0.15,88,0.0413622111082077,0.9489380930863082
mmlu-pro,0.0,1e-05,0.15,89,0.0413710102438926,0.9498418436511524
mmlu-pro,0.0,1e-05,0.15,90,0.0413605123758316,0.9493899683687302
mmlu-pro,0.0,1e-05,0.15,91,0.0413637347519397,0.9502937189335744
mmlu-pro,0.0,1e-05,0.15,92,0.0413702242076396,0.947582467239042
mmlu-pro,0.0,1e-05,0.15,93,0.041372038424015,0.9426118391323997
mmlu-pro,0.0,1e-05,0.15,94,0.041354164481163,0.94713059195662
mmlu-pro,0.0,1e-05,0.15,95,0.0413803793489933,0.9511974694984184
mmlu-pro,0.0,1e-05,0.15,96,0.0413500629365444,0.9489380930863082
mmlu-pro,0.0,1e-05,0.15,97,0.0413443446159362,0.9448712155445096
mmlu-pro,0.0,1e-05,0.15,98,0.041382573544979,0.9489380930863082
mmlu-pro,0.0,1e-05,0.15,99,0.0413856543600559,0.9439674649796655
mmlu-pro,0.0,1e-05,0.175,66,0.0382881239056587,0.946678716674198
mmlu-pro,0.0,1e-05,0.175,67,0.038296490907669,0.9516493447808404
mmlu-pro,0.0,1e-05,0.175,68,0.0383094996213912,0.9584274740171712
mmlu-pro,0.0,1e-05,0.175,69,0.0382899828255176,0.9502937189335744
mmlu-pro,0.0,1e-05,0.175,70,0.038291223347187,0.9539087211929508
mmlu-pro,0.0,1e-05,0.175,71,0.0382882989943027,0.9489380930863082
mmlu-pro,0.0,1e-05,0.175,72,0.0383067578077316,0.94713059195662
mmlu-pro,0.0,1e-05,0.175,73,0.0383240208029747,0.9584274740171712
mmlu-pro,0.0,1e-05,0.175,74,0.0383086502552032,0.945774966109354
mmlu-pro,0.0,1e-05,0.175,75,0.0382896997034549,0.9521012200632626
mmlu-pro,0.0,1e-05,0.175,76,0.0383056625723838,0.9543605964753727
mmlu-pro,0.0,1e-05,0.175,77,0.0382968410849571,0.9426118391323997
mmlu-pro,0.0,1e-05,0.175,78,0.0382960960268974,0.9543605964753727
mmlu-pro,0.0,1e-05,0.175,79,0.0382895022630691,0.9534568459105288
mmlu-pro,0.0,1e-05,0.175,80,0.038286417722702,0.9521012200632626
mmlu-pro,0.0,1e-05,0.175,81,0.0383163765072822,0.9543605964753727
mmlu-pro,0.0,1e-05,0.175,82,0.0383074916899204,0.945774966109354
mmlu-pro,0.0,1e-05,0.175,83,0.0383126251399517,0.9566199728874832
mmlu-pro,0.0,1e-05,0.175,84,0.0383314676582813,0.9394487121554452
mmlu-pro,0.0,1e-05,0.175,85,0.0383127517998218,0.9548124717577948
mmlu-pro,0.0,1e-05,0.175,86,0.0382960215210914,0.9516493447808404
mmlu-pro,0.0,1e-05,0.175,87,0.0382814370095729,0.956168097605061
mmlu-pro,0.0,1e-05,0.175,88,0.0382963046431541,0.948034342521464
mmlu-pro,0.0,1e-05,0.175,89,0.0382988527417182,0.9498418436511524
mmlu-pro,0.0,1e-05,0.175,90,0.0382906310260295,0.946226841391776
mmlu-pro,0.0,1e-05,0.175,91,0.0382928848266601,0.9489380930863082
mmlu-pro,0.0,1e-05,0.175,92,0.0383015796542167,0.9511974694984184
mmlu-pro,0.0,1e-05,0.175,93,0.0383020304143428,0.9417080885675554
mmlu-pro,0.0,1e-05,0.175,94,0.0382839851081371,0.9439674649796655
mmlu-pro,0.0,1e-05,0.175,95,0.0383073836565017,0.9507455942159964
mmlu-pro,0.0,1e-05,0.175,96,0.0382820181548595,0.946226841391776
mmlu-pro,0.0,1e-05,0.175,97,0.0382821597158908,0.945774966109354
mmlu-pro,0.0,1e-05,0.175,98,0.0383107513189315,0.9453230908269318
mmlu-pro,0.0,1e-05,0.175,99,0.0383133925497531,0.9484862178038862
mmlu-pro,0.0,1e-05,0.2,66,0.0358183421194553,0.9489380930863082
mmlu-pro,0.0,1e-05,0.2,67,0.0358250886201858,0.9453230908269318
mmlu-pro,0.0,1e-05,0.2,68,0.0358358323574066,0.9548124717577948
mmlu-pro,0.0,1e-05,0.2,69,0.0358129292726516,0.955716222322639
mmlu-pro,0.0,1e-05,0.2,70,0.0358198806643486,0.9552643470402168
mmlu-pro,0.0,1e-05,0.2,71,0.0358153209090232,0.9493899683687302
mmlu-pro,0.0,1e-05,0.2,72,0.0358311384916305,0.947582467239042
mmlu-pro,0.0,1e-05,0.2,73,0.0358469486236572,0.9543605964753727
mmlu-pro,0.0,1e-05,0.2,74,0.0358295403420925,0.9403524627202892
mmlu-pro,0.0,1e-05,0.2,75,0.0358178503811359,0.9507455942159964
mmlu-pro,0.0,1e-05,0.2,76,0.035832043737173,0.9534568459105288
mmlu-pro,0.0,1e-05,0.2,77,0.0358311533927917,0.9426118391323997
mmlu-pro,0.0,1e-05,0.2,78,0.0358243845403194,0.9539087211929508
mmlu-pro,0.0,1e-05,0.2,79,0.0358179435133934,0.9530049706281066
mmlu-pro,0.0,1e-05,0.2,80,0.0358179621398448,0.9525530953456848
mmlu-pro,0.0,1e-05,0.2,81,0.0358456000685691,0.9489380930863082
mmlu-pro,0.0,1e-05,0.2,82,0.0358312427997589,0.9521012200632626
mmlu-pro,0.0,1e-05,0.2,83,0.0358337499201297,0.9511974694984184
mmlu-pro,0.0,1e-05,0.2,84,0.035854022949934,0.946226841391776
mmlu-pro,0.0,1e-05,0.2,85,0.0358362682163715,0.9521012200632626
mmlu-pro,0.0,1e-05,0.2,86,0.0358200147747993,0.9498418436511524
mmlu-pro,0.0,1e-05,0.2,87,0.0358102396130561,0.9534568459105288
mmlu-pro,0.0,1e-05,0.2,88,0.035818587988615,0.956168097605061
mmlu-pro,0.0,1e-05,0.2,89,0.0358247458934783,0.9584274740171712
mmlu-pro,0.0,1e-05,0.2,90,0.035815242677927,0.9399005874378672
mmlu-pro,0.0,1e-05,0.2,91,0.0358231738209724,0.9489380930863082
mmlu-pro,0.0,1e-05,0.2,92,0.0358281396329402,0.9489380930863082
mmlu-pro,0.0,1e-05,0.2,93,0.0358245894312858,0.9444193402620876
mmlu-pro,0.0,1e-05,0.2,94,0.0358103774487972,0.9507455942159964
mmlu-pro,0.0,1e-05,0.2,95,0.0358293987810611,0.94713059195662
mmlu-pro,0.0,1e-05,0.2,96,0.0358082540333271,0.9435155896972436
mmlu-pro,0.0,1e-05,0.2,97,0.0358060598373413,0.9516493447808404
mmlu-pro,0.0,1e-05,0.2,98,0.0358358956873416,0.9502937189335744
mmlu-pro,0.0,1e-05,0.2,99,0.0358413569629192,0.9502937189335744
mmlu-pro,0.0,1e-05,0.225,66,0.033767431974411,0.946678716674198
mmlu-pro,0.0,1e-05,0.225,67,0.0337745249271392,0.9516493447808404
mmlu-pro,0.0,1e-05,0.225,68,0.0337826907634735,0.9511974694984184
mmlu-pro,0.0,1e-05,0.225,69,0.033767644315958,0.9530049706281066
mmlu-pro,0.0,1e-05,0.225,70,0.0337727777659893,0.948034342521464
mmlu-pro,0.0,1e-05,0.225,71,0.0337645858526229,0.9489380930863082
mmlu-pro,0.0,1e-05,0.225,72,0.0337811931967735,0.9417080885675554
mmlu-pro,0.0,1e-05,0.225,73,0.0337925292551517,0.9507455942159964
mmlu-pro,0.0,1e-05,0.225,74,0.0337818711996078,0.948034342521464
mmlu-pro,0.0,1e-05,0.225,75,0.0337667688727378,0.9502937189335744
mmlu-pro,0.0,1e-05,0.225,76,0.0337853245437145,0.9530049706281066
mmlu-pro,0.0,1e-05,0.225,77,0.0337807647883892,0.9448712155445096
mmlu-pro,0.0,1e-05,0.225,78,0.033773023635149,0.948034342521464
mmlu-pro,0.0,1e-05,0.225,79,0.0337704829871654,0.9525530953456848
mmlu-pro,0.0,1e-05,0.225,80,0.0337707325816154,0.9539087211929508
mmlu-pro,0.0,1e-05,0.225,81,0.033790286630392,0.94713059195662
mmlu-pro,0.0,1e-05,0.225,82,0.0337799228727817,0.9498418436511524
mmlu-pro,0.0,1e-05,0.225,83,0.0337822213768959,0.9525530953456848
mmlu-pro,0.0,1e-05,0.225,84,0.0338020846247673,0.9484862178038862
mmlu-pro,0.0,1e-05,0.225,85,0.0337882749736309,0.9484862178038862
mmlu-pro,0.0,1e-05,0.225,86,0.0337730720639228,0.9539087211929508
mmlu-pro,0.0,1e-05,0.225,87,0.033765472471714,0.9543605964753727
mmlu-pro,0.0,1e-05,0.225,88,0.0337706841528415,0.9570718481699052
mmlu-pro,0.0,1e-05,0.225,89,0.0337728410959243,0.9611387257117036
mmlu-pro,0.0,1e-05,0.225,90,0.0337682142853736,0.9430637144148216
mmlu-pro,0.0,1e-05,0.225,91,0.0337759517133235,0.9516493447808404
mmlu-pro,0.0,1e-05,0.225,92,0.0337818898260593,0.946226841391776
mmlu-pro,0.0,1e-05,0.225,93,0.0337774194777011,0.9484862178038862
mmlu-pro,0.0,1e-05,0.225,94,0.0337612554430961,0.9521012200632626
mmlu-pro,0.0,1e-05,0.225,95,0.0337793119251728,0.9521012200632626
mmlu-pro,0.0,1e-05,0.225,96,0.0337661765515804,0.9511974694984184
mmlu-pro,0.0,1e-05,0.225,97,0.0337607972323894,0.9502937189335744
mmlu-pro,0.0,1e-05,0.225,98,0.0337873101234436,0.9534568459105288
mmlu-pro,0.0,1e-05,0.225,99,0.0337906815111637,0.9493899683687302
mmlu-pro,0.0,1e-05,0.25,66,0.0320375971496105,0.947582467239042
mmlu-pro,0.0,1e-05,0.25,67,0.0320438370108604,0.956168097605061
mmlu-pro,0.0,1e-05,0.25,68,0.0320512615144252,0.9579755987347492
mmlu-pro,0.0,1e-05,0.25,69,0.0320322439074516,0.956168097605061
mmlu-pro,0.0,1e-05,0.25,70,0.0320388227701187,0.947582467239042
mmlu-pro,0.0,1e-05,0.25,71,0.0320318825542926,0.9530049706281066
mmlu-pro,0.0,1e-05,0.25,72,0.0320485606789588,0.945774966109354
mmlu-pro,0.0,1e-05,0.25,73,0.0320533141493797,0.955716222322639
mmlu-pro,0.0,1e-05,0.25,74,0.0320483185350894,0.9426118391323997
mmlu-pro,0.0,1e-05,0.25,75,0.0320354402065277,0.9498418436511524
mmlu-pro,0.0,1e-05,0.25,76,0.0320493876934051,0.9511974694984184
mmlu-pro,0.0,1e-05,0.25,77,0.032045442610979,0.947582467239042
mmlu-pro,0.0,1e-05,0.25,78,0.0320382006466388,0.9448712155445096
mmlu-pro,0.0,1e-05,0.25,79,0.0320369116961956,0.9534568459105288
mmlu-pro,0.0,1e-05,0.25,80,0.0320379883050918,0.9453230908269318
mmlu-pro,0.0,1e-05,0.25,81,0.0320509225130081,0.9498418436511524
mmlu-pro,0.0,1e-05,0.25,82,0.0320469848811626,0.9453230908269318
mmlu-pro,0.0,1e-05,0.25,83,0.0320489406585693,0.9552643470402168
mmlu-pro,0.0,1e-05,0.25,84,0.0320627279579639,0.9493899683687302
mmlu-pro,0.0,1e-05,0.25,85,0.0320509672164917,0.946226841391776
mmlu-pro,0.0,1e-05,0.25,86,0.0320364572107791,0.9498418436511524
mmlu-pro,0.0,1e-05,0.25,87,0.0320310480892658,0.9489380930863082
mmlu-pro,0.0,1e-05,0.25,88,0.0320388525724411,0.9530049706281066
mmlu-pro,0.0,1e-05,0.25,89,0.0320408158004283,0.955716222322639
mmlu-pro,0.0,1e-05,0.25,90,0.0320359244942665,0.9430637144148216
mmlu-pro,0.0,1e-05,0.25,91,0.0320424772799015,0.9493899683687302
mmlu-pro,0.0,1e-05,0.25,92,0.0320446640253067,0.946226841391776
mmlu-pro,0.0,1e-05,0.25,93,0.0320446975529193,0.9521012200632626
mmlu-pro,0.0,1e-05,0.25,94,0.0320301093161106,0.9453230908269318
mmlu-pro,0.0,1e-05,0.25,95,0.0320474356412887,0.946226841391776
mmlu-pro,0.0,1e-05,0.25,96,0.0320362113416194,0.9502937189335744
mmlu-pro,0.0,1e-05,0.25,97,0.0320300534367561,0.9543605964753727
mmlu-pro,0.0,1e-05,0.25,98,0.0320537015795707,0.947582467239042
mmlu-pro,0.0,1e-05,0.25,99,0.0320573076605796,0.946678716674198
