dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage
mmlu-pro,800.0,0.1,0.1,95,0.0268533509224653,0.9502937189335744
mmlu-pro,800.0,0.1,0.1,96,0.0268057528883218,0.9493899683687302
mmlu-pro,800.0,0.1,0.1,97,0.0268478542566299,0.9444193402620876
mmlu-pro,800.0,0.1,0.1,98,0.0268037281930446,0.9498418436511524
mmlu-pro,800.0,0.1,0.1,99,0.0268221646547317,0.946226841391776
mmlu-pro,800.0,0.1,0.125,66,0.0237149707973003,0.9507455942159964
mmlu-pro,800.0,0.1,0.125,67,0.023701848462224,0.9484862178038862
mmlu-pro,800.0,0.1,0.125,68,0.0236949361860752,0.9493899683687302
mmlu-pro,800.0,0.1,0.125,69,0.0236755535006523,0.946226841391776
mmlu-pro,800.0,0.1,0.125,70,0.0237186085432767,0.9430637144148216
mmlu-pro,800.0,0.1,0.125,71,0.0236939713358879,0.9403524627202892
mmlu-pro,800.0,0.1,0.125,72,0.0236490704119205,0.94713059195662
mmlu-pro,800.0,0.1,0.125,73,0.0236965641379356,0.9489380930863082
mmlu-pro,800.0,0.1,0.125,74,0.0237333364784717,0.946678716674198
mmlu-pro,800.0,0.1,0.125,75,0.0236956030130386,0.9489380930863082
mmlu-pro,800.0,0.1,0.125,76,0.023735836148262,0.9521012200632626
mmlu-pro,800.0,0.1,0.125,77,0.0236844737082719,0.956168097605061
mmlu-pro,800.0,0.1,0.125,78,0.0236552525311708,0.9566199728874832
mmlu-pro,800.0,0.1,0.125,79,0.0236463025212287,0.94713059195662
mmlu-pro,800.0,0.1,0.125,80,0.0236551743000745,0.9435155896972436
mmlu-pro,800.0,0.1,0.125,81,0.023638280108571,0.94713059195662
mmlu-pro,800.0,0.1,0.125,82,0.0236401874572038,0.9444193402620876
mmlu-pro,800.0,0.1,0.125,83,0.0236812774091959,0.9502937189335744
mmlu-pro,800.0,0.1,0.125,84,0.0237164832651615,0.947582467239042
mmlu-pro,800.0,0.1,0.125,85,0.0237018316984176,0.9525530953456848
mmlu-pro,800.0,0.1,0.125,86,0.0236943308264017,0.9435155896972436
mmlu-pro,800.0,0.1,0.125,87,0.0236893817782402,0.9566199728874832
mmlu-pro,800.0,0.1,0.125,88,0.0236808154731988,0.9403524627202892
mmlu-pro,800.0,0.1,0.125,89,0.0237064752727746,0.9525530953456848
mmlu-pro,800.0,0.1,0.125,90,0.0236521158367395,0.94713059195662
mmlu-pro,800.0,0.1,0.125,91,0.0236833803355693,0.9448712155445096
mmlu-pro,800.0,0.1,0.125,92,0.0236726067960262,0.9511974694984184
mmlu-pro,800.0,0.1,0.125,93,0.023689217865467,0.9371893357433349
mmlu-pro,800.0,0.1,0.125,94,0.023693960160017,0.9444193402620876
mmlu-pro,800.0,0.1,0.125,95,0.0236766654998064,0.9521012200632626
mmlu-pro,800.0,0.1,0.125,96,0.0236604623496532,0.9566199728874832
mmlu-pro,800.0,0.1,0.125,97,0.0237201284617185,0.9521012200632626
mmlu-pro,800.0,0.1,0.125,98,0.0236730836331844,0.9507455942159964
mmlu-pro,800.0,0.1,0.125,99,0.0236715376377105,0.946226841391776
mmlu-pro,800.0,0.1,0.15,66,0.0214371234178543,0.9525530953456848
mmlu-pro,800.0,0.1,0.15,67,0.0214268453419208,0.9511974694984184
mmlu-pro,800.0,0.1,0.15,68,0.0214271135628223,0.9516493447808404
mmlu-pro,800.0,0.1,0.15,69,0.0214067529886961,0.9530049706281066
mmlu-pro,800.0,0.1,0.15,70,0.0214452967047691,0.945774966109354
mmlu-pro,800.0,0.1,0.15,71,0.0214112866669893,0.9448712155445096
mmlu-pro,800.0,0.1,0.15,72,0.0213819947093725,0.946678716674198
mmlu-pro,800.0,0.1,0.15,73,0.0214172340929508,0.9507455942159964
mmlu-pro,800.0,0.1,0.15,74,0.0214615035802125,0.9408043380027112
mmlu-pro,800.0,0.1,0.15,75,0.0214335136115551,0.948034342521464
mmlu-pro,800.0,0.1,0.15,76,0.0214633494615554,0.955716222322639
mmlu-pro,800.0,0.1,0.15,77,0.0214114151895046,0.9534568459105288
mmlu-pro,800.0,0.1,0.15,78,0.0214008744806051,0.9484862178038862
mmlu-pro,800.0,0.1,0.15,79,0.0213856473565101,0.9435155896972436
mmlu-pro,800.0,0.1,0.15,80,0.0213966686278581,0.9502937189335744
mmlu-pro,800.0,0.1,0.15,81,0.0213841050863266,0.9448712155445096
mmlu-pro,800.0,0.1,0.15,82,0.0213754773139953,0.946226841391776
mmlu-pro,800.0,0.1,0.15,83,0.0214146804064512,0.946226841391776
mmlu-pro,800.0,0.1,0.15,84,0.0214394088834524,0.948034342521464
mmlu-pro,800.0,0.1,0.15,85,0.0214320961385965,0.9516493447808404
mmlu-pro,800.0,0.1,0.15,86,0.0214129667729139,0.9417080885675554
mmlu-pro,800.0,0.1,0.15,87,0.0214144960045814,0.9552643470402168
mmlu-pro,800.0,0.1,0.15,88,0.0214177891612052,0.9421599638499776
mmlu-pro,800.0,0.1,0.15,89,0.0214410629123449,0.9511974694984184
mmlu-pro,800.0,0.1,0.15,90,0.0213879663497209,0.9421599638499776
mmlu-pro,800.0,0.1,0.15,91,0.0214047320187091,0.9448712155445096
mmlu-pro,800.0,0.1,0.15,92,0.0214029103517532,0.94713059195662
mmlu-pro,800.0,0.1,0.15,93,0.021427696570754,0.9484862178038862
mmlu-pro,800.0,0.1,0.15,94,0.0214169919490814,0.9444193402620876
mmlu-pro,800.0,0.1,0.15,95,0.0214049629867076,0.9516493447808404
mmlu-pro,800.0,0.1,0.15,96,0.0213962364941835,0.9548124717577948
mmlu-pro,800.0,0.1,0.15,97,0.0214327648282051,0.948034342521464
mmlu-pro,800.0,0.1,0.15,98,0.0213957801461219,0.9548124717577948
mmlu-pro,800.0,0.1,0.15,99,0.0214012470096349,0.947582467239042
mmlu-pro,800.0,0.1,0.175,66,0.0196734946221113,0.945774966109354
mmlu-pro,800.0,0.1,0.175,67,0.0196783207356929,0.9516493447808404
mmlu-pro,800.0,0.1,0.175,68,0.0196798872202634,0.9521012200632626
mmlu-pro,800.0,0.1,0.175,69,0.0196658540517091,0.9579755987347492
mmlu-pro,800.0,0.1,0.175,70,0.019698392599821,0.9448712155445096
mmlu-pro,800.0,0.1,0.175,71,0.0196718834340572,0.9453230908269318
mmlu-pro,800.0,0.1,0.175,72,0.0196426454931497,0.9448712155445096
mmlu-pro,800.0,0.1,0.175,73,0.0196670442819595,0.9552643470402168
mmlu-pro,800.0,0.1,0.175,74,0.0197100061923265,0.9484862178038862
mmlu-pro,800.0,0.1,0.175,75,0.0196794494986534,0.9511974694984184
mmlu-pro,800.0,0.1,0.175,76,0.0197155401110649,0.9516493447808404
mmlu-pro,800.0,0.1,0.175,77,0.0196673590689897,0.9498418436511524
mmlu-pro,800.0,0.1,0.175,78,0.0196569133549928,0.9502937189335744
mmlu-pro,800.0,0.1,0.175,79,0.0196372792124748,0.946226841391776
mmlu-pro,800.0,0.1,0.175,80,0.0196483470499515,0.9493899683687302
mmlu-pro,800.0,0.1,0.175,81,0.0196351297199726,0.9484862178038862
mmlu-pro,800.0,0.1,0.175,82,0.0196398217231035,0.9430637144148216
mmlu-pro,800.0,0.1,0.175,83,0.0196679309010505,0.9511974694984184
mmlu-pro,800.0,0.1,0.175,84,0.0196865536272525,0.9484862178038862
mmlu-pro,800.0,0.1,0.175,85,0.0196943115442991,0.9534568459105288
mmlu-pro,800.0,0.1,0.175,86,0.0196741335093975,0.946678716674198
mmlu-pro,800.0,0.1,0.175,87,0.0196729749441146,0.9588793492995934
mmlu-pro,800.0,0.1,0.175,88,0.0196711830794811,0.9444193402620876
mmlu-pro,800.0,0.1,0.175,89,0.0196913909167051,0.9530049706281066
mmlu-pro,800.0,0.1,0.175,90,0.0196414627134799,0.9484862178038862
mmlu-pro,800.0,0.1,0.175,91,0.0196655858308076,0.947582467239042
mmlu-pro,800.0,0.1,0.175,92,0.0196547787636518,0.9493899683687302
mmlu-pro,800.0,0.1,0.175,93,0.0196841061115264,0.945774966109354
mmlu-pro,800.0,0.1,0.175,94,0.0196737740188837,0.9412562132851332
mmlu-pro,800.0,0.1,0.175,95,0.0196597054600715,0.9525530953456848
mmlu-pro,800.0,0.1,0.175,96,0.0196533445268869,0.9489380930863082
mmlu-pro,800.0,0.1,0.175,97,0.0196746252477169,0.9435155896972436
mmlu-pro,800.0,0.1,0.175,98,0.0196631196886301,0.9530049706281066
mmlu-pro,800.0,0.1,0.175,99,0.019660985097289,0.9453230908269318
mmlu-pro,800.0,0.1,0.2,66,0.0182745400816202,0.945774966109354
mmlu-pro,800.0,0.1,0.2,67,0.0182878542691469,0.9516493447808404
mmlu-pro,800.0,0.1,0.2,68,0.0182824824005365,0.945774966109354
mmlu-pro,800.0,0.1,0.2,69,0.0182719472795724,0.9552643470402168
mmlu-pro,800.0,0.1,0.2,70,0.0183037631213665,0.9439674649796655
mmlu-pro,800.0,0.1,0.2,71,0.0182814430445432,0.947582467239042
mmlu-pro,800.0,0.1,0.2,72,0.0182636193931102,0.9453230908269318
mmlu-pro,800.0,0.1,0.2,73,0.0182815473526716,0.9507455942159964
mmlu-pro,800.0,0.1,0.2,74,0.0183058436959981,0.94713059195662
mmlu-pro,800.0,0.1,0.2,75,0.0182876233011484,0.9502937189335744
mmlu-pro,800.0,0.1,0.2,76,0.0183214675635099,0.9530049706281066
mmlu-pro,800.0,0.1,0.2,77,0.0182740744203329,0.9525530953456848
mmlu-pro,800.0,0.1,0.2,78,0.018273077905178,0.9502937189335744
mmlu-pro,800.0,0.1,0.2,79,0.0182560347020626,0.9444193402620876
mmlu-pro,800.0,0.1,0.2,80,0.0182756446301937,0.9502937189335744
mmlu-pro,800.0,0.1,0.2,81,0.0182557683438062,0.9516493447808404
mmlu-pro,800.0,0.1,0.2,82,0.0182631816715002,0.9484862178038862
mmlu-pro,800.0,0.1,0.2,83,0.0182770807296037,0.9543605964753727
mmlu-pro,800.0,0.1,0.2,84,0.0182899646461009,0.94713059195662
mmlu-pro,800.0,0.1,0.2,85,0.0182966236025095,0.9543605964753727
mmlu-pro,800.0,0.1,0.2,86,0.0182717759162187,0.9408043380027112
mmlu-pro,800.0,0.1,0.2,87,0.0182843413203954,0.9602349751468596
mmlu-pro,800.0,0.1,0.2,88,0.018283050507307,0.9453230908269318
mmlu-pro,800.0,0.1,0.2,89,0.0182985700666904,0.9516493447808404
mmlu-pro,800.0,0.1,0.2,90,0.0182594470679759,0.9498418436511524
mmlu-pro,800.0,0.1,0.2,91,0.0182721260935068,0.9530049706281066
mmlu-pro,800.0,0.1,0.2,92,0.0182673595845699,0.9530049706281066
mmlu-pro,800.0,0.1,0.2,93,0.0182879753410816,0.946678716674198
mmlu-pro,800.0,0.1,0.2,94,0.018286820501089,0.9453230908269318
mmlu-pro,800.0,0.1,0.2,95,0.0182675179094076,0.9498418436511524
mmlu-pro,800.0,0.1,0.2,96,0.0182640422135591,0.9444193402620876
mmlu-pro,800.0,0.1,0.2,97,0.0182898323982954,0.9525530953456848
mmlu-pro,800.0,0.1,0.2,98,0.0182721894234418,0.9575237234523272
mmlu-pro,800.0,0.1,0.2,99,0.0182703603059053,0.9448712155445096
mmlu-pro,800.0,0.1,0.225,66,0.0171321630477905,0.9516493447808404
mmlu-pro,800.0,0.1,0.225,67,0.0171490646898746,0.9548124717577948
mmlu-pro,800.0,0.1,0.225,68,0.0171331744641065,0.9507455942159964
mmlu-pro,800.0,0.1,0.225,69,0.0171341747045516,0.9566199728874832
mmlu-pro,800.0,0.1,0.225,70,0.0171586088836193,0.945774966109354
mmlu-pro,800.0,0.1,0.225,71,0.0171386059373617,0.9484862178038862
mmlu-pro,800.0,0.1,0.225,72,0.017128400504589,0.9498418436511524
mmlu-pro,800.0,0.1,0.225,73,0.0171396508812904,0.9489380930863082
mmlu-pro,800.0,0.1,0.225,74,0.0171632301062345,0.9521012200632626
mmlu-pro,800.0,0.1,0.225,75,0.0171426981687545,0.9539087211929508
mmlu-pro,800.0,0.1,0.225,76,0.0171757768839597,0.9516493447808404
mmlu-pro,800.0,0.1,0.225,77,0.0171296130865812,0.956168097605061
mmlu-pro,800.0,0.1,0.225,78,0.0171372201293706,0.9534568459105288
mmlu-pro,800.0,0.1,0.225,79,0.0171172954142093,0.946226841391776
mmlu-pro,800.0,0.1,0.225,80,0.0171365607529878,0.9530049706281066
mmlu-pro,800.0,0.1,0.225,81,0.0171173699200153,0.9448712155445096
mmlu-pro,800.0,0.1,0.225,82,0.0171265248209238,0.9498418436511524
mmlu-pro,800.0,0.1,0.225,83,0.0171429086476564,0.9484862178038862
mmlu-pro,800.0,0.1,0.225,84,0.0171493105590343,0.9412562132851332
mmlu-pro,800.0,0.1,0.225,85,0.0171556193381547,0.9507455942159964
mmlu-pro,800.0,0.1,0.225,86,0.0171389244496822,0.9421599638499776
mmlu-pro,800.0,0.1,0.225,87,0.0171483755111694,0.9615906009941256
mmlu-pro,800.0,0.1,0.225,88,0.017141118645668,0.9426118391323997
mmlu-pro,800.0,0.1,0.225,89,0.0171530563384294,0.9511974694984184
mmlu-pro,800.0,0.1,0.225,90,0.0171276796609163,0.9493899683687302
mmlu-pro,800.0,0.1,0.225,91,0.017141256481409,0.948034342521464
mmlu-pro,800.0,0.1,0.225,92,0.0171291269361972,0.9525530953456848
mmlu-pro,800.0,0.1,0.225,93,0.0171495918184518,0.9502937189335744
mmlu-pro,800.0,0.1,0.225,94,0.0171445664018392,0.9385449615906012
mmlu-pro,800.0,0.1,0.225,95,0.017126265913248,0.9539087211929508
mmlu-pro,800.0,0.1,0.225,96,0.0171310994774103,0.9444193402620876
mmlu-pro,800.0,0.1,0.225,97,0.0171498376876115,0.9511974694984184
mmlu-pro,800.0,0.1,0.225,98,0.0171340405941009,0.955716222322639
mmlu-pro,800.0,0.1,0.225,99,0.0171379540115594,0.9444193402620876
mmlu-pro,800.0,0.1,0.25,66,0.0161734595894813,0.9511974694984184
mmlu-pro,800.0,0.1,0.25,67,0.0161943491548299,0.9534568459105288
mmlu-pro,800.0,0.1,0.25,68,0.016176763921976,0.9489380930863082
mmlu-pro,800.0,0.1,0.25,69,0.0161777194589376,0.9516493447808404
mmlu-pro,800.0,0.1,0.25,70,0.0162018407136201,0.9435155896972436
mmlu-pro,800.0,0.1,0.25,71,0.0161800570785999,0.9453230908269318
mmlu-pro,800.0,0.1,0.25,72,0.0161769520491361,0.9511974694984184
mmlu-pro,800.0,0.1,0.25,73,0.0161811970174312,0.9489380930863082
mmlu-pro,800.0,0.1,0.25,74,0.016199592500925,0.9511974694984184
mmlu-pro,800.0,0.1,0.25,75,0.0161771140992641,0.9516493447808404
mmlu-pro,800.0,0.1,0.25,76,0.0162169784307479,0.9552643470402168
mmlu-pro,800.0,0.1,0.25,77,0.0161756500601768,0.9593312245820154
mmlu-pro,800.0,0.1,0.25,78,0.0161876771599054,0.9579755987347492
mmlu-pro,800.0,0.1,0.25,79,0.0161665547639131,0.9498418436511524
mmlu-pro,800.0,0.1,0.25,80,0.0161790419369936,0.9484862178038862
mmlu-pro,800.0,0.1,0.25,81,0.0161641705781221,0.9417080885675554
mmlu-pro,800.0,0.1,0.25,82,0.016170784831047,0.9453230908269318
mmlu-pro,800.0,0.1,0.25,83,0.016186399385333,0.9453230908269318
mmlu-pro,800.0,0.1,0.25,84,0.0161857903003692,0.9444193402620876
mmlu-pro,800.0,0.1,0.25,85,0.0161992255598306,0.9525530953456848
mmlu-pro,800.0,0.1,0.25,86,0.0161831062287092,0.9448712155445096
mmlu-pro,800.0,0.1,0.25,87,0.0161898806691169,0.9570718481699052
mmlu-pro,800.0,0.1,0.25,88,0.0161819793283939,0.9430637144148216
mmlu-pro,800.0,0.1,0.25,89,0.0161992348730564,0.9484862178038862
mmlu-pro,800.0,0.1,0.25,90,0.0161819867789745,0.9534568459105288
mmlu-pro,800.0,0.1,0.25,91,0.0161857474595308,0.9543605964753727
mmlu-pro,800.0,0.1,0.25,92,0.0161744393408298,0.9484862178038862
mmlu-pro,800.0,0.1,0.25,93,0.0161887612193822,0.9484862178038862
mmlu-pro,800.0,0.1,0.25,94,0.0161830317229032,0.9430637144148216
mmlu-pro,800.0,0.1,0.25,95,0.0161680448800325,0.9552643470402168
mmlu-pro,800.0,0.1,0.25,96,0.0161816664040088,0.946226841391776
mmlu-pro,800.0,0.1,0.25,97,0.0161902848631143,0.9543605964753727
mmlu-pro,800.0,0.1,0.25,98,0.0161836296319961,0.9521012200632626
mmlu-pro,800.0,0.1,0.25,99,0.0161765161901712,0.945774966109354
mmlu-pro,0.0,0.0001,0.025,66,0.1012576892971992,0.9493899683687302
mmlu-pro,0.0,0.0001,0.025,67,0.1013237461447715,0.947582467239042
mmlu-pro,0.0,0.0001,0.025,68,0.1012660041451454,0.9575237234523272
mmlu-pro,0.0,0.0001,0.025,69,0.1012297943234443,0.9521012200632626
mmlu-pro,0.0,0.0001,0.025,70,0.1012391299009323,0.9498418436511524
mmlu-pro,0.0,0.0001,0.025,71,0.1012690812349319,0.9552643470402168
mmlu-pro,0.0,0.0001,0.025,72,0.1013009175658226,0.9543605964753727
mmlu-pro,0.0,0.0001,0.025,73,0.1013264507055282,0.947582467239042
mmlu-pro,0.0,0.0001,0.025,74,0.1013201922178268,0.9507455942159964
mmlu-pro,0.0,0.0001,0.025,75,0.1011643335223198,0.946226841391776
mmlu-pro,0.0,0.0001,0.025,76,0.1013565808534622,0.9521012200632626
mmlu-pro,0.0,0.0001,0.025,77,0.1013581082224845,0.945774966109354
mmlu-pro,0.0,0.0001,0.025,78,0.1013111472129821,0.9493899683687302
mmlu-pro,0.0,0.0001,0.025,79,0.1012103706598281,0.94713059195662
mmlu-pro,0.0,0.0001,0.025,80,0.1012141779065132,0.9602349751468596
mmlu-pro,0.0,0.0001,0.025,81,0.1012320220470428,0.94713059195662
mmlu-pro,0.0,0.0001,0.025,82,0.1012573763728141,0.9502937189335744
mmlu-pro,0.0,0.0001,0.025,83,0.1012290492653846,0.947582467239042
mmlu-pro,0.0,0.0001,0.025,84,0.1012919545173645,0.9421599638499776
mmlu-pro,0.0,0.0001,0.025,85,0.101283274590969,0.9435155896972436
mmlu-pro,0.0,0.0001,0.025,86,0.1012514755129814,0.9534568459105288
mmlu-pro,0.0,0.0001,0.025,87,0.1013360917568206,0.9539087211929508
mmlu-pro,0.0,0.0001,0.025,88,0.1012885943055152,0.94713059195662
mmlu-pro,0.0,0.0001,0.025,89,0.1012546867132186,0.9575237234523272
mmlu-pro,0.0,0.0001,0.025,90,0.1012981384992599,0.9435155896972436
mmlu-pro,0.0,0.0001,0.025,91,0.1012094691395759,0.946226841391776
mmlu-pro,0.0,0.0001,0.025,92,0.1012644469738006,0.9530049706281066
mmlu-pro,0.0,0.0001,0.025,93,0.10123011469841,0.946226841391776
mmlu-pro,0.0,0.0001,0.025,94,0.1013030782341957,0.9498418436511524
mmlu-pro,0.0,0.0001,0.025,95,0.1014008000493049,0.9362855851784908
mmlu-pro,0.0,0.0001,0.025,96,0.1011573672294616,0.9394487121554452
mmlu-pro,0.0,0.0001,0.025,97,0.10126344114542,0.948034342521464
mmlu-pro,0.0,0.0001,0.025,98,0.1012564823031425,0.946678716674198
mmlu-pro,0.0,0.0001,0.025,99,0.1013360917568206,0.946678716674198
mmlu-pro,0.0,0.0001,0.05,66,0.0715929567813873,0.94713059195662
mmlu-pro,0.0,0.0001,0.05,67,0.0716174021363258,0.948034342521464
mmlu-pro,0.0,0.0001,0.05,68,0.0716476067900657,0.9552643470402168
mmlu-pro,0.0,0.0001,0.05,69,0.071578562259674,0.9516493447808404
mmlu-pro,0.0,0.0001,0.05,70,0.0716090500354766,0.9453230908269318
mmlu-pro,0.0,0.0001,0.05,71,0.0716214627027511,0.9579755987347492
mmlu-pro,0.0,0.0001,0.05,72,0.0715989768505096,0.9511974694984184
mmlu-pro,0.0,0.0001,0.05,73,0.0716933980584144,0.945774966109354
mmlu-pro,0.0,0.0001,0.05,74,0.0716179385781288,0.9448712155445096
mmlu-pro,0.0,0.0001,0.05,75,0.0715832486748695,0.946226841391776
mmlu-pro,0.0,0.0001,0.05,76,0.0716834440827369,0.9444193402620876
mmlu-pro,0.0,0.0001,0.05,77,0.0716594159603118,0.9552643470402168
mmlu-pro,0.0,0.0001,0.05,78,0.0716494247317314,0.9584274740171712
mmlu-pro,0.0,0.0001,0.05,79,0.071591280400753,0.9543605964753727
mmlu-pro,0.0,0.0001,0.05,80,0.0715902671217918,0.9507455942159964
mmlu-pro,0.0,0.0001,0.05,81,0.0716036856174469,0.946678716674198
mmlu-pro,0.0,0.0001,0.05,82,0.0716381669044494,0.9548124717577948
mmlu-pro,0.0,0.0001,0.05,83,0.0715782791376113,0.9539087211929508
mmlu-pro,0.0,0.0001,0.05,84,0.0716562941670417,0.9448712155445096
mmlu-pro,0.0,0.0001,0.05,85,0.0716619864106178,0.9534568459105288
mmlu-pro,0.0,0.0001,0.05,86,0.0716429948806762,0.945774966109354
mmlu-pro,0.0,0.0001,0.05,87,0.0716483071446418,0.9543605964753727
mmlu-pro,0.0,0.0001,0.05,88,0.0716182738542556,0.9493899683687302
mmlu-pro,0.0,0.0001,0.05,89,0.0716212913393974,0.9444193402620876
mmlu-pro,0.0,0.0001,0.05,90,0.0715986341238021,0.9575237234523272
mmlu-pro,0.0,0.0001,0.05,91,0.0716065615415573,0.9534568459105288
mmlu-pro,0.0,0.0001,0.05,92,0.0716200917959213,0.9511974694984184
mmlu-pro,0.0,0.0001,0.05,93,0.0716123580932617,0.94713059195662
mmlu-pro,0.0,0.0001,0.05,94,0.0716380476951599,0.94713059195662
mmlu-pro,0.0,0.0001,0.05,95,0.0716889053583145,0.9444193402620876
mmlu-pro,0.0,0.0001,0.05,96,0.0715287253260612,0.9403524627202892
mmlu-pro,0.0,0.0001,0.05,97,0.0715688467025756,0.9489380930863082
mmlu-pro,0.0,0.0001,0.05,98,0.0716441646218299,0.9511974694984184
mmlu-pro,0.0,0.0001,0.05,99,0.071656659245491,0.9444193402620876
mmlu-pro,0.0,0.0001,0.075,66,0.0584722012281417,0.9489380930863082
mmlu-pro,0.0,0.0001,0.075,67,0.0584853924810886,0.9525530953456848
mmlu-pro,0.0,0.0001,0.075,68,0.0585104823112487,0.9502937189335744
mmlu-pro,0.0,0.0001,0.075,69,0.058479219675064,0.9507455942159964
mmlu-pro,0.0,0.0001,0.075,70,0.0584609061479568,0.9408043380027112
mmlu-pro,0.0,0.0001,0.075,71,0.058476485311985,0.9511974694984184
mmlu-pro,0.0,0.0001,0.075,72,0.0584863498806953,0.946226841391776
mmlu-pro,0.0,0.0001,0.075,73,0.0585258677601814,0.9552643470402168
mmlu-pro,0.0,0.0001,0.075,74,0.0584779866039752,0.9498418436511524
mmlu-pro,0.0,0.0001,0.075,75,0.0584393553435802,0.946678716674198
mmlu-pro,0.0,0.0001,0.075,76,0.0585171431303024,0.9453230908269318
mmlu-pro,0.0,0.0001,0.075,77,0.0584937557578086,0.9525530953456848
mmlu-pro,0.0,0.0001,0.075,78,0.0584903918206691,0.9552643470402168
mmlu-pro,0.0,0.0001,0.075,79,0.0584731958806514,0.9579755987347492
mmlu-pro,0.0,0.0001,0.075,80,0.0584502629935741,0.9516493447808404
mmlu-pro,0.0,0.0001,0.075,81,0.0584849081933498,0.9511974694984184
mmlu-pro,0.0,0.0001,0.075,82,0.0584908612072467,0.9507455942159964
mmlu-pro,0.0,0.0001,0.075,83,0.0584720447659492,0.9493899683687302
mmlu-pro,0.0,0.0001,0.075,84,0.0585159175097942,0.946678716674198
mmlu-pro,0.0,0.0001,0.075,85,0.0585316494107246,0.9579755987347492
mmlu-pro,0.0,0.0001,0.075,86,0.0585104264318943,0.9439674649796655
mmlu-pro,0.0,0.0001,0.075,87,0.0584738291800022,0.9502937189335744
mmlu-pro,0.0,0.0001,0.075,88,0.0584977604448795,0.9448712155445096
mmlu-pro,0.0,0.0001,0.075,89,0.0585044585168361,0.9543605964753727
mmlu-pro,0.0,0.0001,0.075,90,0.0584582537412643,0.9525530953456848
mmlu-pro,0.0,0.0001,0.075,91,0.0584821179509162,0.9597830998644374
mmlu-pro,0.0,0.0001,0.075,92,0.0584877990186214,0.9530049706281066
mmlu-pro,0.0,0.0001,0.075,93,0.0584855489432811,0.9435155896972436
mmlu-pro,0.0,0.0001,0.075,94,0.0584757179021835,0.947582467239042
mmlu-pro,0.0,0.0001,0.075,95,0.0585142485797405,0.9498418436511524
mmlu-pro,0.0,0.0001,0.075,96,0.058439590036869,0.9376412110257568
mmlu-pro,0.0,0.0001,0.075,97,0.058445144444704,0.946678716674198
mmlu-pro,0.0,0.0001,0.075,98,0.0584990531206131,0.9507455942159964
mmlu-pro,0.0,0.0001,0.075,99,0.0585071817040443,0.945774966109354
mmlu-pro,0.0,0.0001,0.1,66,0.0506392642855644,0.956168097605061
mmlu-pro,0.0,0.0001,0.1,67,0.0506507791578769,0.9444193402620876
mmlu-pro,0.0,0.0001,0.1,68,0.0506750345230102,0.9539087211929508
mmlu-pro,0.0,0.0001,0.1,69,0.0506405979394912,0.9570718481699052
mmlu-pro,0.0,0.0001,0.1,70,0.0506308637559413,0.9453230908269318
mmlu-pro,0.0,0.0001,0.1,71,0.0506392791867256,0.9493899683687302
mmlu-pro,0.0,0.0001,0.1,72,0.0506518594920635,0.9439674649796655
mmlu-pro,0.0,0.0001,0.1,73,0.0506928488612175,0.9588793492995934
mmlu-pro,0.0,0.0001,0.1,74,0.0506607852876186,0.9539087211929508
mmlu-pro,0.0,0.0001,0.1,75,0.0506140626966953,0.9498418436511524
mmlu-pro,0.0,0.0001,0.1,76,0.0506734922528266,0.9507455942159964
mmlu-pro,0.0,0.0001,0.1,77,0.0506464689970016,0.9430637144148216
mmlu-pro,0.0,0.0001,0.1,78,0.0506502129137516,0.9525530953456848
mmlu-pro,0.0,0.0001,0.1,79,0.0506341345608234,0.9602349751468596
mmlu-pro,0.0,0.0001,0.1,80,0.050624169409275,0.956168097605061
mmlu-pro,0.0,0.0001,0.1,81,0.0506540946662426,0.9484862178038862
mmlu-pro,0.0,0.0001,0.1,82,0.0506556667387485,0.9525530953456848
mmlu-pro,0.0,0.0001,0.1,83,0.0506553202867507,0.9525530953456848
mmlu-pro,0.0,0.0001,0.1,84,0.0506796799600124,0.9403524627202892
mmlu-pro,0.0,0.0001,0.1,85,0.0506780408322811,0.9507455942159964
mmlu-pro,0.0,0.0001,0.1,86,0.0506658405065536,0.955716222322639
mmlu-pro,0.0,0.0001,0.1,87,0.0506340079009532,0.9511974694984184
mmlu-pro,0.0,0.0001,0.1,88,0.0506528690457344,0.9498418436511524
mmlu-pro,0.0,0.0001,0.1,89,0.0506580621004104,0.9593312245820154
mmlu-pro,0.0,0.0001,0.1,90,0.0506356172263622,0.945774966109354
mmlu-pro,0.0,0.0001,0.1,91,0.0506409332156181,0.9543605964753727
mmlu-pro,0.0,0.0001,0.1,92,0.0506400875747203,0.9548124717577948
mmlu-pro,0.0,0.0001,0.1,93,0.0506421364843845,0.9444193402620876
mmlu-pro,0.0,0.0001,0.1,94,0.0506328009068965,0.9448712155445096
mmlu-pro,0.0,0.0001,0.1,95,0.0506740845739841,0.9507455942159964
mmlu-pro,0.0,0.0001,0.1,96,0.0506184734404087,0.9444193402620876
mmlu-pro,0.0,0.0001,0.1,97,0.0506154000759124,0.9493899683687302
mmlu-pro,0.0,0.0001,0.1,98,0.0506524816155433,0.946226841391776
mmlu-pro,0.0,0.0001,0.1,99,0.0506833121180534,0.9516493447808404
mmlu-pro,0.0,0.0001,0.125,66,0.0452986471354961,0.9534568459105288
mmlu-pro,0.0,0.0001,0.125,67,0.0453010462224483,0.9489380930863082
mmlu-pro,0.0,0.0001,0.125,68,0.0453187003731727,0.955716222322639
