dataset,n_full_obs,mcar_obs_prob,K,lmbda,split,train_loss,val_loss,train_acc,val_acc
bbh+gpqa+ifeval+math+musr,,1.0,32,0.0001,1,0.2465687990188598,0.2751942574977875,0.8907391482383922,0.8799754945327937
bbh+gpqa+ifeval+math+musr,,1.0,32,1e-05,1,0.2465703338384628,0.2752011120319366,0.8907384836131098,0.879972245254355
bbh+gpqa+ifeval+math+musr,,1.0,64,10.0,1,0.5705205202102661,0.5705456137657166,0.7717545332059714,0.7716808842290954
bbh+gpqa+ifeval+math+musr,,1.0,64,1.0,1,0.2264662235975265,0.2596876323223114,0.907057028172358,0.8897395762409216
bbh+gpqa+ifeval+math+musr,,1.0,64,0.1,1,0.1943008750677108,0.2536853849887848,0.916221841580656,0.8927971472516865
bbh+gpqa+ifeval+math+musr,,1.0,64,0.01,1,0.1913238763809204,0.2614998817443847,0.9167820468464822,0.8921280912822745
bbh+gpqa+ifeval+math+musr,,1.0,64,0.001,1,0.1916479617357254,0.2631556987762451,0.9165927763354998,0.8918010957157673
bbh+gpqa+ifeval+math+musr,,1.0,64,0.0001,1,0.1916985362768173,0.2633343935012817,0.9165695882978688,0.8917878032130637
bbh+gpqa+ifeval+math+musr,,1.0,64,1e-05,1,0.1917037963867187,0.2633523941040039,0.916566782102232,0.891785144712523
bbh+gpqa+ifeval+math+musr,,1.0,8,10.0,2,0.6735376715660095,0.6735749840736389,0.7567705003283988,0.7562210407973613
bbh+gpqa+ifeval+math+musr,,1.0,8,1.0,2,0.3743418455123901,0.3783325850963592,0.8339888015079018,0.831601959729022
bbh+gpqa+ifeval+math+musr,,1.0,8,0.1,2,0.3499904572963714,0.3562947511672973,0.83927279365469,0.8364386598081271
bbh+gpqa+ifeval+math+musr,,1.0,8,0.01,2,0.3484382033348083,0.3552526533603668,0.8393873307365687,0.8366407059089032
bbh+gpqa+ifeval+math+musr,,1.0,8,0.001,2,0.3483149111270904,0.3552145659923553,0.8393716751199611,0.8366197332873314
bbh+gpqa+ifeval+math+musr,,1.0,8,0.0001,2,0.3483036458492279,0.3552124202251434,0.8393700504805018,0.8366111670052809
bbh+gpqa+ifeval+math+musr,,1.0,8,1e-05,2,0.3483024835586548,0.3552122712135315,0.8393669488960797,0.8366099854491361
bbh+gpqa+ifeval+math+musr,,1.0,16,10.0,2,0.655482828617096,0.6555596590042114,0.7583438159502081,0.7578034398644046
bbh+gpqa+ifeval+math+musr,,1.0,16,1.0,2,0.3272815942764282,0.3351494371891022,0.8584612626136638,0.8539484357082808
bbh+gpqa+ifeval+math+musr,,1.0,16,0.1,2,0.3008658587932586,0.3132109940052032,0.864823941514161,0.8593667567997079
bbh+gpqa+ifeval+math+musr,,1.0,16,0.01,2,0.2988097667694092,0.3123982846736908,0.8651849807103603,0.8596004095273598
bbh+gpqa+ifeval+math+musr,,1.0,16,0.001,2,0.2986646890640259,0.3124481737613678,0.865204180994879,0.8596107481436276
bbh+gpqa+ifeval+math+musr,,1.0,16,0.0001,2,0.2986528873443603,0.312456727027893,0.8652038856058863,0.8596101573655551
bbh+gpqa+ifeval+math+musr,,1.0,16,1e-05,2,0.2986517548561096,0.3124576508998871,0.86520373791139,0.8596066126971205
bbh+gpqa+ifeval+math+musr,,1.0,32,10.0,2,0.6229919195175171,0.6231551766395569,0.7631669274212999,0.7625547725120415
bbh+gpqa+ifeval+math+musr,,1.0,32,1.0,2,0.2776091992855072,0.2934688031673431,0.8826906185785203,0.8738325486815901
bbh+gpqa+ifeval+math+musr,,1.0,32,0.1,2,0.2486860454082489,0.2740527689456939,0.8904224993069436,0.8795979518905784
bbh+gpqa+ifeval+math+musr,,1.0,32,0.01,2,0.2462377697229385,0.2748977839946747,0.8909557502858257,0.8796853870453003
bbh+gpqa+ifeval+math+musr,,1.0,32,0.001,2,0.2463166713714599,0.2754749953746795,0.8908731890623954,0.8795778654361154
bbh+gpqa+ifeval+math+musr,,1.0,32,0.0001,2,0.2463339567184448,0.2755427956581116,0.8908607827247065,0.8795636867623766
bbh+gpqa+ifeval+math+musr,,1.0,32,1e-05,2,0.2463357746601104,0.2755497097969055,0.8908583457655176,0.879560142093942
bbh+gpqa+ifeval+math+musr,,1.0,64,10.0,2,0.57012540102005,0.5704730153083801,0.7720466897749475,0.7713083312114555
bbh+gpqa+ifeval+math+musr,,1.0,64,1.0,2,0.2262665927410125,0.2598095536231994,0.9071804337875972,0.8896045508816477
bbh+gpqa+ifeval+math+musr,,1.0,64,0.1,2,0.1942969858646392,0.253649890422821,0.9163792162532476,0.8926647812969115
bbh+gpqa+ifeval+math+musr,,1.0,64,0.01,2,0.1913747489452362,0.2613580226898193,0.9167978563030028,0.8917987006427075
bbh+gpqa+ifeval+math+musr,,1.0,64,0.001,2,0.1917198747396469,0.2630355954170227,0.9165738037521196,0.8914197165092341
bbh+gpqa+ifeval+math+musr,,1.0,64,0.0001,2,0.191772848367691,0.2632158100605011,0.9165450771725896,0.891367728038859
bbh+gpqa+ifeval+math+musr,,1.0,64,1e-05,2,0.1917783468961715,0.2632339596748352,0.9165409417266934,0.8913603433129534
bbh+gpqa+ifeval+math+musr,,1.0,8,10.0,3,0.6735354065895081,0.6735852360725403,0.7567938360588137,0.7561418765356538
bbh+gpqa+ifeval+math+musr,,1.0,8,1.0,3,0.3756536245346069,0.3801327645778656,0.8335827893375799,0.8309506269041516
bbh+gpqa+ifeval+math+musr,,1.0,8,0.1,3,0.3500336706638336,0.3567184209823608,0.8390703045002661,0.8362572909398865
bbh+gpqa+ifeval+math+musr,,1.0,8,0.01,3,0.3485537469387054,0.3558192253112793,0.8390567904538548,0.836297759237849
bbh+gpqa+ifeval+math+musr,,1.0,8,0.001,3,0.3484350740909576,0.3558033108711242,0.8390278423325805,0.8362679249451905
bbh+gpqa+ifeval+math+musr,,1.0,8,0.0001,3,0.3484241664409637,0.355803519487381,0.8390253315261434,0.8362673341671181
bbh+gpqa+ifeval+math+musr,,1.0,8,1e-05,3,0.3484230935573578,0.3558035492897033,0.8390237807339324,0.8362694018903717
bbh+gpqa+ifeval+math+musr,,1.0,16,10.0,3,0.6554272770881653,0.6555258631706238,0.758009214068846,0.7574111632243014
bbh+gpqa+ifeval+math+musr,,1.0,16,1.0,3,0.3271811902523041,0.3355917036533355,0.858217123611284,0.8534527729054997
bbh+gpqa+ifeval+math+musr,,1.0,16,0.1,3,0.3005691170692444,0.3135026693344116,0.8650236244731553,0.859360258240911
bbh+gpqa+ifeval+math+musr,,1.0,16,0.01,3,0.2986776232719421,0.3127949833869934,0.8652386676597644,0.8594760507431102
bbh+gpqa+ifeval+math+musr,,1.0,16,0.001,3,0.2985925376415252,0.3129056096076965,0.8652247843771125,0.8594482841737053
bbh+gpqa+ifeval+math+musr,,1.0,16,0.0001,3,0.2985869646072387,0.3129208981990814,0.8652236028211421,0.8594299700534596
bbh+gpqa+ifeval+math+musr,,1.0,16,1e-05,3,0.2985864281654358,0.3129224479198456,0.8652222735706754,0.8594326285547855
bbh+gpqa+ifeval+math+musr,,1.0,32,10.0,3,0.6228631138801575,0.6230779886245728,0.7633613672256756,0.7627952191875266
bbh+gpqa+ifeval+math+musr,,1.0,32,1.0,3,0.2771879732608795,0.2937477231025696,0.8827870630846025,0.8737705169839834
bbh+gpqa+ifeval+math+musr,,1.0,32,0.1,3,0.2484809309244156,0.2745964527130127,0.890538365639289,0.8796404879117945
bbh+gpqa+ifeval+math+musr,,1.0,32,0.01,3,0.2461239397525787,0.2756409049034118,0.8910206620169485,0.8796930671602421
bbh+gpqa+ifeval+math+musr,,1.0,32,0.001,3,0.2461828291416168,0.2762267291545868,0.8909607718986999,0.8795427141408049
bbh+gpqa+ifeval+math+musr,,1.0,32,0.0001,3,0.2461979687213897,0.2762969136238098,0.890938986960496,0.8795037227880235
bbh+gpqa+ifeval+math+musr,,1.0,32,1e-05,3,0.2461995929479599,0.2763040363788605,0.8909347776673515,0.8794972242292266
bbh+gpqa+ifeval+math+musr,,1.0,64,10.0,3,0.5698174834251404,0.5703002214431763,0.7722215600585638,0.771481724575718
bbh+gpqa+ifeval+math+musr,,1.0,64,1.0,3,0.2262086421251297,0.2606537044048309,0.9072297637493608,0.8890267699267966
bbh+gpqa+ifeval+math+musr,,1.0,64,0.1,3,0.1941094994544983,0.2547518908977508,0.9164820854699188,0.8921070867965236
bbh+gpqa+ifeval+math+musr,,1.0,64,0.01,3,0.1910995543003082,0.2627599537372589,0.9169511631901598,0.8914480738567115
bbh+gpqa+ifeval+math+musr,,1.0,64,0.001,3,0.1914150118827819,0.2644157707691192,0.9167706805156842,0.8910962655145707
bbh+gpqa+ifeval+math+musr,,1.0,64,0.0001,3,0.1914651095867157,0.2645949423313141,0.9167458678403062,0.8910708620574556
bbh+gpqa+ifeval+math+musr,,1.0,64,1e-05,3,0.1914703249931335,0.264613002538681,0.9167426924086358,0.8910620003863688
bbh+gpqa+ifeval+math+musr,,1.0,8,10.0,4,0.6735370755195618,0.6735789775848389,0.7567641494650579,0.7562925249441271
bbh+gpqa+ifeval+math+musr,,1.0,8,1.0,4,0.3749569654464721,0.3788467049598694,0.8338148173912633,0.8315668084337114
bbh+gpqa+ifeval+math+musr,,1.0,8,0.1,4,0.3502445816993713,0.356331467628479,0.8388757170013941,0.8362437030442204
bbh+gpqa+ifeval+math+musr,,1.0,8,0.01,4,0.3487362265586853,0.3553838729858398,0.8389981557388247,0.8362894883448349
bbh+gpqa+ifeval+math+musr,,1.0,8,0.001,4,0.3486126065254211,0.35535728931427,0.8389771831203505,0.8362998269611026
bbh+gpqa+ifeval+math+musr,,1.0,8,0.0001,4,0.3486011624336242,0.355356365442276,0.8389781431345764,0.8363060301308632
bbh+gpqa+ifeval+math+musr,,1.0,8,1e-05,4,0.3486000001430511,0.3553563058376312,0.8389791769960505,0.8363066209089357
bbh+gpqa+ifeval+math+musr,,1.0,16,10.0,4,0.6553364992141724,0.6554262042045593,0.7589035042439275,0.7583283461817718
bbh+gpqa+ifeval+math+musr,,1.0,16,1.0,4,0.3272893726825714,0.3351446390151977,0.8583123127141478,0.8540027872909458
bbh+gpqa+ifeval+math+musr,,1.0,16,0.1,4,0.3006843030452728,0.312874287366867,0.8648997826380098,0.8595829815742227
bbh+gpqa+ifeval+math+musr,,1.0,16,0.01,4,0.2987018525600433,0.3120534121990204,0.8653238135368799,0.8599336083602187
bbh+gpqa+ifeval+math+musr,,1.0,16,0.001,4,0.2985994517803192,0.3121393620967865,0.8653066071280613,0.8598934354512924
bbh+gpqa+ifeval+math+musr,,1.0,16,0.0001,4,0.2985924184322357,0.3121524155139923,0.8653080840730243,0.859874235163938
bbh+gpqa+ifeval+math+musr,,1.0,16,1e-05,4,0.2985917329788208,0.3121537268161773,0.8653087486982576,0.8598786659994813
bbh+gpqa+ifeval+math+musr,,1.0,32,10.0,4,0.622821033000946,0.6230140924453735,0.7634815166984136,0.7628386413758512
bbh+gpqa+ifeval+math+musr,,1.0,32,1.0,4,0.27750164270401,0.2933612465858459,0.8826217929432456,0.8739193930582395
bbh+gpqa+ifeval+math+musr,,1.0,32,0.1,4,0.2485992908477783,0.2741054594516754,0.8905015897097109,0.8795687083759924
bbh+gpqa+ifeval+math+musr,,1.0,32,0.01,4,0.2461770325899124,0.2750415802001953,0.8909530179376443,0.8796348755201062
bbh+gpqa+ifeval+math+musr,,1.0,32,0.001,4,0.2462477833032608,0.2756181061267853,0.8908575334457879,0.8795811147155138
bbh+gpqa+ifeval+math+musr,,1.0,32,0.0001,4,0.2462632060050964,0.2756853103637695,0.8908495579429878,0.8795592559268334
bbh+gpqa+ifeval+math+musr,,1.0,32,1e-05,4,0.2462648749351501,0.2756921648979187,0.8908480071507767,0.8795571882035798
bbh+gpqa+ifeval+math+musr,,1.0,64,10.0,4,0.5703624486923218,0.5707664489746094,0.7718238926272828,0.7712814508091592
bbh+gpqa+ifeval+math+musr,,1.0,64,1.0,4,0.2263012379407882,0.2600324153900146,0.907157910376912,0.8893667627074886
bbh+gpqa+ifeval+math+musr,,1.0,64,0.1,4,0.1941834539175033,0.2538163065910339,0.9163968657455552,0.8925516472960383
bbh+gpqa+ifeval+math+musr,,1.0,64,0.01,4,0.1910975873470306,0.2616817653179168,0.9169476185222486,0.8919596876674487
bbh+gpqa+ifeval+math+musr,,1.0,64,0.001,4,0.1914200633764267,0.2633059918880462,0.9167156643158134,0.891576272698432
bbh+gpqa+ifeval+math+musr,,1.0,64,0.0001,4,0.1914713084697723,0.2634818851947784,0.9166908516404354,0.8915369859566145
bbh+gpqa+ifeval+math+musr,,1.0,64,1e-05,4,0.1914766728878021,0.2634996473789215,0.9166912947239244,0.8915251703951655
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,10.0,0,0.6734363436698914,0.6737467646598816,0.7581056755905667,0.7543084978008068
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,1.0,0,0.3586841821670532,0.3946180641651153,0.8428281879633036,0.8220746789867457
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.1,0,0.3266710340976715,0.3955283761024475,0.8489555505844812,0.8226189362110832
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.01,0,0.3235441744327545,0.4072268307209015,0.8494041797696585,0.822141171950805
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.001,0,0.3232428729534149,0.4096854031085968,0.8493481011215114,0.8219712454870979
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.0001,0,0.3232134580612182,0.4099545478820801,0.8493388573883003,0.8220032606179413
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,1e-05,0,0.3232105076313019,0.4099817872047424,0.8493493336192728,0.822010648725059
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,10.0,0,0.6553341746330261,0.6559678912162781,0.7599112848111289,0.7558994035334854
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,1.0,0,0.2920651435852051,0.3748395442962646,0.877384960199566,0.8326273586531974
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.1,0,0.244699016213417,0.4604308605194092,0.8910934165515821,0.8240152884563289
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.01,0,0.2380801737308502,0.5620363354682922,0.8931060853960724,0.8203975786710272
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.001,0,0.2374451756477356,0.5817527174949646,0.8931991389770638,0.8198680976609253
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.0001,0,0.2373845428228378,0.5838916897773743,0.8932108477057978,0.8197868284826305
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,1e-05,0,0.2373785376548767,0.5841075778007507,0.8932077664613942,0.8197769776731403
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,10.0,0,0.6225876212120056,0.6239125728607178,0.7650310805123001,0.7608395844928557
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,1.0,0,0.194402202963829,0.4209977686405182,0.9301833155545532,0.82268296647277
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.1,0,0.0992465391755104,1.5154719352722168,0.966484072123304,0.7853976525520985
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.01,0,0.0844652876257896,2.7719976902008057,0.9689996000544764,0.7791645528471303
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.001,0,0.0831040292978286,3.0304293632507324,0.9690396562317244,0.7785932058966946
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.0001,0,0.0829734280705452,3.058985471725464,0.9690328774940362,0.778516862123145
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,1e-05,0,0.0829604566097259,3.0618717670440674,0.9690421212272472,0.7784848469923016
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,10.0,0,0.5694010853767395,0.572130024433136,0.7742581750035896,0.7691856828334869
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,1.0,0,0.0777453705668449,0.5545315146446228,0.9970925377806784,0.8021809692211458
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.1,0,0.0058701150119304,1.736625075340271,1.0,0.7683064980864802
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.01,0,0.0011949430918321,3.020099401473999,1.0,0.7562417191632722
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.001,0,0.0007561658276244,3.449779510498047,1.0,0.7538528978618818
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.0001,0,0.0007166360737755,3.501222848892212,1.0,0.753732225445626
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,1e-05,0,0.0007127319113351,3.506467819213867,1.0,0.753675583291057
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,10.0,1,0.6734746098518372,0.6736122369766235,0.757645959923944,0.755972052789176
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,1.0,1,0.3595114350318908,0.3936454951763153,0.8422897153074466,0.8230502877281185
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.1,1,0.3253836035728454,0.3908573985099792,0.8496186724205707,0.8246645225684818
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.01,1,0.3222908079624176,0.4012100994586944,0.8499113377949913,0.8240360799970426
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.001,1,0.321972131729126,0.4033771753311157,0.8498780663629519,0.8238684953113256
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.0001,1,0.3219408392906189,0.4036154448986053,0.8498762179500609,0.8238364570625855
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,1e-05,1,0.3219377100467682,0.4036394655704498,0.8498706727113876,0.8238389215432578
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,10.0,1,0.6554456949234009,0.655739963054657,0.7593464997837357,0.7575665717841608
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,1.0,1,0.2905417084693908,0.3730360865592956,0.8780053653264852,0.8333690683030819
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.1,1,0.2444647997617721,0.4604236483573913,0.8911870137903924,0.8264241617685113
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.01,1,0.2380281388759613,0.5605248808860779,0.8930033875246917,0.8219831675970081
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.001,1,0.237413078546524,0.5794384479522705,0.8931432507667832,0.8213448671028798
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.0001,1,0.2373551726341247,0.581506609916687,0.8931370893904796,0.8212512168373319
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,1e-05,1,0.2373494058847427,0.5817153453826904,0.8931487960054565,0.8212241075499366
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,10.0,1,0.6225321292877197,0.6232814788818359,0.7650291371485397,0.7631165822582037
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,1.0,1,0.1947012096643448,0.4216956496238708,0.9303425601997272,0.8227989106995428
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.1,1,0.0995093062520027,1.5195378065109253,0.9662393546820914,0.7848754821140316
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.01,1,0.0845289230346679,2.771796941757202,0.969024912908946,0.7791406355895654
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.001,1,0.0830741003155708,3.0337624549865723,0.9691863409681,0.7784431875593015
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.0001,1,0.082929328083992,3.062887191772461,0.9692035928217502,0.778391433465183
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,1e-05,1,0.0829148441553115,3.0658342838287354,0.9692042089593804,0.7783815755424938
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,10.0,1,0.5697358846664429,0.5715281963348389,0.7737949272156617,0.7714465269306126
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,1.0,1,0.0774135440587997,0.555741012096405,0.997142969808024,0.802390546252141
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.1,1,0.0059011401608586,1.7464864253997805,1.0,0.7686567348095572
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.01,1,0.0012072641402482,3.032735586166382,1.0,0.7563220090446441
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.001,1,0.0007653657812625,3.4603490829467773,1.0,0.753542074846278
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.0001,1,0.0007255176315084,3.511516571044922,1.0,0.753438566658041
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,1e-05,1,0.0007215812802314,3.516733407974243,1.0,0.7533991349672841
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,10.0,2,0.6734573841094971,0.6736646294593811,0.757875743234297,0.755202931618613
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,1.0,2,0.3587699234485626,0.3927676975727081,0.8425424078481847,0.8220508489643524
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.1,2,0.3255757689476013,0.390490174293518,0.8495031761623091,0.8240386799814304
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.01,2,0.3229102492332458,0.4014340341091156,0.8496429704122699,0.8233521992078309
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.001,2,0.3226734101772308,0.4037013351917267,0.8496208003990602,0.8232682411276064
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.0001,2,0.3226509690284729,0.4039502739906311,0.8496195687316597,0.8232583637064035
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,1e-05,2,0.3226487338542938,0.4039754271507263,0.8496195687316597,0.8232558943511028
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,10.0,2,0.6554043889045715,0.6558507084846497,0.7596025409298474,0.7566993609308482
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,1.0,2,0.2914496064186096,0.3723756074905395,0.8777914971841004,0.8332469058978083
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.1,2,0.2452183961868286,0.4566932022571563,0.8913576977672949,0.8259672464712913
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.01,2,0.2389097064733505,0.5537984371185303,0.8927698044420085,0.821598956944321
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.001,2,0.2382782995700836,0.5731131434440613,0.8928393936501388,0.8210680455546666
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.0001,2,0.238218143582344,0.5751940608024597,0.8928597161622476,0.8209371697237285
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,1e-05,2,0.2382121533155441,0.5754039287567139,0.8928615636633483,0.8209198842366235
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,10.0,2,0.6230440139770508,0.624052882194519,0.764225604517756,0.7611219762744342
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,1.0,2,0.1944906413555145,0.4199633300304413,0.9302161884204788,0.8229892039786253
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.1,2,0.0993205234408378,1.504832744598389,0.966271404070045,0.7862674213016466
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.01,2,0.0838957726955413,2.75325083732605,0.9693093117134648,0.7803162750269159
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.001,2,0.0824763551354408,3.011693239212036,0.9693782850878948,0.779377920012643
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.0001,2,0.0823430642485618,3.0398731231689453,0.9693795167552954,0.7793705119467409
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,1e-05,2,0.0823298245668411,3.0427167415618896,0.969380748422696,0.7793482877490345
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,10.0,2,0.5698252320289612,0.5721427798271179,0.7740265978575146,0.7702289586234826
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,1.0,2,0.077896624803543,0.5510833263397217,0.9970532357442196,0.802757775999842
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.1,2,0.005870213266462,1.7271976470947266,1.0,0.7705277506148694
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.01,2,0.0012015181127935,3.0123090744018555,1.0,0.7576648788534289
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.001,2,0.0007619446259923,3.441354513168335,1.0,0.7556844559022531
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.0001,2,0.000722283613868,3.4926488399505615,1.0,0.7555091316759021
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,1e-05,2,0.0007183662382885,3.497877359390259,1.0,0.7554449284380834
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,10.0,3,0.67344731092453,0.6737085580825806,0.7579999124833826,0.7546193043349827
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,1.0,3,0.3577260673046112,0.3938635885715484,0.8427141491566664,0.8214459788789602
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.1,3,0.3249869346618652,0.3927792310714721,0.8497469105709596,0.823590084434926
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.01,3,0.321867823600769,0.4041332304477691,0.8500458229612788,0.8231297540802008
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.001,3,0.3215572237968445,0.4064204692840576,0.8500051462236271,0.8230411343327672
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,0.0001,3,0.3215270042419433,0.4066707193851471,0.849994052567904,0.8230214410555596
bbh+gpqa+ifeval+math+musr,50.0,0.1,8,1e-05,3,0.3215239644050598,0.4066960215568542,0.8499922036252834,0.8230386726731163
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,10.0,3,0.6553783416748047,0.6559196710586548,0.7599930726283151,0.7564089309012136
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,1.0,3,0.2914517521858215,0.3750490248203277,0.8772659562207367,0.8319548039288088
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.1,3,0.2444355189800262,0.4630036950111389,0.8913173038225656,0.824754449449819
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.01,3,0.2379814386367797,0.5581995844841003,0.8930546935716579,0.8212958176402531
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.001,3,0.2373673617839813,0.5762931704521179,0.8932562283172958,0.8206656327696132
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,0.0001,3,0.2373092770576477,0.5782431960105896,0.8932654730303985,0.8206262462151983
bbh+gpqa+ifeval+math+musr,50.0,0.1,16,1e-05,3,0.2373035252094268,0.5784399509429932,0.8932685546014327,0.8206016296186889
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,10.0,3,0.6227462291717529,0.6239410638809204,0.7647997071274889,0.7610245427467198
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,1.0,3,0.1944939345121383,0.4230599701404571,0.9302954795201872,0.8223789478866652
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.1,3,0.0987188667058944,1.50640869140625,0.9666007005027276,0.7856017527016714
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.01,3,0.0839645862579345,2.772864580154419,0.9691978485703668,0.7795263766831598
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.001,3,0.0824931561946868,3.038062810897827,0.9692884467587728,0.7784900179701154
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,0.0001,3,0.0823507085442543,3.067255973815918,0.9693044709281508,0.7784333997981439
bbh+gpqa+ifeval+math+musr,50.0,0.1,32,1e-05,3,0.0823365226387977,3.070204734802246,0.969303854613944,0.7784013982226817
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,10.0,3,0.5693432688713074,0.5720463395118713,0.7744302329236282,0.7697782044654506
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,1.0,3,0.0776339918375015,0.5559632182121277,0.9970848338016294,0.8018782463136647
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.1,3,0.0058676484040915,1.7402218580245972,1.0,0.7690914014228393
bbh+gpqa+ifeval+math+musr,50.0,0.1,64,0.01,3,0.0012008777121081,3.0362846851348877,1.0,0.7571621987544002
