dataset,prop_budget,seed,mean_width,coverage,sq_err,n_resampled,n_resampled_unique
mmlu-pro,0.05,1,0.0427273176610469,0.9267962042476277,0.0001388759410474,20.47040216900136,19.89019430637144
mmlu-pro,0.05,2,0.0431229770183563,0.9331224582015364,0.0001430561969755,20.401265250790782,19.881608676005424
mmlu-pro,0.05,3,0.042682722210884,0.948034342521464,0.0001344819465884,20.56981473113421,20.053773158608227
mmlu-pro,0.05,4,0.0428188368678092,0.9313149570718482,0.0001433770667063,20.629010393131495,20.062810664256663
mmlu-pro,0.05,5,0.0428088307380676,0.9525530953456848,0.0001309003855567,20.57026660641663,20.0573881608676
mmlu-pro,0.05,6,0.0425519123673439,0.9444193402620876,0.0001310050283791,20.706281066425667,20.145503840939902
mmlu-pro,0.05,7,0.0427705310285091,0.9335743334839584,0.0001296031259698,20.65024853140533,20.121554450971534
mmlu-pro,0.05,8,0.0430036447942256,0.9385449615906012,0.0001475641474826,20.530501581563488,19.98282873926796
mmlu-pro,0.05,9,0.0428938381373882,0.9353818346136468,0.0001423296344,20.52281970176232,19.978309986443744
mmlu-pro,0.05,10,0.0429163463413715,0.94713059195662,0.0001264183956664,20.52824220515138,19.95978309986444
mmlu-pro,0.05,11,0.043038934469223,0.9349299593312246,0.0001483735832152,20.555806597379124,20.01355625847266
mmlu-pro,0.05,12,0.0426651164889335,0.9421599638499776,0.0001320429291808,20.613646633529147,20.098056936285587
mmlu-pro,0.05,13,0.0428306497633457,0.9385449615906012,0.000142257020343,20.602801626751017,20.04338002711252
mmlu-pro,0.05,14,0.0427643470466136,0.94713059195662,0.000134345202241,20.540442837776773,19.99502937189336
mmlu-pro,0.05,15,0.0427532233297824,0.9358337098960688,0.0001398478780174,20.379575237234523,19.88251242657027
mmlu-pro,0.05,16,0.0430261678993701,0.9417080885675554,0.0001397853920934,20.531405332128333,19.974694984184367
mmlu-pro,0.05,17,0.0428117588162422,0.9498418436511524,0.0001291182707063,20.543154089471308,19.999096249435155
mmlu-pro,0.05,18,0.0428026728332042,0.938093086308179,0.0001337268040515,20.685494803434253,20.1495707184817
mmlu-pro,0.05,19,0.0428067333996295,0.9349299593312246,0.0001349838275928,20.53773158608224,20.0122006326254
mmlu-pro,0.05,20,0.0428433120250701,0.9484862178038862,0.000129405685584,20.50158156348848,19.971531857207413
mmlu-pro,0.05,21,0.0426559671759605,0.9367374604609128,0.0001354144187644,20.60325350203344,20.06416629010393
mmlu-pro,0.05,22,0.0430195666849613,0.938093086308179,0.0001365880016237,20.675553547220968,20.11658382286489
mmlu-pro,0.05,23,0.0428421832621097,0.9453230908269318,0.0001328107900917,20.41753276095797,19.868504292815185
mmlu-pro,0.05,24,0.0425275452435016,0.9448712155445096,0.0001332935644313,20.399909624943515,19.84365115228197
mmlu-pro,0.05,25,0.042996373027563,0.9362855851784908,0.0001393497368553,20.375508359692727,19.846362403976503
mmlu-pro,0.05,26,0.0429494082927703,0.9448712155445096,0.0001324291806668,20.53095345684591,19.991414369633983
mmlu-pro,0.05,27,0.0426519364118576,0.9498418436511524,0.0001324379554716,20.538183461364664,19.971531857207413
mmlu-pro,0.05,28,0.0429241396486759,0.9439674649796655,0.0001378666638629,20.557162223226392,20.018526886579306
mmlu-pro,0.05,29,0.0427102521061897,0.9448712155445096,0.0001282009616261,20.509715318572077,19.975146859466783
mmlu-pro,0.05,30,0.0427892170846462,0.9331224582015364,0.0001419009495293,20.54405784003615,20.00271125169453
mmlu-pro,0.05,31,0.0429250821471214,0.9371893357433349,0.0001338223955826,20.584274740171715,20.01943063714415
mmlu-pro,0.05,32,0.0425176136195659,0.9335743334839584,0.0001383286871714,20.69588793492996,20.13601446000904
mmlu-pro,0.05,33,0.0429693572223186,0.929959331224582,0.0001445529196644,20.497062810664257,19.948034342521463
mmlu-pro,0.05,34,0.0429870896041393,0.9430637144148216,0.0001347094221273,20.439222774514235,19.90736556710348
mmlu-pro,0.05,35,0.0429001785814762,0.9385449615906012,0.0001290687359869,20.76863985539991,20.197017623136016
mmlu-pro,0.05,36,0.0428697802126407,0.9448712155445096,0.0001269688800675,20.69859918662449,20.153185720741075
mmlu-pro,0.05,37,0.0427413508296012,0.930863081789426,0.0001419172476744,20.52146407591505,19.998192498870317
mmlu-pro,0.05,38,0.0431687049567699,0.9421599638499776,0.000141096956213,20.48260280162675,19.93764121102576
mmlu-pro,0.05,39,0.0428334139287471,0.946678716674198,0.0001304668694501,20.67148666967917,20.13149570718482
mmlu-pro,0.05,40,0.0429175123572349,0.9412562132851332,0.0001337051799055,20.49344780840488,19.95797559873475
mmlu-pro,0.05,41,0.0428212992846965,0.9376412110257568,0.0001412179117323,20.601446000903756,20.051965657478537
mmlu-pro,0.05,42,0.0426255650818347,0.938996836873023,0.0001378199958708,20.72074107546317,20.154541346588346
mmlu-pro,0.05,43,0.0428338833153247,0.94713059195662,0.0001332147658104,20.54450971531857,19.971983732489832
mmlu-pro,0.05,44,0.0427980534732341,0.9421599638499776,0.0001368638622807,20.68685042928152,20.096249435155897
mmlu-pro,0.05,45,0.042651817202568,0.9417080885675554,0.000130739135784,20.552191595119748,19.999096249435155
mmlu-pro,0.05,46,0.042508166283369,0.9403524627202892,0.0001292429369641,20.559873474920924,20.009037505648443
mmlu-pro,0.05,47,0.0431307405233383,0.9376412110257568,0.0001385462965117,20.36511522819702,19.84093990058744
mmlu-pro,0.05,48,0.0427286885678768,0.9358337098960688,0.0001347035868093,20.603705377315865,20.039765024853143
mmlu-pro,0.05,49,0.0426998659968376,0.9371893357433349,0.0001341235620202,20.47853592408495,19.948034342521463
mmlu-pro,0.05,50,0.0430887080729007,0.9417080885675554,0.0001357621367787,20.42476276547673,19.893809308630814
mmlu-pro,0.05,51,0.0428948663175106,0.9453230908269318,0.0001325525081483,20.660189787618616,20.101671938544964
mmlu-pro,0.05,52,0.0428584776818752,0.9349299593312246,0.0001394697319483,20.494803434252148,19.956619972887484
mmlu-pro,0.05,53,0.0431111715734005,0.9331224582015364,0.0001351059472654,20.538635336647086,20.02169001355626
mmlu-pro,0.05,54,0.0425837747752666,0.9408043380027112,0.000136043614475,20.559873474920924,20.003615002259377
mmlu-pro,0.05,55,0.0429362691938877,0.9421599638499776,0.0001393567799823,20.74830546769092,20.196565747853597
mmlu-pro,0.05,56,0.0428655296564102,0.9444193402620876,0.0001355166314169,20.608224130140083,20.05512878445549
mmlu-pro,0.05,57,0.0426277667284011,0.9385449615906012,0.0001351033424725,20.498418436511525,19.956619972887484
mmlu-pro,0.05,58,0.0426430031657218,0.9453230908269318,0.0001242946600541,20.650700406687758,20.098508811568006
mmlu-pro,0.05,59,0.0430514402687549,0.9525530953456848,0.000137020368129,20.43380027112517,19.89426118391324
mmlu-pro,0.05,60,0.0427301451563835,0.9435155896972436,0.0001363828778266,20.3524627202892,19.844554902846816
mmlu-pro,0.05,61,0.0429919064044952,0.9394487121554452,0.0001384343049721,20.56168097605061,20.01084500677813
mmlu-pro,0.05,62,0.0427090935409069,0.9385449615906012,0.0001381895854137,20.498870311793947,19.95345684591053
mmlu-pro,0.05,63,0.0427921861410141,0.9507455942159964,0.0001300811272813,20.482150926344328,19.9159511974695
mmlu-pro,0.05,64,0.0426679626107215,0.9362855851784908,0.0001376935106236,20.525079078174425,19.981021238138275
mmlu-pro,0.05,65,0.0431351065635681,0.938996836873023,0.0001384270872222,20.534116583822865,19.992769995481247
mmlu-pro,0.05,66,0.0429265014827251,0.929055580659738,0.000145633239299,20.456845910528692,19.86579304112065
mmlu-pro,0.05,67,0.042756512761116,0.9435155896972436,0.0001307548955082,20.688206055128784,20.13646633529146
mmlu-pro,0.05,68,0.0427859872579574,0.9403524627202892,0.0001346469653071,20.68685042928152,20.14234071396295
mmlu-pro,0.05,69,0.0426532067358493,0.9376412110257568,0.0001377716253045,20.64301852688658,20.09896068685043
mmlu-pro,0.05,70,0.0429418720304966,0.9394487121554452,0.0001356278808088,20.408495255309536,19.864437415273382
mmlu-pro,0.05,71,0.0426225587725639,0.945774966109354,0.000126176077174,20.600090375056485,20.042928151830097
mmlu-pro,0.05,72,0.0426647365093231,0.9362855851784908,0.0001341950701316,20.49344780840488,19.93764121102576
mmlu-pro,0.05,73,0.0429233387112617,0.9349299593312246,0.0001443736109649,20.591956619972887,20.04835065521916
mmlu-pro,0.05,74,0.0425921007990837,0.9435155896972436,0.0001327712379861,20.58743786714867,20.022593764121105
mmlu-pro,0.05,75,0.0429784692823886,0.9484862178038862,0.0001282898010686,20.468142792589248,19.922277451423408
mmlu-pro,0.05,76,0.0430042296648025,0.9317668323542704,0.0001400389301124,20.619521012200632,20.06597379123362
mmlu-pro,0.05,77,0.0429396368563175,0.9430637144148216,0.0001348892110399,20.78355173971984,20.22819701762314
mmlu-pro,0.05,78,0.0428423546254634,0.9322187076366923,0.0001408719836035,20.44103027564392,19.914595571622232
mmlu-pro,0.05,79,0.0428202338516712,0.9326705829191144,0.0001404227805323,20.47175779484862,19.922277451423408
mmlu-pro,0.05,80,0.04279525578022,0.9322187076366923,0.0001363589399261,20.458653411658386,19.9118843199277
mmlu-pro,0.05,81,0.042806576937437,0.9385449615906012,0.0001295447727898,20.570718481699053,20.02846814279259
mmlu-pro,0.05,82,0.0427401214838027,0.9408043380027112,0.0001359365414828,20.567555354722096,20.02214188883868
mmlu-pro,0.05,83,0.0428423844277858,0.938996836873023,0.000139656374813,20.511522819701764,19.961590600994125
mmlu-pro,0.05,84,0.0427830927073955,0.9272480795300496,0.0001468848349759,20.71983732489833,20.157252598282877
mmlu-pro,0.05,85,0.04295514523983,0.9313149570718482,0.00014109678159,20.524627202892,19.995481247175785
mmlu-pro,0.05,86,0.0426902137696743,0.9412562132851332,0.0001263927988475,20.401717126073205,19.86714866696792
mmlu-pro,0.05,87,0.0424118787050247,0.9430637144148216,0.0001296054106205,20.5634884771803,20.02078626299141
mmlu-pro,0.05,88,0.042489618062973,0.929959331224582,0.0001452628494007,20.578852236782648,20.01717126073204
mmlu-pro,0.05,89,0.0427394472062587,0.9335743334839584,0.0001396937441313,20.565295978309987,20.01988251242657
mmlu-pro,0.05,90,0.0427724309265613,0.9353818346136468,0.0001414457510691,20.600542250338908,20.08269317668324
mmlu-pro,0.05,91,0.0429849028587341,0.9331224582015364,0.0001465290843043,20.42702214188884,19.888838680524177
mmlu-pro,0.05,92,0.0428100489079952,0.9453230908269318,0.0001332536776317,20.47853592408495,19.935381834613647
mmlu-pro,0.05,93,0.0422949269413948,0.929959331224582,0.0001347354263998,20.65838228648893,20.11251694532309
mmlu-pro,0.05,94,0.0426955930888652,0.9367374604609128,0.0001258493721252,20.486217803886127,19.931314957071848
mmlu-pro,0.05,95,0.0427555590867996,0.9340262087663804,0.00014044927957,20.646181653863536,20.09534568459105
mmlu-pro,0.05,96,0.04274782538414,0.9313149570718482,0.0001355494750896,20.5820153637596,20.042928151830097
mmlu-pro,0.05,97,0.0425952859222888,0.9484862178038862,0.0001321167510468,20.589245368278355,20.04157252598283
mmlu-pro,0.05,98,0.0428979769349098,0.9412562132851332,0.000129021515022,20.541346588341614,19.989606868504293
mmlu-pro,0.05,99,0.0427331700921058,0.9394487121554452,0.0001287976483581,20.571170356981472,20.0266606416629
mmlu-pro,0.075,0,0.0330724827945232,0.9439674649796655,7.540188380517066e-05,46.13782196113873,44.25576140985088
mmlu-pro,0.075,1,0.0330175794661045,0.938996836873023,8.330150012625381e-05,46.03298689561681,44.11929507455943
mmlu-pro,0.075,2,0.033178873360157,0.9376412110257568,7.990402809809893e-05,45.80976050610032,44.007681879801176
mmlu-pro,0.075,3,0.0329243279993534,0.9453230908269318,8.010036253836006e-05,46.22593764121103,44.38454586534117
mmlu-pro,0.075,4,0.0330021195113658,0.9394487121554452,7.986699347384274e-05,46.37234523271577,44.47446904654316
mmlu-pro,0.075,5,0.0330214314162731,0.9484862178038862,7.669276965316385e-05,46.0962494351559,44.24853140533213
mmlu-pro,0.075,6,0.0328266583383083,0.9521012200632626,7.71654158597812e-05,46.30185268865793,44.42114776321736
mmlu-pro,0.075,7,0.0329415388405323,0.946678716674198,7.211783668026328e-05,46.03931314957072,44.215996384997744
mmlu-pro,0.075,8,0.0331184417009353,0.9385449615906012,8.572977822041139e-05,46.177586985991866,44.302756439222776
mmlu-pro,0.075,9,0.0330401994287967,0.947582467239042,8.53764358907938e-05,46.21283325802079,44.34252146407592
mmlu-pro,0.075,10,0.0330759435892105,0.9439674649796655,7.840861508157104e-05,46.139177586986,44.21735201084501
mmlu-pro,0.075,11,0.033123705536127,0.9426118391323997,8.619087020633742e-05,46.14460009037506,44.26344328965206
mmlu-pro,0.075,12,0.0328698493540287,0.9430637144148216,7.792128599248827e-05,46.22910076818798,44.412562132851335
mmlu-pro,0.075,13,0.0330534093081951,0.9376412110257568,8.479768439428881e-05,46.426118391324,44.53366470854044
mmlu-pro,0.075,14,0.0330059677362442,0.938996836873023,8.21851208456792e-05,46.302756439222776,44.44193402620877
mmlu-pro,0.075,15,0.0329739265143871,0.9444193402620876,8.254682325059548e-05,46.07365567103479,44.23859014911884
mmlu-pro,0.075,16,0.0331247821450233,0.9444193402620876,8.427489956375211e-05,46.30366018978762,44.42566651604157
mmlu-pro,0.075,17,0.0329818874597549,0.947582467239042,7.817069126758724e-05,46.30998644374153,44.41934026208767
mmlu-pro,0.075,18,0.0330151244997978,0.947582467239042,7.823000487405807e-05,46.23000451875283,44.40533212833258
mmlu-pro,0.075,19,0.0330224446952343,0.9399005874378672,8.095832890830934e-05,46.12652507907818,44.29823768639856
mmlu-pro,0.075,20,0.0330433994531631,0.9498418436511524,7.721109432168305e-05,46.12833258020787,44.267510167193855
mmlu-pro,0.075,21,0.03295324370265,0.946226841391776,7.882767386035994e-05,46.11522819701762,44.27022141888839
mmlu-pro,0.075,22,0.0331003479659557,0.9399005874378672,8.09551274869591e-05,46.16629010393132,44.27202892001808
mmlu-pro,0.075,23,0.0330196470022201,0.9421599638499776,8.148162305587903e-05,46.02620876638048,44.17397198373249
mmlu-pro,0.075,24,0.0328397117555141,0.9521012200632626,7.766910130158067e-05,46.22503389064618,44.32941708088568
mmlu-pro,0.075,25,0.0331024713814258,0.9408043380027112,8.023589907679707e-05,45.824220515137824,44.02304563940353
mmlu-pro,0.075,26,0.0330866277217865,0.945774966109354,8.010712917894125e-05,46.06326253953909,44.19475824672391
mmlu-pro,0.075,27,0.0328850597143173,0.9448712155445096,8.116960816551e-05,46.0614550384094,44.20244012652508
mmlu-pro,0.075,28,0.0330831706523895,0.9453230908269318,8.192278619389981e-05,46.07275192046996,44.22187076366923
mmlu-pro,0.075,29,0.0329383686184883,0.946226841391776,7.57812595111318e-05,46.28513330320832,44.412562132851335
mmlu-pro,0.075,30,0.0330201424658298,0.9367374604609128,8.135088137350976e-05,46.06055128784456,44.17849073655671
mmlu-pro,0.075,31,0.0331205129623413,0.9439674649796655,7.826860382920131e-05,46.00316312697696,44.09489380930863
mmlu-pro,0.075,32,0.0328522734344005,0.9367374604609128,8.19918277557008e-05,46.302756439222776,44.44826028016268
mmlu-pro,0.075,33,0.033098142594099,0.9403524627202892,8.423343388130888e-05,46.13375508359693,44.24401265250791
mmlu-pro,0.075,34,0.0330825075507164,0.9493899683687302,7.753659156151116e-05,45.99819249887032,44.20063262539539
mmlu-pro,0.075,35,0.0330088064074516,0.9403524627202892,7.663993892492726e-05,46.2150926344329,44.31043831902395
mmlu-pro,0.075,36,0.032995119690895,0.947582467239042,7.590100722154602e-05,46.30456394035247,44.46452779032987
mmlu-pro,0.075,37,0.0329212322831153,0.9335743334839584,8.305404480779544e-05,45.954360596475375,44.13691821057388
mmlu-pro,0.075,38,0.033244103193283,0.945774966109354,8.336710016010329e-05,46.134658834161776,44.26299141436964
mmlu-pro,0.075,39,0.0330519415438175,0.9430637144148216,7.940603245515376e-05,46.24627202892002,44.37867148666968
mmlu-pro,0.075,40,0.033097717911005,0.9362855851784908,7.762617315165699e-05,46.0244012652508,44.19837324898328
mmlu-pro,0.075,41,0.0330057293176651,0.9408043380027112,8.29223426990211e-05,46.18662449164031,44.29868956168098
mmlu-pro,0.075,42,0.0329120159149169,0.94713059195662,8.000736124813557e-05,46.362403976502485,44.46452779032987
