dataset,prop_budget,seed,mean_width,coverage,sq_err,n_resampled,n_resampled_unique
mmlu-pro,0.05,62,0.04166107252240181,0.9421599638499775,0.00012861817958764732,0.0,0.0
mmlu-pro,0.05,63,0.04176134616136551,0.9521012200632626,0.00012719536607619375,0.0,0.0
mmlu-pro,0.05,64,0.041638635098934174,0.9376412110257569,0.00013244154979474843,0.0,0.0
mmlu-pro,0.05,65,0.04208524525165558,0.938093086308179,0.00013178853259887546,0.0,0.0
mmlu-pro,0.05,66,0.0418490394949913,0.9317668323542703,0.0001397792511852458,0.0,0.0
mmlu-pro,0.05,67,0.041765954345464706,0.947582467239042,0.00012560182949528098,0.0,0.0
mmlu-pro,0.05,68,0.041725125163793564,0.9385449615906011,0.00012962995970156044,0.0,0.0
mmlu-pro,0.05,69,0.04164492338895798,0.9430637144148215,0.00013403454795479774,0.0,0.0
mmlu-pro,0.05,70,0.04191805422306061,0.9371893357433349,0.00013320977450348437,0.0,0.0
mmlu-pro,0.05,71,0.0415802076458931,0.9421599638499775,0.00012000615242868662,0.0,0.0
mmlu-pro,0.05,72,0.041631586849689484,0.9371893357433349,0.00012778813834302127,0.0,0.0
mmlu-pro,0.05,73,0.04190743714570999,0.9353818346136467,0.00013764953473582864,0.0,0.0
mmlu-pro,0.05,74,0.04152216389775276,0.9399005874378672,0.00013179713278077543,0.0,0.0
mmlu-pro,0.05,75,0.04185888543725014,0.9462268413917759,0.0001267709885723889,0.0,0.0
mmlu-pro,0.05,76,0.041938576847314835,0.9394487121554451,0.00013271909847389907,0.0,0.0
mmlu-pro,0.05,77,0.0419146791100502,0.9444193402620877,0.00013111418229527771,0.0,0.0
mmlu-pro,0.05,78,0.041775066405534744,0.9353818346136467,0.0001331939420197159,0.0,0.0
mmlu-pro,0.05,79,0.04180486500263214,0.9335743334839585,0.00013595688506029546,0.0,0.0
mmlu-pro,0.05,80,0.04180639982223511,0.9412562132851333,0.00012445681204553694,0.0,0.0
mmlu-pro,0.05,81,0.04173200950026512,0.9376412110257569,0.0001236274401890114,0.0,0.0
mmlu-pro,0.05,82,0.04176931455731392,0.9394487121554451,0.00013009495160076767,0.0,0.0
mmlu-pro,0.05,83,0.041826821863651276,0.9417080885675554,0.000132306624436751,0.0,0.0
mmlu-pro,0.05,84,0.04174909368157387,0.9299593312245821,0.00013862052583135664,0.0,0.0
mmlu-pro,0.05,85,0.04191863536834717,0.938093086308179,0.00013120843505021185,0.0,0.0
mmlu-pro,0.05,86,0.04168803617358208,0.9421599638499775,0.0001206483066198416,0.0,0.0
mmlu-pro,0.05,87,0.0414302833378315,0.9421599638499775,0.00012477477139327675,0.0,0.0
mmlu-pro,0.05,88,0.04151752218604088,0.9340262087663805,0.00013657292583957314,0.0,0.0
mmlu-pro,0.05,89,0.041696641594171524,0.9290555806597379,0.0001364072086289525,0.0,0.0
mmlu-pro,0.05,90,0.041685570031404495,0.9344780840488026,0.00013574610056821257,0.0,0.0
mmlu-pro,0.05,91,0.041961558163166046,0.9376412110257569,0.00013921222125645727,0.0,0.0
mmlu-pro,0.05,92,0.041733622550964355,0.9394487121554451,0.0001274736860068515,0.0,0.0
mmlu-pro,0.05,93,0.041290245950222015,0.9240849525530954,0.00013319359277375042,0.0,0.0
mmlu-pro,0.05,94,0.04170724004507065,0.9457749661093539,0.00012166267697466537,0.0,0.0
mmlu-pro,0.05,95,0.04170665889978409,0.9326705829191143,0.00013426755322143435,0.0,0.0
mmlu-pro,0.05,96,0.04171265289187431,0.9322187076366923,0.00013080447388347238,0.0,0.0
mmlu-pro,0.05,97,0.04151737317442894,0.9417080885675554,0.00012826378224417567,0.0,0.0
mmlu-pro,0.05,98,0.0418708510696888,0.9371893357433349,0.00012643933587241918,0.0,0.0
mmlu-pro,0.05,99,0.041765954345464706,0.9399005874378672,0.00012607277312781662,0.0,0.0
mmlu-pro,0.075,0,0.03174640238285065,0.9484862178038862,7.035829912638292e-05,0.0,0.0
mmlu-pro,0.075,1,0.03169059380888939,0.9362855851784908,7.867392560001463e-05,0.0,0.0
mmlu-pro,0.075,2,0.03188331797719002,0.946678716674198,7.256407116074115e-05,0.0,0.0
mmlu-pro,0.075,3,0.03161211684346199,0.9421599638499775,7.546509732492268e-05,0.0,0.0
mmlu-pro,0.075,4,0.031673043966293335,0.9412562132851333,7.368587102973834e-05,0.0,0.0
mmlu-pro,0.075,5,0.031723618507385254,0.9507455942159965,7.14623965905048e-05,0.0,0.0
mmlu-pro,0.075,6,0.031479690223932266,0.9511974694984184,7.246020686579868e-05,0.0,0.0
mmlu-pro,0.075,7,0.031643182039260864,0.9521012200632626,6.578028114745393e-05,0.0,0.0
mmlu-pro,0.075,8,0.03179200738668442,0.9317668323542703,7.906667451607063e-05,0.0,0.0
mmlu-pro,0.075,9,0.0317961648106575,0.938996836873023,7.902304059825838e-05,0.0,0.0
mmlu-pro,0.075,10,0.031697772443294525,0.9399005874378672,7.195895159384236e-05,0.0,0.0
mmlu-pro,0.075,11,0.031857505440711975,0.9335743334839585,8.01493224571459e-05,0.0,0.0
mmlu-pro,0.075,12,0.0315253920853138,0.9430637144148215,7.172455661930144e-05,0.0,0.0
mmlu-pro,0.075,13,0.031754475086927414,0.9394487121554451,7.799154263921082e-05,0.0,0.0
mmlu-pro,0.075,14,0.03169882670044899,0.9344780840488026,7.819823076715693e-05,0.0,0.0
mmlu-pro,0.075,15,0.031679198145866394,0.9453230908269318,7.59275644668378e-05,0.0,0.0
mmlu-pro,0.075,16,0.03179764002561569,0.9511974694984184,7.788449875079095e-05,0.0,0.0
mmlu-pro,0.075,17,0.031687770038843155,0.946678716674198,7.28870218154043e-05,0.0,0.0
mmlu-pro,0.075,18,0.03169441223144531,0.9439674649796657,7.299402932403609e-05,0.0,0.0
mmlu-pro,0.075,19,0.031742244958877563,0.9444193402620877,7.531080336775631e-05,0.0,0.0
mmlu-pro,0.075,20,0.03170056268572807,0.9493899683687302,7.198130333563313e-05,0.0,0.0
mmlu-pro,0.075,21,0.031613003462553024,0.9417080885675554,7.452415593434125e-05,0.0,0.0
mmlu-pro,0.075,22,0.03183421120047569,0.938093086308179,7.92921127867885e-05,0.0,0.0
mmlu-pro,0.075,23,0.031705938279628754,0.9412562132851333,7.409622048726305e-05,0.0,0.0
mmlu-pro,0.075,24,0.03153262659907341,0.9480343425214641,7.032852590782568e-05,0.0,0.0
mmlu-pro,0.075,25,0.03175049275159836,0.9362855851784908,7.401777111226693e-05,0.0,0.0
mmlu-pro,0.075,26,0.03181696683168411,0.9448712155445097,7.5088108133059e-05,0.0,0.0
mmlu-pro,0.075,27,0.03156938776373863,0.9435155896972436,7.36105430405587e-05,0.0,0.0
mmlu-pro,0.075,28,0.03177494928240776,0.9408043380027112,7.682926661800593e-05,0.0,0.0
mmlu-pro,0.075,29,0.031685490161180496,0.9426118391323995,7.263000588864088e-05,0.0,0.0
mmlu-pro,0.075,30,0.03170934319496155,0.9448712155445097,7.519556675106287e-05,0.0,0.0
mmlu-pro,0.075,31,0.03175906091928482,0.9444193402620877,7.296208787010983e-05,0.0,0.0
mmlu-pro,0.075,32,0.03154972568154335,0.9344780840488026,7.663389988010749e-05,0.0,0.0
mmlu-pro,0.075,33,0.031798355281353,0.9421599638499775,7.880750490585342e-05,0.0,0.0
mmlu-pro,0.075,34,0.03177734464406967,0.9502937189335744,7.103773532435298e-05,0.0,0.0
mmlu-pro,0.075,35,0.03163286671042442,0.9457749661093539,7.017745519988239e-05,0.0,0.0
mmlu-pro,0.075,36,0.031697291880846024,0.9453230908269318,7.056626782286912e-05,0.0,0.0
mmlu-pro,0.075,37,0.031648486852645874,0.9353818346136467,7.698844274273142e-05,0.0,0.0
mmlu-pro,0.075,38,0.031900279223918915,0.9480343425214641,7.731200457783416e-05,0.0,0.0
mmlu-pro,0.075,39,0.03175246715545654,0.9408043380027112,7.400837785098702e-05,0.0,0.0
mmlu-pro,0.075,40,0.0317581370472908,0.9394487121554451,7.319349242607132e-05,0.0,0.0
mmlu-pro,0.075,41,0.031677860766649246,0.9371893357433349,7.777089922456071e-05,0.0,0.0
mmlu-pro,0.075,42,0.03156178817152977,0.9435155896972436,7.521972293034196e-05,0.0,0.0
mmlu-pro,0.075,43,0.03170613944530487,0.9462268413917759,7.388587982859462e-05,0.0,0.0
mmlu-pro,0.075,44,0.031721021980047226,0.938996836873023,7.716032268945128e-05,0.0,0.0
mmlu-pro,0.075,45,0.031593549996614456,0.9448712155445097,7.211900810943916e-05,0.0,0.0
mmlu-pro,0.075,46,0.03150853514671326,0.9426118391323995,7.165238639572635e-05,0.0,0.0
mmlu-pro,0.075,47,0.03192795068025589,0.9421599638499775,7.294421084225178e-05,0.0,0.0
mmlu-pro,0.075,48,0.0316791757941246,0.938996836873023,7.284652383532375e-05,0.0,0.0
mmlu-pro,0.075,49,0.03163665905594826,0.9430637144148215,7.439701585099101e-05,0.0,0.0
mmlu-pro,0.075,50,0.03187297657132149,0.9498418436511523,7.079529314069077e-05,0.0,0.0
mmlu-pro,0.075,51,0.03170037269592285,0.9408043380027112,7.402444316539913e-05,0.0,0.0
mmlu-pro,0.075,52,0.0317160040140152,0.9340262087663805,7.660370465600863e-05,0.0,0.0
mmlu-pro,0.075,53,0.03198430314660072,0.9417080885675554,7.446845847880468e-05,0.0,0.0
mmlu-pro,0.075,54,0.03157419711351395,0.9457749661093539,7.546716369688511e-05,0.0,0.0
mmlu-pro,0.075,55,0.0318373367190361,0.9331224582015364,7.805518544046208e-05,0.0,0.0
mmlu-pro,0.075,56,0.03174763172864914,0.9444193402620877,7.25190038792789e-05,0.0,0.0
mmlu-pro,0.075,57,0.031570710241794586,0.9290555806597379,7.772531535010785e-05,0.0,0.0
mmlu-pro,0.075,58,0.03155079856514931,0.9435155896972436,7.153052865760401e-05,0.0,0.0
mmlu-pro,0.075,59,0.031760137528181076,0.9525530953456847,7.180335524026304e-05,0.0,0.0
mmlu-pro,0.075,60,0.03162191063165665,0.947582467239042,7.34565983293578e-05,0.0,0.0
mmlu-pro,0.075,61,0.03180931508541107,0.9353818346136467,7.552952592959628e-05,0.0,0.0
mmlu-pro,0.075,62,0.03159743919968605,0.9435155896972436,7.339812145801261e-05,0.0,0.0
mmlu-pro,0.075,63,0.03168792650103569,0.9511974694984184,7.253051444422454e-05,0.0,0.0
mmlu-pro,0.075,64,0.03161187097430229,0.9417080885675554,7.552862371085212e-05,0.0,0.0
mmlu-pro,0.075,65,0.03183485195040703,0.9430637144148215,7.389767415588722e-05,0.0,0.0
mmlu-pro,0.075,66,0.03177018463611603,0.9349299593312246,7.792719407007098e-05,0.0,0.0
mmlu-pro,0.075,67,0.03173903748393059,0.946678716674198,7.099033973645419e-05,0.0,0.0
mmlu-pro,0.075,68,0.03169717639684677,0.9421599638499775,7.260799611685798e-05,0.0,0.0
mmlu-pro,0.075,69,0.03161214292049408,0.9349299593312246,7.686327444389462e-05,0.0,0.0
mmlu-pro,0.075,70,0.03178258612751961,0.947582467239042,7.598353113280609e-05,0.0,0.0
mmlu-pro,0.075,71,0.031526368111371994,0.9525530953456847,7.052883302094415e-05,0.0,0.0
mmlu-pro,0.075,72,0.031610652804374695,0.9412562132851333,7.28318264009431e-05,0.0,0.0
mmlu-pro,0.075,73,0.03183157742023468,0.938996836873023,7.812395051587373e-05,0.0,0.0
mmlu-pro,0.075,74,0.031523361802101135,0.9353818346136467,7.497768820030615e-05,0.0,0.0
mmlu-pro,0.075,75,0.03177760913968086,0.9439674649796657,7.54102657083422e-05,0.0,0.0
