dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,ess_multiplier,ess_multiplier_serr,coverage,coverage_serr,mean_width,mean_width_serr
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.25,49.5,1.4180953709220916,0.00010018736848194318,0.9495162748643762,0.0004827767721591409,0.037078504264354654,6.13286295825559e-07
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.025,49.5,2.149396833220745,0.0005097798907722282,0.9475497287522603,0.0004666837581980229,0.10854175642132756,6.189220990337313e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.05,49.5,2.1413323312773427,0.0003034178686437799,0.9488698010849909,0.0004664412841463248,0.07594710499048228,3.5372020171674307e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.075,49.5,2.1157254023284304,0.0003101851355227018,0.948634719710669,0.0004879964034879674,0.061527431979775386,2.592860363470189e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.1,49.5,2.0801307353739866,0.00026707546861755185,0.9495343580470162,0.0004316944430913194,0.05302157081663604,2.159750142691833e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.125,49.5,2.037137679181981,0.00023649041067333844,0.9494936708860758,0.00045775566132786477,0.04726001773029562,1.716274305680443e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.15,49.5,1.9929052164118282,0.00021843434582388997,0.9491772151898733,0.000476411522487263,0.042979284375905945,1.391366423765806e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.175,49.5,1.9443708586925743,0.00020138151024037603,0.9495569620253164,0.0004661171986766466,0.039693856351077514,1.1993713373629308e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.2,49.5,1.8934950601852778,0.00018888558378240698,0.9492992766726944,0.00046078056163254054,0.03705466505140061,1.118394833291404e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.225,49.5,1.8409937734476274,0.00016800158776740965,0.9491365280289331,0.0004522847818148627,0.034865962825715496,1.0056973815580483e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.25,49.5,1.7873016522798475,0.00015663143522012184,0.9495705244122965,0.00047568276485986436,0.03302752558141942,9.238537207593025e-07
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.025,49.5,3.495615912085857,0.0013037718892461967,0.9459990958408678,0.00044852084428745104,0.08511274419724937,1.2692940572453063e-05
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.05,49.5,3.588291851027299,0.0009870594203306366,0.9475406871609402,0.0004217902081622568,0.058669216632842976,7.562190174101674e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.075,49.5,3.5840415589680163,0.0008457249964308816,0.9476943942133815,0.00046448982398670385,0.04727292422205205,4.760081155453424e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.1,49.5,3.54200192152669,0.0007665428922769548,0.9480108499095841,0.0004595524617835104,0.040632540918886614,3.735905525214427e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.125,49.5,3.480724393032358,0.0006674933974823949,0.9486211573236889,0.00046127312377876247,0.03615510456264014,2.9925404076022043e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.15,49.5,3.4083375244229797,0.000608949509100928,0.9487658227848101,0.0005253693956729122,0.03286484062671657,2.606566090816139e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.175,49.5,3.3286375635257355,0.0005401534054316602,0.9490687160940325,0.0004779274763423155,0.03033750383183355,2.1262677101956378e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.2,49.5,3.2434377657959192,0.0004972665470300716,0.9490280289330921,0.0005039217181195274,0.02831212187185879,1.906174279486454e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.225,49.5,3.154789570596202,0.00045898417457548846,0.9499819168173599,0.0004919459657952615,0.026634394843131255,1.7150668409635827e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.25,49.5,3.0634998272547658,0.00042434710906746436,0.9497784810126582,0.00046509365493899765,0.025227035768330044,1.5398785787008205e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.025,49.5,3.728193411169014,0.0014104078129112798,0.9450452079566003,0.00044653475790268853,0.08241520971059796,1.3476422202441852e-05
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.05,49.5,3.9268492069142127,0.001143900573423944,0.9478571428571427,0.0004886913807777561,0.05608312312513585,7.574782290616742e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.075,49.5,3.9808740291695814,0.000958590479617109,0.9475994575045208,0.0004488760314844435,0.044854891113936854,4.6519834085907645e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.1,49.5,3.9729826635879193,0.0008797084654991194,0.9484810126582278,0.00046397487083445297,0.03836543004959817,3.5709890597294576e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.125,49.5,3.932560020902201,0.0007395449639772858,0.9485171790235082,0.0004275439572346067,0.034014707617461636,2.7854373823153333e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.15,49.5,3.8717155101891665,0.0007024544173877233,0.9485940325497287,0.000494155654650631,0.03083550926297899,2.492177786273977e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.175,49.5,3.797893000887939,0.0006545242769420046,0.9485443037974683,0.0004530548232616236,0.02840153396129603,2.206063152592679e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.2,49.5,3.7141409251168147,0.0006117766360513847,0.9490461121157324,0.0004393562283870354,0.0264573335461318,1.9456775246917875e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.225,49.5,3.6235809967622656,0.0005389187005190977,0.9490415913200723,0.00044993188136886075,0.02485186966136093,1.703005489029715e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.25,49.5,3.527754808001449,0.0005158457246446783,0.9494349005424955,0.00040757499736196045,0.02350855827331538,1.5652845353537694e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.025,49.5,3.937291799690146,0.001818423350470591,0.9449819168173599,0.0005199758743016482,0.08019712373614307,1.574922800381065e-05
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.05,49.5,4.266683078000337,0.0014105107204593892,0.9466139240506328,0.00047951764319057973,0.05380337134003635,8.28507866608567e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.075,49.5,4.404939493810217,0.0011759055628114,0.9469755877034358,0.0004980257034514466,0.04264118324965234,4.911127349826197e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.1,49.5,4.453369124079165,0.001084190674415356,0.9477305605786619,0.00043413240450990354,0.03623716503381725,3.7576599752060685e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.125,49.5,4.451724581305934,0.0009486637672934392,0.9480289330922242,0.0004889321094293872,0.0319698373228311,2.9608843434883805e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.15,49.5,4.4173636545385735,0.0008716402560322316,0.9477396021699819,0.0004898213552852019,0.028868310395628163,2.599526310197972e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.175,49.5,4.361283924841101,0.0008498180914856916,0.9485940325497287,0.00047767147794603343,0.02650367606431241,2.402088369104337e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.2,49.5,4.288579275108813,0.0007763865474876532,0.9491139240506328,0.00047520274956990407,0.0246217342279851,2.0877612214422384e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.225,49.5,4.203314753848052,0.0007317630728722214,0.9492269439421338,0.0004624049184308765,0.023074496500194025,1.9170082484250914e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.25,49.5,4.108690413127877,0.0006597210924021328,0.94875226039783,0.00045917136487274874,0.021783294398337552,1.6713330346136112e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.025,49.5,3.04625480329566,0.0017009678730354623,0.9450994575045207,0.0005080809089418828,0.09117508418858047,2.3793754471788224e-05
bbh+gpqa+ifeval+math+musr,,1.0,0.05,49.5,3.5968281799565203,0.0017446108810995533,0.9467902350813744,0.0005168698487944185,0.058599893152713724,1.351563430843649e-05
bbh+gpqa+ifeval+math+musr,,1.0,0.075,49.5,3.918979268409346,0.0015595088588025493,0.9466817359855334,0.00040997108536568844,0.04520787730813022,8.314075108536226e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.1,49.5,4.10435377178864,0.001458781941755184,0.9474367088607595,0.0005018066726900485,0.03774654664099211,6.138256254002104e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.125,49.5,4.207103902425118,0.001264924599205255,0.947879746835443,0.0005343399354016291,0.03288619820028539,4.591832830554255e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.15,49.5,4.253875309438558,0.0011525402188579102,0.9486528028933092,0.0004967342580080875,0.02941786276176567,3.785321983629108e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.175,49.5,4.261012135126856,0.0010420976388633102,0.9482730560578662,0.0004691632120679234,0.026813731174915985,3.076657932592435e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.2,49.5,4.238998242310072,0.0009543062174738298,0.9490958408679927,0.0004351402962693231,0.024765324350446413,2.617347325808671e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.225,49.5,4.195052517712643,0.0008912801870698064,0.9491048824593128,0.0004804674984858207,0.02309722015634175,2.3079244017933567e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.25,49.5,4.133705095122152,0.0008090746525804491,0.9494981916817359,0.0004461173222441141,0.021717294417321634,2.0182151111051493e-06
mmlu-pro,0.0,1e-05,0.025,49.5,1.565244117562813,0.00035448646378595755,0.9477225485765929,0.0004690178367050692,0.10127312026917928,5.86813998697491e-06
mmlu-pro,0.0,1e-05,0.05,49.5,1.5235063538232607,0.0002611568702196567,0.9492363307727067,0.000527567971895099,0.07162529774010178,3.2274831348752354e-06
mmlu-pro,0.0,1e-05,0.075,49.5,1.4829841629746128,0.0002085428342606808,0.9497379123361952,0.0005190799501584041,0.05848810017108913,2.0230483458407923e-06
mmlu-pro,0.0,1e-05,0.1,49.5,1.44282742044333,0.00017485510735298617,0.9501310438319024,0.0004679535169022804,0.05065179493278261,1.641207302391928e-06
mmlu-pro,0.0,1e-05,0.125,49.5,1.402510785558668,0.00015591046031837306,0.9496791685494804,0.0004881875677043167,0.04530579864978786,1.3855674701149325e-06
mmlu-pro,0.0,1e-05,0.15,49.5,1.3625019721726253,0.00014203860677601616,0.9499593312245821,0.0004639741916273244,0.04136988122016187,1.1794057038528693e-06
mmlu-pro,0.0,1e-05,0.175,49.5,1.322321179912119,0.00012820307242932167,0.9492092182557614,0.0004410185277776761,0.03830001782625909,1.0339984365608036e-06
mmlu-pro,0.0,1e-05,0.2,49.5,1.2822107165087082,0.0001161441173309154,0.9491323994577497,0.0004679418366948391,0.03582564815878864,9.189140185403225e-07
mmlu-pro,0.0,1e-05,0.225,49.5,1.242101693619665,9.515376158840047e-05,0.9501807501129689,0.0004103670048448656,0.03377637572586532,8.093003457778653e-07
mmlu-pro,0.0,1e-05,0.25,49.5,1.202003638233242,8.99242599117824e-05,0.9493402620876639,0.0004508651935718985,0.03204262409359212,7.437226880824558e-07
mmlu-pro,0.0,0.0001,0.025,49.5,1.565346185207935,0.0003547525083813434,0.9475915047446906,0.0004677092737597744,0.10126981869339938,5.873524470170567e-06
mmlu-pro,0.0,0.0001,0.05,49.5,1.5236170018838708,0.0002610792452415455,0.9492498870311795,0.0005417820958838884,0.071622696891427,3.2321724471252756e-06
mmlu-pro,0.0,0.0001,0.075,49.5,1.483099210466186,0.00020902038222588674,0.9497198373248983,0.0005112326724158685,0.05848583176732059,2.035458963885426e-06
mmlu-pro,0.0,0.0001,0.1,49.5,1.4428898195743098,0.0001752265357152513,0.9501897876186173,0.00047156852678402505,0.050650699771940665,1.6463192014962322e-06
mmlu-pro,0.0,0.0001,0.125,49.5,1.4025759915407472,0.00015631275548257028,0.9497153185720741,0.00048673034117977936,0.04530474558472629,1.3900772858533617e-06
mmlu-pro,0.0,0.0001,0.15,49.5,1.362557377319244,0.0001421210316164022,0.9500451875282423,0.0004731195435744097,0.04136904012411828,1.1808854873350439e-06
mmlu-pro,0.0,0.0001,0.175,49.5,1.322364915927599,0.00012817107414987385,0.9491956619972888,0.0004460988610416238,0.038299384452402545,1.0360482065807271e-06
mmlu-pro,0.0,0.0001,0.2,49.5,1.2822567089340038,0.00011616370632865131,0.9491730682331676,0.00045923163505987225,0.03582500565797086,9.213916892432548e-07
mmlu-pro,0.0,0.0001,0.225,49.5,1.242147868596832,9.521451407514629e-05,0.9501536375960236,0.00041483201022641836,0.033775747939944215,8.122217819462008e-07
mmlu-pro,0.0,0.0001,0.25,49.5,1.2020496361331774,8.998872813276336e-05,0.9494170808856756,0.0004440861031199441,0.0320420110225677,7.454122538451387e-07
mmlu-pro,0.0,0.001,0.025,49.5,1.6489238760407192,0.0003741991062924919,0.9474740171712608,0.0004774048690420783,0.09866995684802529,6.0288023463973605e-06
mmlu-pro,0.0,0.001,0.05,49.5,1.6260117120316098,0.0002869586084918603,0.9492995933122458,0.0004910722486849387,0.06933088935911651,3.5207471438122335e-06
mmlu-pro,0.0,0.001,0.075,49.5,1.5964653849805455,0.00023284168878032668,0.9497379123361952,0.0005086035251834919,0.05637103930115695,2.22503707228515e-06
mmlu-pro,0.0,0.001,0.1,49.5,1.5627372047944272,0.00019441005731711314,0.9498825124265703,0.0004798600537011881,0.048669745214283425,1.7899730625446864e-06
mmlu-pro,0.0,0.001,0.125,49.5,1.5259684467787602,0.00017596280741061387,0.949344780840488,0.0004925191414658549,0.04343443088233467,1.5325849845543556e-06
mmlu-pro,0.0,0.001,0.15,49.5,1.4875658836256564,0.00016205554685964283,0.9497695436059648,0.0004713438795523468,0.03959266688674683,1.3155600104838902e-06
mmlu-pro,0.0,0.001,0.175,49.5,1.4476002608219565,0.00014477614043020568,0.9494080433800272,0.0004458983872703187,0.03660522989928718,1.1475965592694686e-06
mmlu-pro,0.0,0.001,0.2,49.5,1.4067853125014365,0.00013219861581934797,0.9492318120198826,0.0004384564048800917,0.0342026579752564,1.0445200891899148e-06
mmlu-pro,0.0,0.001,0.225,49.5,1.365202328619809,0.00011088434988169797,0.9498825124265703,0.0004635505765180027,0.03221759568899865,9.262054945957528e-07
mmlu-pro,0.0,0.001,0.25,49.5,1.3230902908724391,0.00010371832681197921,0.9499774062358789,0.0004736042833811592,0.030541209727525668,8.39807006692075e-07
mmlu-pro,0.0,0.01,0.025,49.5,2.019172446905623,0.0004987258855477423,0.9477586985991867,0.00047122024509712825,0.08916587747633452,6.935137450704722e-06
mmlu-pro,0.0,0.01,0.05,49.5,2.0314299359413037,0.0003876959233206653,0.9491188431992771,0.0005136132997222563,0.062027999050915196,3.9760835171762635e-06
mmlu-pro,0.0,0.01,0.075,49.5,2.01912480470693,0.0003075924293014964,0.9495842747401717,0.0004958062206700202,0.05012498490512367,2.5225896796797458e-06
mmlu-pro,0.0,0.01,0.1,49.5,1.9935544223088693,0.00026897322013666567,0.9497785811116133,0.00047770287757290745,0.04309114594012495,1.9226808217235152e-06
mmlu-pro,0.0,0.01,0.125,49.5,1.9594800289126908,0.00024783554011415025,0.9492589245368279,0.00048089909500168915,0.038329797834157894,1.5454412634300856e-06
mmlu-pro,0.0,0.01,0.15,49.5,1.9200979409780863,0.00022383031285977173,0.9496565747853594,0.00046885949750970907,0.03484907049685712,1.3940350225125884e-06
mmlu-pro,0.0,0.01,0.175,49.5,1.876520858545377,0.00020672168528442975,0.9495255309534569,0.00040557047801886603,0.032150727212428995,1.2362496888587076e-06
mmlu-pro,0.0,0.01,0.2,49.5,1.8302049440251702,0.00018800382297656015,0.9492634432896522,0.00040263978181301026,0.029986372888088184,1.1331726945790532e-06
mmlu-pro,0.0,0.01,0.225,49.5,1.7815631498494795,0.00016154436651795215,0.9498011748757343,0.00045474606944886475,0.028202723711729,9.88959108370541e-07
mmlu-pro,0.0,0.01,0.25,49.5,1.7312057484230927,0.00015195542365352072,0.9497469498418437,0.0004659116627832335,0.026699717063456724,9.077281889045005e-07
mmlu-pro,50.0,0.1,0.025,49.5,4.029539536482039,0.0016001654143279098,0.9449073655671034,0.0004525904139604426,0.06311887569725509,1.1078965416022996e-05
mmlu-pro,50.0,0.1,0.05,49.5,4.169355527472819,0.0012262652115589807,0.9469950293718934,0.000487510270719671,0.043296721577644304,5.379795267568255e-06
mmlu-pro,50.0,0.1,0.075,49.5,4.180257715577876,0.0010620534263788282,0.9484997740623587,0.0004440691505342438,0.03483653459697957,3.7441520341259986e-06
mmlu-pro,50.0,0.1,0.1,49.5,4.142313578322897,0.000930907060960744,0.9495436059647537,0.000471846835903399,0.02989379964768882,2.9530805705903745e-06
mmlu-pro,50.0,0.1,0.125,49.5,4.078215793595714,0.0008934567105993333,0.9489787618617262,0.0005279929611310915,0.02656882569193835,2.577439036094145e-06
mmlu-pro,50.0,0.1,0.15,49.5,3.9994152543132224,0.0007678541914768869,0.9497785811116133,0.0004440489459224347,0.02414654554799194,2.031134072685035e-06
mmlu-pro,50.0,0.1,0.175,49.5,3.9102371520109296,0.0006802700690798165,0.9496882060551287,0.00040433382760309835,0.02227235982194538,1.6727716398768096e-06
mmlu-pro,50.0,0.1,0.2,49.5,3.8139868371185064,0.0005769034340024129,0.9497559873474921,0.00047539493304929605,0.020772290974855376,1.353447887928505e-06
mmlu-pro,50.0,0.1,0.225,49.5,3.712597518939615,0.0005244483511995916,0.9497514685946679,0.0004817434855133262,0.019536776691675133,1.2247038451157163e-06
mmlu-pro,50.0,0.1,0.25,49.5,3.6072730112512295,0.00048532463247348887,0.9496339810212382,0.0004716807009590751,0.018496589548885774,1.1055046090116208e-06
mmlu-pro,200.0,0.1,0.025,49.5,4.308793547241356,0.0016436342983633153,0.9437867148666969,0.0005097031467019655,0.06103922359645362,1.0789388904795484e-05
mmlu-pro,200.0,0.1,0.05,49.5,4.535074854711097,0.0013331306080576063,0.9464030727519205,0.0004016044661998708,0.04151425808668131,5.425347731028473e-06
mmlu-pro,200.0,0.1,0.075,49.5,4.595010964408101,0.0010643618288135215,0.9479846362403976,0.0004337990824785462,0.03322714857757087,3.509314295166679e-06
mmlu-pro,200.0,0.1,0.1,49.5,4.585099974846658,0.0009443374111979522,0.9487031179394488,0.00047342918073834403,0.028413719404488752,2.6233264124391036e-06
mmlu-pro,200.0,0.1,0.125,49.5,4.537449653454098,0.0009234628918245328,0.9481066425666517,0.0005004628611394474,0.02518844965845341,2.1713667668817384e-06
mmlu-pro,200.0,0.1,0.15,49.5,4.467679182253402,0.0008193490683632926,0.9489426118391324,0.00042769883902939073,0.02284610666334624,1.6995358799209038e-06
mmlu-pro,200.0,0.1,0.175,49.5,4.382171215226823,0.0007436736968625572,0.949037505648441,0.0004210934571069758,0.02103890236467118,1.4573643835559519e-06
mmlu-pro,200.0,0.1,0.2,49.5,4.286120137837232,0.000657311475267969,0.9487302304563942,0.00046538567309401864,0.019594844561070156,1.2303200853248456e-06
mmlu-pro,200.0,0.1,0.225,49.5,4.181910247428301,0.000628922747114891,0.9491233619521013,0.0004121584111437108,0.018407911732792805,1.1603000769526685e-06
mmlu-pro,200.0,0.1,0.25,49.5,4.071183684518397,0.0006009350700430912,0.9491911432444645,0.00042740095162860066,0.017410885691642716,1.0917531880715253e-06
mmlu-pro,800.0,0.1,0.025,49.5,4.612666035952812,0.0019024427963365137,0.9425169453230908,0.0005143073532205755,0.05899447031319137,1.1920510826409138e-05
mmlu-pro,800.0,0.1,0.05,49.5,4.9673036392682235,0.0016501451274279783,0.9462178038861275,0.00047510350819955145,0.03966701727360482,6.030563541742125e-06
mmlu-pro,800.0,0.1,0.075,49.5,5.103262345738215,0.001366272971138938,0.9479484862178039,0.0004743525314425641,0.031529180929064704,3.921804203348217e-06
mmlu-pro,800.0,0.1,0.1,49.5,5.144213579977353,0.0012483396719581523,0.9486262991414369,0.0005291479845496769,0.026825218982994514,3.092331437213359e-06
mmlu-pro,800.0,0.1,0.125,49.5,5.131430562180287,0.0011500548078644246,0.9482060551287844,0.0005113103295083346,0.023685811776667783,2.394522626437742e-06
mmlu-pro,800.0,0.1,0.15,49.5,5.084038859945115,0.001036460259980838,0.9484139177586987,0.0004702047777138149,0.02141651954501863,1.8958319042528233e-06
mmlu-pro,800.0,0.1,0.175,49.5,5.012774249562924,0.0009614154957627349,0.9483687302304564,0.00042644921555298374,0.019671107120811892,1.614234259726994e-06
mmlu-pro,800.0,0.1,0.2,49.5,4.9248185128074375,0.0008433464511512226,0.9481066425666517,0.0004873079985140915,0.018280116934329228,1.333229965628634e-06
mmlu-pro,800.0,0.1,0.225,49.5,4.823310769059333,0.0007974516471616138,0.9493086308178943,0.00044471544532896184,0.017140335980802727,1.228842461609971e-06
mmlu-pro,800.0,0.1,0.25,49.5,4.711442410134115,0.0007306986377223708,0.949078174423859,0.0004755250725822114,0.0161846873350441,1.1283571045312162e-06
mmlu-pro,,1.0,0.025,49.5,3.574571529491024,0.002329082603641389,0.9405241753276097,0.000465490253946309,0.06701612196862693,2.1032752715018036e-05
mmlu-pro,,1.0,0.05,49.5,4.269551064682941,0.003118955497594928,0.9400180750112969,0.0005445512383825109,0.04278641186654563,1.6052306860615275e-05
mmlu-pro,,1.0,0.075,49.5,4.661022723338252,0.0028456057703347337,0.9427880704925441,0.0005008820239149181,0.03299141921102996,1.0239696652972947e-05
mmlu-pro,,1.0,0.1,49.5,4.885462407150709,0.002639305036041149,0.9444600090375057,0.0005228505687186314,0.027526678089052393,7.629285765420563e-06
mmlu-pro,,1.0,0.125,49.5,5.005830762983849,0.0025617328285662856,0.9453004970628107,0.0005362597593318969,0.023981311079114626,6.21783298878635e-06
mmlu-pro,,1.0,0.15,49.5,5.059590471409467,0.0022701437062633855,0.9465431540894713,0.00049356496406758,0.02146833095699544,4.834643797810239e-06
mmlu-pro,,1.0,0.175,49.5,5.065681439014359,0.002064029959606071,0.9469543605964753,0.00043217949749882814,0.01956820884719486,3.981333757581688e-06
mmlu-pro,,1.0,0.2,49.5,5.037510859102576,0.0018977761788862297,0.9472028920018076,0.0004507199259029284,0.01807456921786065,3.4231326103529762e-06
