dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,ess_multiplier,ess_multiplier_serr,coverage,coverage_serr,mean_width,mean_width_serr
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.1,49.5,2.1747542560440243,0.00018869538328072688,0.9493942133815552,0.0004755718681464809,0.05185524988919491,2.5641604961880843e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.125,49.5,2.174781911700302,0.00016788779267748043,0.9489104882459313,0.0004790610781683459,0.045739998705685084,2.026063856586678e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.15,49.5,2.1747707296077086,0.00014774652167960964,0.949633815551537,0.00048187966738817543,0.04114297531545158,1.6551164485774473e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.175,49.5,2.174931186057971,0.00013934856521372608,0.950131103074141,0.0004955073606005884,0.037530990354716735,1.4085783098304787e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.2,49.5,2.174870534753433,0.00013777434046944903,0.9494032549728751,0.00045769251925637677,0.03457468386739487,1.1995593941477056e-06
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.225,49.5,2.1748991086964695,0.0001296981434018713,0.9496202531645569,0.00042980929033912304,0.03207806892693038,9.89748537598138e-07
bbh+gpqa+ifeval+math+musr,0.0,0.01,0.25,49.5,2.1748364337583608,0.00012422425015983372,0.949009945750452,0.0004534153371189417,0.029940677266567895,8.709539227052359e-07
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.025,49.5,2.262330060278587,0.0004499303236364962,0.9497920433996383,0.0004296891968541171,0.10579792693257328,1.124331753127386e-05
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.05,49.5,2.2624803600617303,0.00029578711418715674,0.9491817359855333,0.0005208325313120047,0.07388578467071052,5.441709644994647e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.075,49.5,2.262166215411144,0.00023599997931405604,0.9494032549728751,0.0005235045173760471,0.05950262378901238,3.7535909602784483e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.1,49.5,2.2621809409907336,0.0001918612179942028,0.9490596745027124,0.0004933857428631846,0.05084334939718242,2.507966731065697e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.125,49.5,2.2622129679456626,0.0001629660308811517,0.9490913200723327,0.000490322426221806,0.04484739772975441,1.89445528865008e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.15,49.5,2.2622255040333394,0.0001464578149047672,0.9494303797468353,0.000514609065740016,0.04033986881375309,1.5874094582185079e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.175,49.5,2.262378549173401,0.00013416836634647463,0.9503526220614827,0.0004913942491071942,0.03679850183427329,1.2954218297992215e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.2,49.5,2.2623142711037345,0.00013181906502473953,0.9494213381555153,0.00047528788940077885,0.03389990217983718,1.0974238427218764e-06
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.225,49.5,2.262366817242328,0.00012545930165506358,0.949272151898734,0.0004288945331641838,0.03145185425877567,8.961324570535002e-07
bbh+gpqa+ifeval+math+musr,50.0,0.1,0.25,49.5,2.262321716593446,0.00012206849792510998,0.948634719710669,0.0004557987189056898,0.029356057569384527,7.747545531448563e-07
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.025,49.5,2.2609920066266307,0.00044081175142377535,0.9497603978300181,0.00043649763689031993,0.10582922309637066,1.1176386684559075e-05
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.05,49.5,2.2611294497023,0.00028936174533678515,0.9490867992766726,0.0005257906583740188,0.07390785112977023,5.38209461213423e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.075,49.5,2.260827551547269,0.00022987812860394806,0.9494575045207957,0.0004606741438567416,0.05952023636549707,3.7334741137881505e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.1,49.5,2.2608662923215332,0.00018599702941506292,0.9491681735985533,0.0004880615467757132,0.05085812877863641,2.4814431498076593e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.125,49.5,2.2609064568343715,0.000158008631866921,0.9492857142857143,0.00047840928865976764,0.044860353507101484,1.89357925594002e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.15,49.5,2.260913498722817,0.00014144854304730484,0.9494891500904159,0.0004993735483335828,0.04035157140344377,1.5817133571468574e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.175,49.5,2.261059518443212,0.00013141701732146224,0.9504430379746834,0.0004928373134988266,0.036809233687818,1.2966359766272091e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.2,49.5,2.260993272245025,0.00013020601555568207,0.9492857142857143,0.00046279249718970066,0.033909803815185977,1.1092059598029407e-06
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.225,49.5,2.2610447478550566,0.00012381109576814893,0.949000904159132,0.0004093096443407118,0.03146104808896775,9.069864259472766e-07
bbh+gpqa+ifeval+math+musr,200.0,0.1,0.25,49.5,2.261006402346707,0.00011937359519376984,0.9485804701627487,0.0004404039640248982,0.02936459504067893,7.863044065048716e-07
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.025,49.5,2.2649287937636946,0.000449934305499294,0.9495840867992765,0.0004476964348672769,0.1057372128218412,1.1117258919156696e-05
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.05,49.5,2.2650670242489,0.0002964961463682839,0.9491003616636527,0.000520555001129131,0.07384358428418632,5.39444449163162e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.075,49.5,2.2647423246202223,0.00023714658068897188,0.9493851717902351,0.0004750115637559905,0.059468772560358006,3.7411228617805056e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.1,49.5,2.264762214120668,0.00019257357922678752,0.9493173598553345,0.0004736612960845753,0.050814366601407486,2.4835841227238862e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.125,49.5,2.264793634388268,0.00016372282628066215,0.9490280289330921,0.0004815916922338975,0.04482183933258052,1.8927956994678733e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.15,49.5,2.2647986196573036,0.000146937760091429,0.9495795660036166,0.0004993983516350029,0.040316946543753104,1.5816055212306808e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.175,49.5,2.2649414284630467,0.0001356245770981758,0.950366184448463,0.00049348677990763,0.03677767645567651,1.2949267932904876e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.2,49.5,2.2648815111306573,0.00013364557280857601,0.9492947558770344,0.000460930400997914,0.03388068407773967,1.10251626645717e-06
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.225,49.5,2.264933649856077,0.00012723988110194574,0.9489783001808318,0.00043123344219321466,0.031434027217328506,9.045397110523657e-07
bbh+gpqa+ifeval+math+musr,800.0,0.1,0.25,49.5,2.2648963608559023,0.0001230928436657972,0.9487748643761301,0.0004423251732609761,0.02933936748653646,7.861974944708937e-07
bbh+gpqa+ifeval+math+musr,,1.0,0.025,49.5,2.2689763381884522,0.0004495598809590746,0.9496925858951175,0.0004406598284133156,0.10564286001026625,1.112736281489169e-05
bbh+gpqa+ifeval+math+musr,,1.0,0.05,49.5,2.269120483220624,0.0002954816070887633,0.9490551537070524,0.0005199836161158542,0.07377759911119934,5.4076577540598155e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.075,49.5,2.2688094297835795,0.0002362332613086168,0.9494846292947559,0.0004691825724678811,0.05941544611006971,3.736321427958427e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.1,49.5,2.2688298328729193,0.00019118163212261834,0.9493399638336346,0.0004772618111726852,0.05076879531145091,2.47817180912695e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.125,49.5,2.2688612701819504,0.00016244587600306676,0.9489963833634719,0.0004866662557631225,0.04478164266794916,1.8856778550031197e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.15,49.5,2.268872414337676,0.00014580871560993197,0.949633815551537,0.0004993007848747282,0.04028073534369464,1.576028057039889e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.175,49.5,2.2690155580986744,0.0001346795875913031,0.9503345388788427,0.0005006190121545884,0.03674464348703618,1.2912569129828282e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.2,49.5,2.2689545617146187,0.00013259081946734677,0.9493716094032549,0.00047729100750943656,0.03385026037693019,1.1009759786017422e-06
bbh+gpqa+ifeval+math+musr,,1.0,0.225,49.5,2.269002290457222,0.00012586231590933132,0.9491003616636527,0.00043243216804225915,0.03140583168715234,9.019897631173604e-07
bbh+gpqa+ifeval+math+musr,,1.0,0.25,49.5,2.2689640974559353,0.0001219952640069018,0.9487025316455696,0.0004415198213184683,0.029313056226819706,7.818384691530787e-07
mmlu-pro,0.0,1e-05,0.025,49.5,1.4341431971561074,0.00010749524964020192,0.9495210122006327,0.0005015568904665464,0.10580069765448567,7.974467671981997e-06
mmlu-pro,0.0,1e-05,0.05,49.5,1.4348172526032348,8.354989670593097e-05,0.9496339810212382,0.00046120088151785425,0.07380571961402889,3.961819717630129e-06
mmlu-pro,0.0,1e-05,0.075,49.5,1.4351404536429966,7.192678507989765e-05,0.9493718933574334,0.0005403421063490176,0.059455002360045854,2.6877705808578605e-06
mmlu-pro,0.0,1e-05,0.1,49.5,1.43529448628572,6.159640438162297e-05,0.949588793492996,0.0005140275571535677,0.05078452531248326,1.980818400550654e-06
mmlu-pro,0.0,1e-05,0.125,49.5,1.435372239873132,5.4080796630943785e-05,0.9488296430185269,0.0005283453937805641,0.044784168340265704,1.5939757390584233e-06
mmlu-pro,0.0,1e-05,0.15,49.5,1.435436874010878,4.8984786730148656e-05,0.9494577496610935,0.0004999538325941448,0.040305164381861644,1.34486549015684e-06
mmlu-pro,0.0,1e-05,0.175,49.5,1.435475758633962,4.47777785601297e-05,0.949200180750113,0.0005130580241294705,0.03675948634743686,1.0838672929234366e-06
mmlu-pro,0.0,1e-05,0.2,49.5,1.4354971867252186,4.214461284667979e-05,0.9496384997740625,0.0005194183777523732,0.03385887365788216,9.01274061006242e-07
mmlu-pro,0.0,1e-05,0.225,49.5,1.435489387359711,3.959570720177802e-05,0.949588793492996,0.00049041323542866,0.03141894333064552,7.17181255208092e-07
mmlu-pro,0.0,1e-05,0.25,49.5,1.4355278616888856,3.774888403869886e-05,0.9494487121554451,0.0005010368297295491,0.029320751633495044,6.476743779923244e-07
mmlu-pro,0.0,0.0001,0.025,49.5,1.3569634301557223,0.00020167960780415961,0.9493673746046092,0.0005104461582829151,0.1087679391354322,8.350845796064304e-06
mmlu-pro,0.0,0.0001,0.05,49.5,1.3572753559755992,0.00014122129724254148,0.95,0.0004745125149976117,0.07588473506271835,4.392373377238371e-06
mmlu-pro,0.0,0.0001,0.075,49.5,1.3573891033909284,0.00011486898591815907,0.9493809308630818,0.0005001025332087701,0.061134093999862624,2.9392088347822953e-06
mmlu-pro,0.0,0.0001,0.1,49.5,1.357489872482161,0.00010310591743145922,0.9492634432896522,0.0005098682191174411,0.052219612933695266,2.024593476705434e-06
mmlu-pro,0.0,0.0001,0.125,49.5,1.3575626716916143,9.219610122139235e-05,0.949344780840488,0.0005256205638036542,0.04604970756918188,1.6769389262972196e-06
mmlu-pro,0.0,0.0001,0.15,49.5,1.3575847222895705,8.00259858354302e-05,0.9498328061455038,0.0004884181921472966,0.04144472841173406,1.3320894039216353e-06
mmlu-pro,0.0,0.0001,0.175,49.5,1.3575978868933136,6.967429982247967e-05,0.9496791685494804,0.000459637467496234,0.037799130231142,1.1114634810968257e-06
mmlu-pro,0.0,0.0001,0.2,49.5,1.3576610659412018,6.384302001415551e-05,0.9498328061455039,0.0005255609155324881,0.03481593102216716,9.543377498151768e-07
mmlu-pro,0.0,0.0001,0.225,49.5,1.3577023458998467,5.982530239106159e-05,0.9500361500225938,0.0004787911885313119,0.032306454516947226,8.116155716734353e-07
mmlu-pro,0.0,0.0001,0.25,49.5,1.3577386745875015,5.5636148879327954e-05,0.9501310438319024,0.00045810923983856085,0.030148994345217894,7.251582104699871e-07
mmlu-pro,0.0,0.001,0.025,49.5,1.3331952778634593,0.0002762867911628191,0.950266606416629,0.0004457086981952792,0.10973329544067377,1.1501851452228041e-05
mmlu-pro,0.0,0.001,0.05,49.5,1.3318380770939715,0.00018629120728019016,0.949466787166742,0.00045433586782534196,0.07660600528120991,5.3189371197482e-06
mmlu-pro,0.0,0.001,0.075,49.5,1.3319176167715727,0.00016328025443144824,0.9488883868052418,0.0005108710586046427,0.06171590372920031,3.7643597668864342e-06
mmlu-pro,0.0,0.001,0.1,49.5,1.3319089819918168,0.00013246478560323443,0.9486172616357885,0.00048201292449476837,0.05271870642900463,2.7776543352503047e-06
mmlu-pro,0.0,0.001,0.125,49.5,1.331891510077078,0.00011676629684974877,0.9496520560325351,0.0004570120699538248,0.04649138074368234,2.1187014603693055e-06
mmlu-pro,0.0,0.001,0.15,49.5,1.3319303698036087,0.00010302228373411027,0.9491459557162223,0.0004786259557773252,0.04184196241199966,1.6140539054283445e-06
mmlu-pro,0.0,0.001,0.175,49.5,1.3319470815265808,9.784485407110944e-05,0.949466787166742,0.00042743641955610883,0.0381613682955503,1.4008897642155857e-06
mmlu-pro,0.0,0.001,0.2,49.5,1.3319770017585495,8.879513735086025e-05,0.9499683687302304,0.0004529730557195725,0.03515000272542234,1.1538738028837992e-06
mmlu-pro,0.0,0.001,0.225,49.5,1.3320390885477564,8.878463819704292e-05,0.9503343877089924,0.0004079837529214625,0.03261618278920646,1.0113697337586001e-06
mmlu-pro,0.0,0.001,0.25,49.5,1.332015363216783,8.210907755106063e-05,0.9498192498870313,0.00039390301360935006,0.030438716411590527,8.386372931523316e-07
mmlu-pro,0.0,0.01,0.025,49.5,1.9352545834487775,0.0003237781033644027,0.9490555806597379,0.0004773832669922403,0.09107854075729843,8.951585997036085e-06
mmlu-pro,0.0,0.01,0.05,49.5,1.9375151477398842,0.0002515913645776631,0.9504835065521917,0.0005279181487647025,0.06351349852979178,6.0036473459942825e-06
mmlu-pro,0.0,0.01,0.075,49.5,1.952499506697183,0.0002615228361296934,0.9485856303660191,0.0005175568777911372,0.050973024666309305,4.191874496620032e-06
mmlu-pro,0.0,0.01,0.1,49.5,1.962874130667756,0.0002350806765614386,0.9494215996384997,0.0004549347105335484,0.043426606468856294,3.1278095249278396e-06
mmlu-pro,0.0,0.01,0.125,49.5,1.9709897153690674,0.00020864653496651146,0.9498237686398554,0.0004634537912060692,0.03821771971881385,2.4345011673616596e-06
mmlu-pro,0.0,0.01,0.15,49.5,1.978005143568926,0.00019340481085930444,0.9500948938093088,0.0004374648376622627,0.034335168264806225,2.04329458808368e-06
mmlu-pro,0.0,0.01,0.175,49.5,1.9841686949973656,0.0001846884018563293,0.9492227745142341,0.000448239031287688,0.03126642258837814,1.6576923399183634e-06
mmlu-pro,0.0,0.01,0.2,49.5,1.9898055949179223,0.00016538318325070954,0.9492995933122458,0.0005156572606905758,0.028758647460490422,1.4057391122726183e-06
mmlu-pro,0.0,0.01,0.225,49.5,1.9954170973589047,0.00016073511966672449,0.9491640307275192,0.00046387994015826466,0.02664862597361202,1.253190662219371e-06
mmlu-pro,0.0,0.01,0.25,49.5,2.0005995203692986,0.00015848176103155378,0.9493312245820154,0.000400872469026976,0.02483710225671525,1.121184770732234e-06
mmlu-pro,50.0,0.1,0.025,49.5,2.0097266949640655,0.0003563758866743112,0.9491640307275192,0.0004623211245644761,0.08937512427568431,8.911757718915749e-06
mmlu-pro,50.0,0.1,0.05,49.5,2.0289702406524786,0.00026541206774404987,0.9505603253502034,0.0004890982380326987,0.06206557177007194,5.9805033342449655e-06
mmlu-pro,50.0,0.1,0.075,49.5,2.045349958992124,0.0002862659788209211,0.9494803434252147,0.0005483400429409462,0.049802605956792784,3.987657933337556e-06
mmlu-pro,50.0,0.1,0.1,49.5,2.0571478027393972,0.00022479363112044414,0.9493492995933123,0.0004900251046692258,0.04241986948996778,2.8136122866730743e-06
mmlu-pro,50.0,0.1,0.125,49.5,2.066377298923522,0.00022106950385931612,0.9499502937189337,0.00044293743708115964,0.03732519924640651,2.280483229833505e-06
mmlu-pro,50.0,0.1,0.15,49.5,2.0769221028321962,0.0002671151265450417,0.9500903750564845,0.0004760747360591872,0.03350756630301471,2.3132843374776137e-06
mmlu-pro,50.0,0.1,0.175,49.5,2.0863422975425236,0.00025950747153555113,0.9489606868504293,0.0004630733514506902,0.030491221193224144,2.0491548248764324e-06
mmlu-pro,50.0,0.1,0.2,49.5,2.0951111405390987,0.0002465425131852107,0.949692724807953,0.00042613157849964316,0.02802659707143898,1.9005715085140826e-06
mmlu-pro,50.0,0.1,0.225,49.5,2.104132118291489,0.00025680972734975376,0.9496384997740625,0.0004114712571064245,0.025951071847230143,1.717571010471397e-06
mmlu-pro,50.0,0.1,0.25,49.5,2.1112970944249487,0.000251979630735271,0.9495616809760505,0.0004940361144167816,0.02417722551152105,1.5556639450845713e-06
mmlu-pro,200.0,0.1,0.025,49.5,2.012660311099258,0.0003536577405801097,0.949240849525531,0.0004331881625550655,0.08930996306240555,8.85937938337814e-06
mmlu-pro,200.0,0.1,0.05,49.5,2.031482968625211,0.00028018745511413344,0.9505512878445549,0.0004791787339514784,0.062027179300785024,6.052215233171268e-06
mmlu-pro,200.0,0.1,0.075,49.5,2.047900410599604,0.0002923699570131935,0.9494215996384997,0.0005323950630952682,0.049771585986018135,4.079358239782442e-06
mmlu-pro,200.0,0.1,0.1,49.5,2.0597258834587495,0.00022546085820563224,0.9497243560777225,0.0004954885053044304,0.04239331405609842,2.888041967557076e-06
mmlu-pro,200.0,0.1,0.125,49.5,2.0688676822756324,0.00022379718905053285,0.9497424310890195,0.0004761702555216711,0.03730272810906168,2.3363639686425007e-06
mmlu-pro,200.0,0.1,0.15,49.5,2.078267077720054,0.00027430810935986455,0.9501717126073204,0.0004455251781621673,0.03349672365933653,2.425281589325156e-06
mmlu-pro,200.0,0.1,0.175,49.5,2.0875270517115587,0.0002705224047030105,0.9498237686398555,0.00047705047189830556,0.03048256911337371,2.142653217006122e-06
mmlu-pro,200.0,0.1,0.2,49.5,2.09606955391133,0.0002570210915075528,0.950058743786715,0.0004446273168247067,0.028020189739763696,1.9091003903845436e-06
mmlu-pro,200.0,0.1,0.225,49.5,2.104938086515404,0.0002494204403563224,0.9493854496159061,0.00044188264808941123,0.025946102309971998,1.6776121937277765e-06
mmlu-pro,200.0,0.1,0.25,49.5,2.111625312856462,0.0002474665527965963,0.9492815183009489,0.00047662657843730073,0.024175346083939037,1.5450177766342387e-06
mmlu-pro,800.0,0.1,0.025,49.5,2.0188599903953084,0.0003613628191305796,0.9491323994577497,0.00045174997235516523,0.08917273052036759,8.894593941442794e-06
mmlu-pro,800.0,0.1,0.05,49.5,2.0390800356037966,0.0002775236824033796,0.9501943063714415,0.0004994257014095906,0.06191152166575189,5.968332327684683e-06
mmlu-pro,800.0,0.1,0.075,49.5,2.05565190710824,0.0002850344065975032,0.9491323994577497,0.0005399730579213964,0.04967765517532821,3.962285482292007e-06
mmlu-pro,800.0,0.1,0.1,49.5,2.06762238951188,0.0002209314505470059,0.9489968368730232,0.0004929442221958273,0.04231228284537788,2.804226194282521e-06
mmlu-pro,800.0,0.1,0.125,49.5,2.0783797799010504,0.00026919792846860413,0.9492634432896522,0.00047423881467451414,0.03721727635711427,2.766666656064468e-06
mmlu-pro,800.0,0.1,0.15,49.5,2.090086286048754,0.00027467392623038467,0.9497785811116133,0.00048007169374993206,0.03340187884867187,2.3807937626316208e-06
mmlu-pro,800.0,0.1,0.175,49.5,2.099708911999586,0.00025649540168721504,0.9493357433348396,0.0004906638319907821,0.030394012983888344,2.0049535931569937e-06
mmlu-pro,800.0,0.1,0.2,49.5,2.1084732589060384,0.00026233656119694726,0.9495119746949843,0.00043659339078186275,0.02793765025213356,1.9359239622901074e-06
mmlu-pro,800.0,0.1,0.225,49.5,2.1178220235157728,0.00025546428731361046,0.9495842747401717,0.00046137235481150796,0.02586705964058633,1.6695664754503273e-06
mmlu-pro,800.0,0.1,0.25,49.5,2.1250509242959796,0.00025340576859431255,0.9494893809308631,0.0004989712144490579,0.024098858349025205,1.5830914619281956e-06
mmlu-pro,,1.0,0.025,49.5,2.0177531984213006,0.0003592543115787496,0.9490600994125622,0.00046606923330060794,0.08919718317687508,8.890118505670239e-06
mmlu-pro,,1.0,0.05,49.5,2.037809119998167,0.00027814237360880936,0.950325350203344,0.000497633240422987,0.06193082552403207,6.0323427188921264e-06
mmlu-pro,,1.0,0.075,49.5,2.0543477763169316,0.00028849596989562567,0.9492769995481248,0.0005413509774599727,0.04969342164695258,4.001961682115263e-06
mmlu-pro,,1.0,0.1,49.5,2.066263896557751,0.00022489112502663806,0.9489877993673747,0.0004715265366041769,0.042326190806925255,2.8668337398890842e-06
mmlu-pro,,1.0,0.125,49.5,2.0775938342578963,0.00027275586690883466,0.9493086308178943,0.0004937688502453039,0.03722431626170869,2.844058370946776e-06
mmlu-pro,,1.0,0.15,49.5,2.0892861185149934,0.00027339061688042,0.9501536375960236,0.0004934059328853051,0.033408274203538854,2.3614736491113126e-06
mmlu-pro,,1.0,0.175,49.5,2.098888383472425,0.0002559575161856543,0.9491956619972888,0.0004984201103967439,0.03039995349943633,2.01982627386392e-06
