dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage,ess_multiplier
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,79,0.1214449107646942,0.9489150090415912,1.713810185534614
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,80,0.121413841843605,0.9448462929475588,1.7159842587795362
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,81,0.1214338093996048,0.9430379746835442,1.7161956959870177
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,82,0.1214571073651313,0.9498191681735986,1.7157819396694989
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,83,0.1215071231126785,0.9484629294755876,1.7141063737786735
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,84,0.1214219406247139,0.9507233273056056,1.7131595850400043
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,85,0.1214280128479003,0.9430379746835442,1.7210508085414842
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,86,0.1214359477162361,0.9525316455696202,1.7154354266177676
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,87,0.1214650124311447,0.950271247739602,1.7181260164138048
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,88,0.1214761883020401,0.9484629294755876,1.714545156910167
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,89,0.1215108856558799,0.9475587703435804,1.7091438177685818
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,90,0.1214554682374,0.945750452079566,1.7168190040527116
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,91,0.1214498355984687,0.9493670886075948,1.7161339927628936
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,92,0.1215000823140144,0.9566003616636528,1.7139566029699365
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,93,0.1214976534247398,0.950271247739602,1.7141654717971595
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,94,0.1214318498969078,0.9425858951175408,1.721351923702297
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,95,0.1214971840381622,0.9443942133815552,1.7155872616918084
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,96,0.1214019656181335,0.9430379746835442,1.7077121228034862
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,97,0.1214001402258873,0.9462025316455696,1.7169914323133961
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,98,0.1213813349604606,0.9489150090415912,1.7188475197545496
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,99,0.121437020599842,0.9412296564195298,1.7130742762058535
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,0,0.0859334245324134,0.9462025316455696,1.6744645045435806
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,1,0.0859842970967292,0.95750452079566,1.6739629978661055
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,2,0.0859897434711456,0.9534358047016276,1.6691192318570887
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,3,0.0859796777367591,0.9511754068716094,1.6736401569980301
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,4,0.0860008373856544,0.955244122965642,1.6725928250707283
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,5,0.0859632566571235,0.9547920433996384,1.6705846026212952
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,6,0.0859744176268577,0.9493670886075948,1.6690974060834465
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,7,0.0860039815306663,0.9439421338155516,1.6727085027672945
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,8,0.0860260501503944,0.9511754068716094,1.6689801194714682
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,9,0.0859437063336372,0.9452983725135624,1.6680741898888276
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,10,0.0860028937458992,0.9534358047016276,1.6716200250805622
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,11,0.0859711393713951,0.940777576853526,1.6718392863088178
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,12,0.0860073566436767,0.9493670886075948,1.6710268168226516
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,13,0.0859323218464851,0.9462025316455696,1.6753115709358979
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,14,0.0859786421060562,0.9520795660036168,1.6675092598083072
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,15,0.0860228016972541,0.9570524412296564,1.668375340929818
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,16,0.0859719365835189,0.9511754068716094,1.6704471040785862
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,17,0.08598493039608,0.953887884267631,1.6698094763097782
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,18,0.0860230401158332,0.945750452079566,1.6673003477212285
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,19,0.0859713032841682,0.9498191681735986,1.669227964877685
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,20,0.0859768465161323,0.943490054249548,1.673333128239883
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,21,0.0860118195414543,0.9511754068716094,1.671331781588158
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,22,0.0859662815928459,0.9525316455696202,1.6718534136984977
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,23,0.0859577283263206,0.9493670886075948,1.671583632784353
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,24,0.0859539210796356,0.9498191681735986,1.676221304448809
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,25,0.0859432145953178,0.9471066907775768,1.670695949801587
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,26,0.0859837159514427,0.9493670886075948,1.6698682910513076
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,27,0.0859314575791359,0.9443942133815552,1.6700463809190633
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,28,0.0859981328248977,0.9511754068716094,1.6706248605774339
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,29,0.0859877914190292,0.943490054249548,1.6690537434443062
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,30,0.0859855264425277,0.9471066907775768,1.674398122893241
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,31,0.0860066190361976,0.9520795660036168,1.667561633088095
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,32,0.0859922245144844,0.9412296564195298,1.6719875750310425
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,33,0.085967868566513,0.9448462929475588,1.6705736104626363
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,34,0.0859711766242981,0.9493670886075948,1.674537678310099
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,35,0.0860159993171691,0.9525316455696202,1.6717265895664608
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,36,0.0859846994280815,0.945750452079566,1.6691641556272432
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,37,0.0859659537672996,0.9525316455696202,1.6736841053492044
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,38,0.0859898328781127,0.9493670886075948,1.6690228518549244
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,39,0.0859674587845802,0.9498191681735986,1.6672859449700204
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,40,0.0860123038291931,0.955244122965642,1.6673300276457792
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,41,0.085974171757698,0.9394213381555152,1.6709021593364506
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,42,0.0859676748514175,0.948010849909584,1.6748876516242708
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,43,0.0859571173787117,0.9475587703435804,1.67241571527972
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,44,0.0859841778874397,0.9484629294755876,1.6716878706366811
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,45,0.0860138684511184,0.9462025316455696,1.6699984349114556
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,46,0.0859666839241981,0.945750452079566,1.6715491065580046
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,47,0.0859707817435264,0.9475587703435804,1.6734046459561311
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,48,0.085965909063816,0.9493670886075948,1.6700254123307343
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,49,0.0859745889902114,0.9448462929475588,1.6718554985579654
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,50,0.0859474390745163,0.9489150090415912,1.6732810378714238
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,51,0.0859909877181053,0.9498191681735986,1.667893781335715
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,52,0.0859657675027847,0.9439421338155516,1.6707088189661858
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,53,0.0859471708536148,0.9484629294755876,1.6713561290026526
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,54,0.0859648734331131,0.953887884267631,1.6700121128567944
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,55,0.0859858319163322,0.9543399638336348,1.6711972007187617
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,56,0.0859396234154701,0.938517179023508,1.669657554122341
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,57,0.0859931409358978,0.9489150090415912,1.6699807745510964
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,58,0.0859811827540397,0.9547920433996384,1.6753337178521235
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,59,0.0859967395663261,0.9462025316455696,1.6687258978961221
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,60,0.0859730243682861,0.939873417721519,1.66797609659828
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,61,0.0859790071845054,0.9520795660036168,1.6745984486715406
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,62,0.0859716460108757,0.9462025316455696,1.6706405273813671
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,63,0.0860202312469482,0.955244122965642,1.6671819779878718
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,64,0.0860013216733932,0.9547920433996384,1.668784663088307
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,65,0.0859523937106132,0.9484629294755876,1.6689305389189428
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,66,0.0859648436307907,0.943490054249548,1.6710156229317792
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,67,0.0860095173120498,0.9489150090415912,1.6710449847875208
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,68,0.0860139280557632,0.9394213381555152,1.6709600490285148
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,69,0.0859782621264457,0.953887884267631,1.6700781301792096
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,70,0.0859974771738052,0.9484629294755876,1.6732800278321018
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,71,0.0860073640942573,0.953887884267631,1.6689496928394438
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,72,0.0859920009970665,0.9556962025316456,1.6721838170949028
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,73,0.0859660878777504,0.940777576853526,1.6704799426497763
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,74,0.0859737023711204,0.950271247739602,1.6721481643098546
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,75,0.0859969481825828,0.963381555153707,1.6693958676312766
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,76,0.0859403982758522,0.95750452079566,1.6737595712124134
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,77,0.086015835404396,0.9511754068716094,1.6723447286482382
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,78,0.0859638303518295,0.9507233273056056,1.669433755633653
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,79,0.086001306772232,0.9498191681735986,1.6703855506164966
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,80,0.085983321070671,0.9462025316455696,1.670186869541678
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,81,0.0859633386135101,0.9452983725135624,1.669596648281954
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,82,0.0859863981604576,0.9498191681735986,1.670865598528657
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,83,0.0859968811273574,0.9498191681735986,1.6660274059064202
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,84,0.0859651714563369,0.9466546112115732,1.66874231600313
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,85,0.0859751552343368,0.9462025316455696,1.6743456945306978
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,86,0.0859506055712699,0.9543399638336348,1.6727079271351506
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,87,0.0859795659780502,0.9498191681735986,1.6717130412492178
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,88,0.0859790071845054,0.951627486437613,1.6707155669073044
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,89,0.0859731063246727,0.953887884267631,1.667751762637471
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,90,0.0859798863530159,0.9448462929475588,1.672824307466042
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,91,0.0860033333301544,0.9493670886075948,1.6717375709557831
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,92,0.086019828915596,0.950271247739602,1.6674854540668567
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,93,0.0859924405813217,0.9529837251356238,1.6699502022080837
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,94,0.0859822407364845,0.9584086799276672,1.6711396463943287
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,95,0.0860077515244484,0.9448462929475588,1.6708157366362029
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,96,0.0859681963920593,0.948010849909584,1.66423813406875
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,97,0.085951916873455,0.9439421338155516,1.668382689325435
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,98,0.0859699249267578,0.9593128390596743,1.6671126316862315
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,99,0.0859712436795234,0.9380650994575044,1.6710137385874824
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,0,0.0701657608151435,0.9462025316455696,1.6266669720862308
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,1,0.0701763331890106,0.9507233273056056,1.6267119811955053
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,2,0.0701999217271804,0.945750452079566,1.6240937083520408
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,3,0.0701792016625404,0.948010849909584,1.6302376775031242
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,4,0.070218302309513,0.9561482820976492,1.628831273801101
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,5,0.0701670870184898,0.9547920433996384,1.6271458718581955
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,6,0.0701923221349716,0.9547920433996384,1.6225186889579544
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,7,0.0702124610543251,0.9529837251356238,1.6276184787670045
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,8,0.0702157095074653,0.9403254972875226,1.6244882005284995
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,9,0.070171907544136,0.940777576853526,1.6231125129264155
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,10,0.0701849833130836,0.9593128390596743,1.6266270168467483
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,11,0.0701815038919448,0.938517179023508,1.625699839214372
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,12,0.0702041238546371,0.9493670886075948,1.625519606860252
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,13,0.0701652690768241,0.950271247739602,1.6303105197146046
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,14,0.0701775476336479,0.9484629294755876,1.6234448806041364
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,15,0.0701986700296402,0.951627486437613,1.6234386057275716
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,16,0.0701676532626152,0.9547920433996384,1.6262417743273716
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,17,0.070183128118515,0.9520795660036168,1.6271612121690586
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,18,0.0702021643519401,0.9489150090415912,1.623734607453003
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,19,0.0701854079961776,0.9466546112115732,1.6269376987737283
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,20,0.0701685920357704,0.9403254972875226,1.6299543896844346
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,21,0.0701867416501045,0.9543399638336348,1.6303317070557188
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,22,0.0701914355158805,0.9525316455696202,1.6249900275172133
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,23,0.0701538622379303,0.9389692585895116,1.6288031744193812
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,24,0.0701553300023078,0.9475587703435804,1.6292262401671587
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,25,0.0701563283801078,0.9547920433996384,1.6258930241608576
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,26,0.0701874792575836,0.950271247739602,1.6247131495018867
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,27,0.0701546967029571,0.948010849909584,1.6268327635575623
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.075,28,0.0701942816376686,0.9452983725135624,1.6249751562178907
