dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage,ess_multiplier
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.175,89,0.0459678284823894,0.948010849909584,1.4492667892730897
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.175,90,0.0459749400615692,0.9448462929475588,1.4491635555282527
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.175,91,0.0459745116531848,0.9471066907775768,1.4502362410280556
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.175,92,0.0459831058979034,0.950271247739602,1.4487025367276336
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.175,93,0.0459783263504505,0.9511754068716094,1.4494789529051009
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.175,94,0.0459686890244483,0.9430379746835442,1.4500147637156646
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.175,95,0.045972965657711,0.951627486437613,1.4492913495991158
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.175,96,0.0459681935608387,0.9547920433996384,1.4477875590457927
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.175,97,0.0459660403430461,0.9462025316455696,1.4491358298579398
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.175,98,0.0459774024784565,0.9489150090415912,1.4484506942028357
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.175,99,0.0459813624620437,0.950271247739602,1.4502396305385146
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,0,0.0429993458092212,0.9507233273056056,1.4063004823262277
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,1,0.0430033467710018,0.951627486437613,1.4061343462125906
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,2,0.0430102087557315,0.948010849909584,1.4053694330549182
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,3,0.0430094003677368,0.9412296564195298,1.4074826408938048
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,4,0.0430144257843494,0.9556962025316456,1.4069487342025153
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,5,0.0430087484419345,0.9507233273056056,1.4061613762131522
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,6,0.043010339140892,0.9525316455696202,1.4054633877635387
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,7,0.0430117398500442,0.9489150090415912,1.406437827779126
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,8,0.0430138669908046,0.9529837251356238,1.4048140094048422
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,9,0.0430016033351421,0.9466546112115732,1.404115840479816
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,10,0.0430157743394374,0.9430379746835442,1.4048107560984489
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,11,0.043002150952816,0.9439421338155516,1.4055504350232642
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,12,0.04300457239151,0.9471066907775768,1.405853905388358
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,13,0.0429995991289615,0.9394213381555152,1.407897982780303
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,14,0.0430014468729496,0.9570524412296564,1.4048120828185244
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,15,0.0430072955787181,0.9448462929475588,1.4046831702276426
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,16,0.0429995954036712,0.9493670886075948,1.4066721229183765
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,17,0.0430100969970226,0.939873417721519,1.406181863457836
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,18,0.0430189743638038,0.9421338155515372,1.403853689280402
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,19,0.0430064909160137,0.9443942133815552,1.4063887204001386
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,20,0.0429997369647026,0.9498191681735986,1.4074148989961621
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,21,0.0430068485438823,0.9606690777576852,1.406011160787157
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,22,0.0430075041949749,0.9471066907775768,1.4060658658747724
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,23,0.0429969690740108,0.9498191681735986,1.4078382964102354
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,24,0.0430031307041645,0.9466546112115732,1.4065725566051366
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,25,0.0429957583546638,0.9475587703435804,1.4062131474358257
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,26,0.0430085621774196,0.9493670886075948,1.4052392300460057
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,27,0.0429986640810966,0.9380650994575044,1.4053408418378026
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,28,0.0430030636489391,0.9412296564195298,1.4055415076682232
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,29,0.043010339140892,0.951627486437613,1.4053911001150345
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,30,0.0430031791329383,0.953887884267631,1.4054240692545839
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,31,0.0430094897747039,0.9484629294755876,1.4059411788623317
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,32,0.0430095046758651,0.9520795660036168,1.4055653671625974
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,33,0.0430075116455554,0.9416817359855334,1.4039868582454422
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,34,0.0430074073374271,0.9466546112115732,1.4063965819381021
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,35,0.0430180318653583,0.9498191681735986,1.4045489818539254
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,36,0.0430038087069988,0.9507233273056056,1.4066533412014268
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,37,0.0430055670440197,0.9529837251356238,1.4075972865576944
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,38,0.0430075004696846,0.951627486437613,1.4052207160537586
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,39,0.04299758374691,0.945750452079566,1.4044188312481918
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,40,0.0430180206894874,0.951627486437613,1.4048485888034674
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,41,0.0430060811340808,0.9452983725135624,1.4059052176365572
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,42,0.0429936125874519,0.9403254972875226,1.4089575074954832
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,43,0.0429960191249847,0.9380650994575044,1.4065507834593363
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,44,0.0430119484663009,0.948010849909584,1.4053695109936344
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,45,0.0430119521915912,0.9602169981916816,1.4048091266680598
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,46,0.043011400848627,0.9507233273056056,1.4046716562273187
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,47,0.0430089756846427,0.9471066907775768,1.4044898684619505
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,48,0.0430005118250846,0.9489150090415912,1.4053751457303123
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,49,0.0430006422102451,0.9511754068716094,1.406390751110475
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,50,0.043001864105463,0.9511754068716094,1.4063295248596073
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,51,0.0430051982402801,0.9425858951175408,1.405554997417961
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,52,0.042998019605875,0.9425858951175408,1.407653552533451
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,53,0.0430042892694473,0.9543399638336348,1.40485944763975
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,54,0.0430132374167442,0.9511754068716094,1.403106667567325
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,55,0.0430060066282749,0.9498191681735986,1.4057225480343
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,56,0.0430063121020793,0.939873417721519,1.4051833701479544
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,57,0.0430023781955242,0.948010849909584,1.4058391902838407
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,58,0.0430023707449436,0.9534358047016276,1.4075378703215216
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,59,0.0430026985704898,0.9498191681735986,1.406128045071091
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,60,0.0430034287273883,0.9556962025316456,1.4064515567126858
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,61,0.0430074855685234,0.9566003616636528,1.407231867965614
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,62,0.043001938611269,0.939873417721519,1.4042107665817827
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,63,0.0430055148899555,0.9520795660036168,1.405935461407076
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,64,0.0430181361734867,0.9403254972875226,1.4055247202500836
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,65,0.0430046096444129,0.9543399638336348,1.4040071890448471
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,66,0.0429966449737548,0.9367088607594936,1.407128481462348
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,67,0.0430114492774009,0.9430379746835442,1.405138468392621
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,68,0.0430134944617748,0.948010849909584,1.4036334637593557
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,69,0.0430081076920032,0.961121157323689,1.4049828754286908
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,70,0.04299808293581,0.9520795660036168,1.4074152561189248
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,71,0.0430112108588218,0.9498191681735986,1.4057493856875545
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,72,0.0430089272558689,0.9543399638336348,1.4064931705420864
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,73,0.043007057160139,0.9570524412296564,1.404263694436549
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,74,0.0430029928684234,0.945750452079566,1.405506902206987
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,75,0.0430113784968853,0.9629294755877034,1.4056967358991308
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,76,0.0430087931454181,0.9475587703435804,1.4062163830829375
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,77,0.0430125892162323,0.9525316455696202,1.4046180588825592
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,78,0.042997770011425,0.9534358047016276,1.4058023502275516
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,79,0.0430094078183174,0.9484629294755876,1.4051523480045647
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,80,0.0430046431720256,0.955244122965642,1.4055578008297103
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,81,0.0430046059191226,0.9489150090415912,1.4044213198555255
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,82,0.0430036224424839,0.955244122965642,1.4060838583017752
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,83,0.0430115386843681,0.9448462929475588,1.4053574779902422
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,84,0.0430057235062122,0.951627486437613,1.4046302266312078
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,85,0.0429943650960922,0.9529837251356238,1.4069660848928431
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,86,0.0430017597973346,0.9462025316455696,1.4072537152306357
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,87,0.0430020429193973,0.9484629294755876,1.406201331537918
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,88,0.0430027581751346,0.9462025316455696,1.405997592897788
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,89,0.0430028028786182,0.9493670886075948,1.4048941371503922
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,90,0.0430096313357353,0.9466546112115732,1.4056891481739362
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,91,0.0430045090615749,0.9443942133815552,1.40714078774427
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,92,0.0430183298885822,0.951627486437613,1.404671153212405
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,93,0.0430128425359725,0.9570524412296564,1.4055688035451999
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,94,0.0430075153708457,0.9425858951175408,1.4056370667474853
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,95,0.0430111214518547,0.9484629294755876,1.4047580676494587
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,96,0.0430020056664943,0.950271247739602,1.403207305686623
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,97,0.0430045612156391,0.9525316455696202,1.4044757746860985
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,98,0.0430128388106823,0.9493670886075948,1.403743364311273
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.2,99,0.0430151410400867,0.9529837251356238,1.4062521899701674
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,0,0.0405350178480148,0.9529837251356238,1.3616125188536876
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,1,0.0405375175178051,0.951627486437613,1.362530810111867
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,2,0.0405472032725811,0.9466546112115732,1.3611601679096208
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,3,0.0405438318848609,0.9421338155515372,1.362737272845507
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,4,0.0405483357608318,0.9498191681735986,1.3625501636246864
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,5,0.0405452437698841,0.9511754068716094,1.3615895561347129
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,6,0.0405437834560871,0.9561482820976492,1.3617940059119382
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,7,0.040545605123043,0.9439421338155516,1.3624812289381245
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,8,0.0405463501811027,0.9547920433996384,1.3604041762654016
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,9,0.0405349470674991,0.9520795660036168,1.3606670762997168
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,10,0.0405494458973407,0.9443942133815552,1.361088281433992
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,11,0.0405385978519916,0.9471066907775768,1.3613812597763673
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,12,0.0405405908823013,0.9543399638336348,1.361572919855212
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,13,0.0405353344976902,0.9421338155515372,1.3632472933420714
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,14,0.0405383333563804,0.953887884267631,1.3607720582649065
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,15,0.0405448973178863,0.9493670886075948,1.3608652190518822
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,16,0.0405377708375453,0.9498191681735986,1.3627701641986902
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,17,0.0405441857874393,0.9403254972875226,1.362546378368084
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,18,0.0405515991151332,0.943490054249548,1.3604428772111405
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,19,0.0405396297574043,0.953887884267631,1.362365876527366
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,20,0.0405371598899364,0.9484629294755876,1.3625490586720386
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,21,0.0405435785651207,0.9620253164556962,1.3617312123120486
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,22,0.0405422821640968,0.9448462929475588,1.362225371553165
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,23,0.0405319817364215,0.9493670886075948,1.3636226598384642
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,24,0.0405395366251468,0.9475587703435804,1.3627359791387774
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,25,0.0405314229428768,0.9403254972875226,1.36287063951691
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,26,0.0405426397919654,0.953887884267631,1.3609790438835805
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,27,0.0405357964336872,0.9430379746835442,1.3612370238389149
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,28,0.0405410639941692,0.9430379746835442,1.3612844658092125
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,29,0.0405444242060184,0.950271247739602,1.3610365399303646
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,30,0.0405390001833438,0.9547920433996384,1.361798804910121
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,31,0.0405428372323513,0.9475587703435804,1.36177693716696
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,32,0.0405444465577602,0.9520795660036168,1.3617717641098346
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,33,0.0405418053269386,0.945750452079566,1.3603745885053882
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,34,0.0405383966863155,0.945750452079566,1.3623196142475178
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,35,0.0405489690601825,0.9416817359855334,1.3607415324815755
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,36,0.0405360572040081,0.9421338155515372,1.362002555547835
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,37,0.0405434817075729,0.9493670886075948,1.3627157631087
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,38,0.0405402183532714,0.9525316455696202,1.3614184535534861
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,39,0.0405338779091835,0.9507233273056056,1.3608003960180093
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,40,0.0405515655875206,0.9520795660036168,1.3608503990689629
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,41,0.0405392944812774,0.945750452079566,1.3617798907100258
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,42,0.0405308976769447,0.945750452079566,1.3641863749585281
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,43,0.040530752390623,0.9353526220614828,1.36286465980079
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,44,0.0405460894107818,0.9439421338155516,1.3616614133674336
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,45,0.0405461750924587,0.9547920433996384,1.3608720506658836
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,46,0.0405455268919467,0.945750452079566,1.3608049511269686
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,47,0.0405407547950744,0.950271247739602,1.3609656020669212
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,48,0.0405372381210327,0.9439421338155516,1.3611226188047068
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,49,0.0405353158712387,0.9520795660036168,1.3618633948195704
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,50,0.040537916123867,0.9493670886075948,1.3621824463592933
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,51,0.0405396372079849,0.9462025316455696,1.3614021605579036
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,52,0.0405330099165439,0.9380650994575044,1.3635118395957866
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,53,0.0405389666557312,0.9561482820976492,1.36132968480556
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,54,0.0405461825430393,0.9511754068716094,1.3595747524245636
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,55,0.0405373573303222,0.9471066907775768,1.361963667306797
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,56,0.0405426323413848,0.945750452079566,1.3608903594363102
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,57,0.0405383259057998,0.9484629294755876,1.3620262072376355
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,58,0.0405395813286304,0.9534358047016276,1.3633301149000578
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,59,0.0405429489910602,0.9525316455696202,1.3618455604674686
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,60,0.040539164096117,0.9534358047016276,1.362592180279137
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,61,0.0405456721782684,0.9584086799276672,1.3625850427238746
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,62,0.0405385643243789,0.93625678119349,1.3602864276249793
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,63,0.0405373647809028,0.9493670886075948,1.3622999447152135
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,64,0.0405502878129482,0.9471066907775768,1.361941416755498
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,65,0.040539801120758,0.953887884267631,1.3605217479142848
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,66,0.0405344553291797,0.9425858951175408,1.3620368416622257
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,67,0.0405476801097393,0.9452983725135624,1.3607095121745563
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,68,0.0405449606478214,0.950271247739602,1.3602957378830682
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,69,0.0405453853309154,0.9566003616636528,1.360556159275795
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,70,0.040536992251873,0.9507233273056056,1.3628523382483881
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,71,0.0405480079352855,0.9443942133815552,1.3619487543172162
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,72,0.0405411422252655,0.9520795660036168,1.3628470823900165
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,73,0.0405433289706707,0.9475587703435804,1.3605025434859435
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,74,0.0405337624251842,0.953887884267631,1.3619589878713134
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,75,0.0405449494719505,0.9520795660036168,1.3614937488261845
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,76,0.0405420139431953,0.951627486437613,1.3616199378305354
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,77,0.0405473299324512,0.9547920433996384,1.3613525440782483
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,78,0.0405363552272319,0.9525316455696202,1.3608139585296573
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,79,0.0405432991683483,0.951627486437613,1.3617459061351271
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,80,0.0405391715466976,0.948010849909584,1.36125159451985
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,81,0.0405388101935386,0.953887884267631,1.3607250389966883
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,82,0.0405376031994819,0.9511754068716094,1.362264613606083
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,83,0.040545605123043,0.9439421338155516,1.3613753169370246
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,84,0.0405416712164878,0.9448462929475588,1.359806196795899
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,85,0.0405308231711387,0.9507233273056056,1.362772344249305
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,86,0.040537092834711,0.948010849909584,1.3629350505676987
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,87,0.0405387394130229,0.950271247739602,1.3619006152943403
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,88,0.0405383706092834,0.950271247739602,1.3620212728547751
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,89,0.0405373126268386,0.9498191681735986,1.3608718911989275
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,90,0.040545355528593,0.945750452079566,1.3616963397458135
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,91,0.0405392870306968,0.9525316455696202,1.3628617516020805
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,92,0.0405519269406795,0.9484629294755876,1.3609217386348804
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,93,0.0405483916401863,0.9547920433996384,1.3615687572933994
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,94,0.0405428856611251,0.943490054249548,1.3616154236776576
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,95,0.0405460484325885,0.9489150090415912,1.360662339335849
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,96,0.0405391454696655,0.945750452079566,1.3594713749667993
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,97,0.0405384227633476,0.951627486437613,1.360760481672377
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,98,0.0405475199222564,0.9570524412296564,1.359290539618856
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.225,99,0.0405488312244415,0.950271247739602,1.3626193884043019
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,0,0.038458727300167,0.955244122965642,1.3179852826591396
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,1,0.0384614802896976,0.9498191681735986,1.3181835753433462
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,2,0.0384703315794467,0.9466546112115732,1.3169553493341488
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,3,0.0384677052497863,0.9425858951175408,1.318792166360116
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,4,0.0384675376117229,0.9520795660036168,1.3189064236130426
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,5,0.0384677536785602,0.9547920433996384,1.3178359327351412
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,6,0.0384658277034759,0.9588607594936708,1.3180766425022905
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,7,0.0384663864970207,0.9466546112115732,1.3181577623529392
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,8,0.0384687893092632,0.9547920433996384,1.3168133495503602
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,9,0.0384599901735782,0.9529837251356238,1.3170666644010876
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,10,0.0384717211127281,0.9439421338155516,1.3172113781310848
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,11,0.0384622253477573,0.9452983725135624,1.3170229627490133
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,12,0.0384639129042625,0.9561482820976492,1.3177226527397812
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,13,0.0384605713188648,0.9452983725135624,1.319262313483303
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,14,0.0384611301124095,0.9498191681735986,1.3173527622282704
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,15,0.038465429097414,0.953887884267631,1.3172968470506803
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,16,0.0384639464318752,0.950271247739602,1.3186172678769608
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,17,0.0384650565683841,0.9439421338155516,1.3184395127680952
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.25,18,0.0384728237986564,0.9416817359855334,1.3160825953367408
