dataset,n_full_obs,mcar_obs_prob,prop_budget,tau,seed,N_B,N_labels,mean_width,coverage,ess_multiplier
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,46,1436,1409.5262451171875,0.0466365292668342,0.9507233273056056,1.6914648359623974
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,47,1436,1409.058349609375,0.046653363853693,0.9579566003616636,1.6904349524121063
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,48,1436,1409.076904296875,0.0466440767049789,0.950271247739602,1.6910890630850393
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,49,1436,1409.896484375,0.046651367098093,0.9452983725135624,1.6924220688307456
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,50,1436,1409.89111328125,0.046645738184452,0.9493670886075948,1.692487255832087
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,51,1436,1409.4678955078125,0.0466647371649742,0.9520795660036168,1.6909003096311868
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,52,1436,1409.1031494140625,0.046633668243885,0.9534358047016276,1.6936254547419312
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,53,1436,1409.3675537109375,0.046652004122734,0.9511754068716094,1.6904996467640778
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,54,1436,1409.3951416015625,0.0466338209807872,0.9412296564195298,1.690827092589946
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,55,1436,1409.7677001953125,0.0466314107179641,0.955244122965642,1.692953205074762
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,56,1436,1410.1953125,0.0466339252889156,0.950271247739602,1.6917933835898975
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,57,1436,1409.7188720703125,0.0466526485979557,0.953887884267631,1.6903846272850123
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,58,1436,1409.5819091796875,0.0466795489192009,0.9507233273056056,1.692349488999686
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,59,1436,1409.0655517578125,0.0466281026601791,0.9566003616636528,1.6941352279823154
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,60,1436,1409.6080322265625,0.0466492734849453,0.9520795660036168,1.6911914413484743
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,61,1436,1409.4566650390625,0.0466557629406452,0.9462025316455696,1.6935033472866041
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,62,1436,1409.2884521484375,0.0466134808957576,0.9430379746835442,1.6914485351887172
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,63,1436,1409.2939453125,0.0466354489326477,0.951627486437613,1.6917497493954157
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,64,1436,1409.534423828125,0.0466800667345523,0.9439421338155516,1.6904184341359816
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,65,1436,1409.2274169921875,0.0466403737664222,0.9416817359855334,1.6913821112752916
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,66,1436,1409.5240478515625,0.0466573499143123,0.9498191681735986,1.691367257763978
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,67,1436,1409.088134765625,0.0466412641108036,0.9511754068716094,1.691521134702434
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,68,1436,1409.472412109375,0.0466298013925552,0.948010849909584,1.6915223607366716
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,69,1436,1409.2364501953125,0.0466408059000968,0.9493670886075948,1.6904600551739513
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,70,1436,1409.6551513671875,0.0466581061482429,0.9462025316455696,1.6917932224013537
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,71,1436,1410.3603515625,0.0466671511530876,0.9520795660036168,1.691279703248764
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,72,1436,1409.784423828125,0.0466684475541114,0.9520795660036168,1.6921585649628352
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,73,1436,1409.063720703125,0.0466222167015075,0.9493670886075948,1.6924546647597436
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,74,1436,1409.3974609375,0.0466397367417812,0.9412296564195298,1.6927280998549896
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,75,1436,1409.5819091796875,0.0466540046036243,0.9529837251356238,1.6915821994438482
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,76,1436,1410.332275390625,0.046671200543642,0.9471066907775768,1.6923088521255967
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,77,1436,1409.92138671875,0.0466541424393653,0.950271247739602,1.6900417709082378
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,78,1436,1409.6573486328125,0.0466718301177024,0.9462025316455696,1.6903218511805862
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,79,1436,1409.4141845703125,0.0466717705130577,0.9566003616636528,1.6893682571803375
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,80,1436,1409.960205078125,0.0466226190328598,0.9534358047016276,1.6925090303308763
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,81,1436,1409.0899658203125,0.046607881784439,0.9556962025316456,1.6922099059238331
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,82,1436,1409.4752197265625,0.0466225557029247,0.9520795660036168,1.69286583388047
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,83,1436,1409.9556884765625,0.0466525070369243,0.9520795660036168,1.6908969945237333
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,84,1436,1409.3255615234375,0.0466289669275283,0.9484629294755876,1.6926716240478896
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,85,1436,1410.1514892578125,0.0466568544507026,0.9570524412296564,1.6923210501903498
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,86,1436,1410.78125,0.0466856323182582,0.9439421338155516,1.6901185283019582
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,87,1436,1409.376220703125,0.0466383807361125,0.950271247739602,1.693041042448159
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,88,1436,1409.722412109375,0.0466611720621585,0.953887884267631,1.68935576524217
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,89,1436,1409.180908203125,0.0466429889202117,0.945750452079566,1.6904395143744704
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,90,1436,1408.94482421875,0.0466522984206676,0.943490054249548,1.6918243346870028
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,91,1436,1409.3775634765625,0.0466503836214542,0.9570524412296564,1.6925262573722406
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,92,1436,1409.504150390625,0.0466361753642559,0.9466546112115732,1.692386777893799
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,93,1436,1410.2550048828125,0.0466736778616905,0.940777576853526,1.690186566267113
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,94,1436,1409.20751953125,0.046644140034914,0.9566003616636528,1.6933084153782756
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,95,1436,1409.5469970703125,0.0466313436627388,0.9507233273056056,1.6920904489196236
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,96,1436,1408.40966796875,0.046620849519968,0.9493670886075948,1.6912027671808165
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,97,1436,1410.033447265625,0.0466546937823295,0.9498191681735986,1.6908907019079118
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,98,1436,1409.4014892578125,0.0466192178428173,0.948010849909584,1.6924956780596068
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.15,0.75,99,1436,1409.2794189453125,0.0466108918190002,0.9493670886075948,1.69500965651198
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,0,1675,1647.1488037109375,0.0424771048128604,0.953887884267631,1.697831996008449
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,1,1675,1646.8016357421875,0.0424762479960918,0.9520795660036168,1.698350557220523
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,2,1675,1646.612548828125,0.0424661077558994,0.943490054249548,1.6989961586557045
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,3,1675,1646.783935546875,0.0425009503960609,0.951627486437613,1.697819761840643
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,4,1675,1647.7364501953125,0.0424979925155639,0.9466546112115732,1.6990187189582058
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,5,1675,1646.916015625,0.0424923039972782,0.951627486437613,1.6978744284409972
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,6,1675,1646.7279052734375,0.0424888432025909,0.9570524412296564,1.6971187828343126
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,7,1675,1647.6334228515625,0.0424983911216259,0.9547920433996384,1.6983059446140754
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,8,1675,1646.710693359375,0.0424983277916908,0.9561482820976492,1.6951506981247766
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,9,1675,1646.3006591796875,0.0424532145261764,0.9430379746835442,1.6981169871278492
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,10,1675,1645.89111328125,0.0424592457711696,0.9547920433996384,1.6987507373543482
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,11,1675,1647.327392578125,0.0424668528139591,0.9452983725135624,1.6990177256848455
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,12,1675,1646.3382568359375,0.042474191635847,0.9462025316455696,1.6985040368920585
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,13,1675,1646.75732421875,0.042463332414627,0.943490054249548,1.7012533105999723
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,14,1675,1646.0208740234375,0.0424421727657318,0.9475587703435804,1.6988645229754278
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,15,1675,1646.0814208984375,0.0424593724310398,0.9511754068716094,1.6979495957934034
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,16,1675,1647.0009765625,0.0424692183732986,0.953887884267631,1.6989473638649286
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,17,1675,1647.1939697265625,0.0424755737185478,0.959764918625678,1.6988164361296072
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,18,1675,1645.8128662109375,0.0424436181783676,0.9493670886075948,1.6995730271832163
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,19,1675,1646.37939453125,0.0424942746758461,0.9452983725135624,1.6980201212181145
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,20,1675,1647.189453125,0.0425023026764392,0.9484629294755876,1.6981073498976629
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,21,1675,1646.8472900390625,0.0424664989113807,0.9493670886075948,1.6997413311831322
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,22,1675,1646.74365234375,0.0424644164741039,0.9452983725135624,1.6996218793599867
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,23,1675,1647.7509765625,0.0424787178635597,0.9525316455696202,1.699855606289442
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,24,1675,1646.7183837890625,0.042470708489418,0.9452983725135624,1.6995429901941672
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,25,1675,1646.864013671875,0.042476862668991,0.9466546112115732,1.6976943409125458
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,26,1675,1646.424072265625,0.0424612201750278,0.9425858951175408,1.6995410310077936
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,27,1675,1645.8165283203125,0.0424498692154884,0.9466546112115732,1.6991107228701425
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,28,1675,1645.3702392578125,0.0424433536827564,0.9484629294755876,1.6995097648018747
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,29,1675,1646.832763671875,0.0424578934907913,0.9443942133815552,1.698760599638195
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,30,1675,1646.1297607421875,0.0424577295780181,0.9529837251356238,1.698229638652222
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,31,1675,1646.5045166015625,0.0424780398607254,0.9520795660036168,1.6977887885317717
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,32,1675,1646.7802734375,0.0424806699156761,0.9403254972875226,1.6980315145881681
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,33,1675,1646.2098388671875,0.0424622446298599,0.9452983725135624,1.6977974048642803
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,34,1675,1646.8590087890625,0.0424700640141963,0.9489150090415912,1.6993404868539643
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,35,1675,1647.0421142578125,0.0424511581659317,0.9529837251356238,1.6996321420433966
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,36,1675,1647.298828125,0.0425193347036838,0.955244122965642,1.695775215334407
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,37,1675,1646.1275634765625,0.0424675345420837,0.9561482820976492,1.700613950166653
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,38,1675,1646.3345947265625,0.0424890033900737,0.9498191681735986,1.6968823529851587
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,39,1675,1646.394287109375,0.0424611754715442,0.9493670886075948,1.6972674631318085
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,40,1675,1646.4498291015625,0.0424346178770065,0.9547920433996384,1.7007728144593455
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,41,1675,1646.166015625,0.0424790643155574,0.9394213381555152,1.6980926828907168
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,42,1675,1647.376220703125,0.0424886867403984,0.9566003616636528,1.6997742331750998
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,43,1675,1646.787109375,0.0424493364989757,0.9507233273056056,1.700095882343071
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,44,1675,1646.717041015625,0.0424680449068546,0.951627486437613,1.6987021381552352
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,45,1675,1646.4769287109375,0.0424504689872264,0.9529837251356238,1.699191514496673
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,46,1675,1646.3399658203125,0.0424567088484764,0.9529837251356238,1.6984947126915144
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,47,1675,1646.1279296875,0.0424670465290546,0.9525316455696202,1.6974793053695523
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,48,1675,1645.9407958984375,0.0424664393067359,0.9493670886075948,1.6973335558815692
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,49,1675,1646.98193359375,0.0424843877553939,0.9484629294755876,1.698012437558863
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,50,1675,1647.25,0.0424662008881568,0.9493670886075948,1.698832516754023
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,51,1675,1646.7265625,0.0424892231822013,0.955244122965642,1.6967026228243702
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,52,1675,1645.918212890625,0.0424519442021846,0.9570524412296564,1.7010457605138216
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,53,1675,1646.649658203125,0.0424726568162441,0.951627486437613,1.6969447377798215
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,54,1675,1646.3436279296875,0.0424595735967159,0.9412296564195298,1.6966356978957018
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,55,1675,1646.7193603515625,0.0424520187079906,0.9529837251356238,1.6993445084953376
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,56,1675,1647.2857666015625,0.0424598082900047,0.9471066907775768,1.6987045831362193
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,57,1675,1646.673583984375,0.0424743108451366,0.9556962025316456,1.6972323511178142
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,58,1675,1646.982421875,0.0424992591142654,0.9448462929475588,1.6988580386250078
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,59,1675,1645.9539794921875,0.0424514338374137,0.9584086799276672,1.7003139561533136
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,60,1675,1646.496826171875,0.0424777455627918,0.9439421338155516,1.6977622629525053
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,61,1675,1646.73779296875,0.0424750484526157,0.9525316455696202,1.7001664732182216
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,62,1675,1646.3824462890625,0.0424333326518535,0.9561482820976492,1.6991352658608971
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,63,1675,1646.614013671875,0.0424655936658382,0.9421338155515372,1.6987283438613126
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,64,1675,1646.461669921875,0.0425022207200527,0.9484629294755876,1.6965567887239152
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,65,1675,1646.2061767578125,0.042441114783287,0.9462025316455696,1.6990947559347673
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,66,1675,1646.815185546875,0.042472667992115,0.9484629294755876,1.699237536673704
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,67,1675,1646.2486572265625,0.0424724444746971,0.9534358047016276,1.6974089432279402
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,68,1675,1646.7523193359375,0.0424461551010608,0.9489150090415912,1.6982186412180884
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,69,1675,1646.308837890625,0.0424593724310398,0.9520795660036168,1.6977008292735494
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,70,1675,1646.649169921875,0.0424593538045883,0.9498191681735986,1.7007182427879892
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,71,1675,1647.386962890625,0.0424758680164814,0.948010849909584,1.6985603947547228
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,72,1675,1646.9349365234375,0.0424917489290237,0.9498191681735986,1.6981050017759767
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,73,1675,1645.8865966796875,0.0424497686326503,0.9498191681735986,1.6984203674208904
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,74,1675,1646.5728759765625,0.0424604378640651,0.945750452079566,1.6995512722994464
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,75,1675,1647.155517578125,0.0424922034144401,0.9561482820976492,1.6975224123053625
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,76,1675,1647.3427734375,0.0424893125891685,0.951627486437613,1.6983653311260911
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,77,1675,1646.631591796875,0.0424639843404293,0.9484629294755876,1.6976107428332263
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,78,1675,1646.5,0.042487483471632,0.9430379746835442,1.6964283719907136
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,79,1675,1646.3214111328125,0.0425036586821079,0.9588607594936708,1.6952625011516709
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,80,1675,1647.103515625,0.0424494482576847,0.9529837251356238,1.699587613352397
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,81,1675,1646.34765625,0.0424314104020595,0.9547920433996384,1.6999336200619601
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,82,1675,1646.4508056640625,0.0424649901688098,0.9511754068716094,1.698850034537253
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,83,1675,1647.0841064453125,0.0424834974110126,0.9511754068716094,1.6975577959251216
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,84,1675,1646.140625,0.0424349680542945,0.9547920433996384,1.6995737453128898
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,85,1675,1647.3123779296875,0.0424714535474777,0.955244122965642,1.6995494547478138
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,86,1675,1647.8160400390625,0.042495172470808,0.9443942133815552,1.6983155311322529
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,87,1675,1646.1578369140625,0.0424702577292919,0.9520795660036168,1.6988850175480605
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,88,1675,1647.171875,0.0424812138080596,0.951627486437613,1.6970102566338552
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,89,1675,1646.341796875,0.0424683764576911,0.9443942133815552,1.697950400165974
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,90,1675,1646.1265869140625,0.0424661748111248,0.9380650994575044,1.6985309336347567
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,91,1675,1646.387451171875,0.0424776561558246,0.9520795660036168,1.6988377903279146
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,92,1675,1646.5615234375,0.0424632504582405,0.9443942133815552,1.6988277798501819
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,93,1675,1647.198486328125,0.0424793437123298,0.9412296564195298,1.6980975435614991
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,94,1675,1646.3499755859375,0.0424678474664688,0.9602169981916816,1.6989326519889167
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,95,1675,1646.9521484375,0.0424544736742973,0.9471066907775768,1.6994712369420735
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,96,1675,1645.4842529296875,0.0424343645572662,0.945750452079566,1.6989645176392005
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,97,1675,1647.2984619140625,0.0424589551985263,0.953887884267631,1.6984183603476544
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,98,1675,1645.839111328125,0.0424463525414466,0.9525316455696202,1.6994634408657237
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.175,0.75,99,1675,1646.607177734375,0.0424535945057868,0.9529837251356238,1.701274941319462
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,0,1914,1884.7979736328125,0.0390798412263393,0.955244122965642,1.7025357541419472
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,1,1914,1884.2926025390625,0.0390667170286178,0.9520795660036168,1.7037956112910633
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,2,1914,1883.9110107421875,0.0390515066683292,0.9452983725135624,1.7047394666632625
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,3,1914,1884.089111328125,0.0390760004520416,0.9547920433996384,1.7050990432927136
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,4,1914,1884.5081787109375,0.0390825234353542,0.9439421338155516,1.704281534583095
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,5,1914,1884.1795654296875,0.0390733890235424,0.9529837251356238,1.7036744549567977
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,6,1914,1883.912353515625,0.0390704609453678,0.961121157323689,1.7032100100020604
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,7,1914,1885.1912841796875,0.0390883907675743,0.9556962025316456,1.7029385500754215
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,8,1914,1884.132080078125,0.0390982888638973,0.9529837251356238,1.7002794402620658
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,9,1914,1883.6785888671875,0.0390478000044822,0.943490054249548,1.7028605949544322
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,10,1914,1883.320068359375,0.0390492044389247,0.95750452079566,1.7047038168806286
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,11,1914,1884.3712158203125,0.039055835455656,0.9462025316455696,1.703942471116414
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,12,1914,1883.827392578125,0.0390706285834312,0.9507233273056056,1.7032118197432604
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,13,1914,1883.747802734375,0.039059393107891,0.9452983725135624,1.706274962778332
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,14,1914,1883.448974609375,0.0390355437994003,0.9466546112115732,1.7047625778876396
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,15,1914,1883.5850830078125,0.0390516258776187,0.9525316455696202,1.7036658046952764
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,16,1914,1884.1488037109375,0.0390611477196216,0.948010849909584,1.7046358565417081
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,17,1914,1884.3499755859375,0.0390785597264766,0.9511754068716094,1.7033552683464754
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,18,1914,1882.8720703125,0.0390306785702705,0.9498191681735986,1.705413701923982
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,19,1914,1883.9091796875,0.0390813946723938,0.943490054249548,1.7030730762592903
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,20,1914,1884.461669921875,0.0390757247805595,0.9443942133815552,1.7042749391599366
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,21,1914,1883.89111328125,0.0390574447810649,0.953887884267631,1.7047329369408846
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,22,1914,1884.248291015625,0.0390546917915344,0.9525316455696202,1.705091605870746
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,23,1914,1885.2586669921875,0.0390742979943752,0.9493670886075948,1.7046926607378408
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,24,1914,1884.0791015625,0.0390594117343425,0.948010849909584,1.7049470336537769
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,25,1914,1883.967529296875,0.039063986390829,0.945750452079566,1.7035279398626406
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,26,1914,1883.686279296875,0.0390508323907852,0.951627486437613,1.704509876885239
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,27,1914,1883.0692138671875,0.03904415294528,0.9452983725135624,1.7044316208621773
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,28,1914,1882.9805908203125,0.0390477739274501,0.9489150090415912,1.70470764517983
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,29,1914,1884.3160400390625,0.0390531346201896,0.940777576853526,1.704633959065302
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,30,1914,1883.2926025390625,0.0390546359121799,0.9584086799276672,1.7039754232089996
bbh+gpqa+ifeval+math+musr,0.0,0.001,0.2,0.75,31,1914,1883.6180419921875,0.039071649312973,0.9448462929475588,1.7036180927328035
