dataset,n_full_obs,mcar_obs_prob,prop_budget,policy,tau,f,seed,N_B,N_labels,mean_width,coverage,ess_multiplier
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,29,478,477.7558898925781,0.0864243730902671,0.9556962025316456,1.6522335398413377
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,30,478,478.3132934570313,0.0864918529987335,0.9462025316455696,1.654851525099814
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,31,478,477.9371643066406,0.0864232555031776,0.9475587703435804,1.6515221472388113
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,32,478,478.0379943847656,0.086457259953022,0.950271247739602,1.6540494081033585
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,33,478,478.3643798828125,0.0864727199077606,0.951627486437613,1.6511240232539663
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,34,478,478.3815612792969,0.0864772871136665,0.9602169981916816,1.6549944872277569
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,35,478,478.09765625,0.0864748060703277,0.9525316455696202,1.6540343908638375
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,36,478,478.2708129882813,0.0864367261528968,0.951627486437613,1.6517517901277816
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,37,478,477.5651245117187,0.0864181965589523,0.9466546112115732,1.6562125294220562
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,38,478,477.6419677734375,0.0864200443029403,0.9507233273056056,1.6524469412578453
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,39,478,477.78662109375,0.086400456726551,0.9462025316455696,1.6506165332101275
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,40,478,477.5,0.0863896980881691,0.953887884267631,1.6527943510123397
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,41,478,477.56781005859375,0.0864102691411972,0.9520795660036168,1.6540792211085116
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,42,478,478.6722412109375,0.0865137800574302,0.9443942133815552,1.6538094367241118
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,43,478,478.2762451171875,0.0864752605557441,0.9484629294755876,1.6524341694965168
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,44,478,477.8214416503906,0.0864430963993072,0.9561482820976492,1.6539853095772492
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,45,478,477.9891662597656,0.0864381343126297,0.9556962025316456,1.6536449006434695
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,46,478,477.9796752929687,0.0864326059818267,0.9421338155515372,1.6535764337129932
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,47,478,478.7870788574219,0.0865013301372528,0.951627486437613,1.6529402333151508
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,48,478,477.0624084472656,0.086348682641983,0.9525316455696202,1.6552521756887006
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,49,478,478.3946838378906,0.0864825844764709,0.945750452079566,1.6522723492266875
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,50,478,477.2477416992187,0.0863721296191215,0.95750452079566,1.6568664937864346
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,51,478,477.87115478515625,0.0864014402031898,0.9475587703435804,1.652084668408958
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,52,478,477.4249572753906,0.0863803401589393,0.9462025316455696,1.6547105468732766
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,53,478,478.1261291503906,0.0864269882440567,0.9525316455696202,1.6528498807036194
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,54,478,477.4774169921875,0.0863948240876197,0.9566003616636528,1.6534315790116885
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,55,478,478.0402526855469,0.0864618495106697,0.9529837251356238,1.6528462308676986
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,56,478,477.9258728027344,0.0864402428269386,0.9511754068716094,1.6503738848264506
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,57,478,478.1139221191406,0.0864473953843116,0.950271247739602,1.6524764160331475
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,58,478,478.5949401855469,0.0865174606442451,0.9534358047016276,1.6546289971151307
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,59,478,477.4611206054687,0.0863920822739601,0.9498191681735986,1.65348817903622
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,60,478,477.3151245117187,0.0863605439662933,0.950271247739602,1.6530404979139528
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,61,478,478.3535461425781,0.0864836648106575,0.9475587703435804,1.655111920679773
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,62,478,478.0271301269531,0.0864318683743476,0.9507233273056056,1.6528966289338758
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,63,478,477.7915954589844,0.0864000469446182,0.9471066907775768,1.6525562900918322
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,64,478,478.3336486816406,0.0864399820566177,0.9484629294755876,1.651890344685549
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,65,478,477.75,0.0864269286394119,0.9466546112115732,1.650654021018986
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,66,478,477.7369079589844,0.0864047706127166,0.9529837251356238,1.6540431010951941
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,67,478,478.314208984375,0.0864869430661201,0.951627486437613,1.6526468804319656
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,68,478,477.9647521972656,0.0864666998386383,0.9443942133815552,1.6535063301309816
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,69,478,478.1401672363281,0.0864301696419715,0.9547920433996384,1.6526594949858846
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,70,478,478.5718994140625,0.0864979401230812,0.9462025316455696,1.653973392684254
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,71,478,478.1387939453125,0.0864168778061866,0.9507233273056056,1.6531694792840972
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,72,478,477.8490295410156,0.0864500850439071,0.9452983725135624,1.6545095423518765
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,73,478,477.41546630859375,0.0863827988505363,0.9543399638336348,1.6544020123468415
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,74,478,478.289794921875,0.0864669531583786,0.9448462929475588,1.653125037775266
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,75,478,478.2613220214844,0.0864536240696907,0.943490054249548,1.6518058753659892
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,mean,76,478,477.53662109375,0.086413949728012,0.948010849909584,1.655465314108936
