dataset,n_full_obs,mcar_obs_prob,prop_budget,policy,tau,f,seed,N_B,N_labels,mean_width,coverage,ess_multiplier
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,unif,,zero,93,239,238.81690979003903,0.1590721905231475,0.9489150090415912,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,unif,,zero,94,239,239.30426025390625,0.1593189537525177,0.9534358047016276,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,unif,,zero,95,239,238.90643310546875,0.1591375321149826,0.9511754068716094,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,unif,,zero,96,239,238.50271606445312,0.1586474329233169,0.9452983725135624,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,unif,,zero,97,239,239.09222412109375,0.1590754836797714,0.9466546112115732,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,unif,,zero,98,239,239.02713012695312,0.1591367870569229,0.9466546112115732,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.025,unif,,zero,99,239,238.2744140625,0.1589421927928924,0.9489150090415912,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,0,478,478.0113220214844,0.1111987978219986,0.9475587703435804,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,1,478,478.436279296875,0.1112479642033577,0.9511754068716094,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,2,478,478.3015441894531,0.1110939309000969,0.9498191681735986,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,3,478,478.375244140625,0.1112312600016594,0.9443942133815552,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,4,478,477.679931640625,0.111223816871643,0.9394213381555152,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,5,478,478.0081481933594,0.1111084520816803,0.945750452079566,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,6,478,477.9588623046875,0.1110734045505523,0.9525316455696202,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,7,478,478.548828125,0.111231729388237,0.9566003616636528,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,8,478,478.11077880859375,0.1111362054944038,0.9471066907775768,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,9,478,477.4755859375,0.1109996885061264,0.9475587703435804,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,10,478,477.6614074707031,0.1111941263079643,0.955244122965642,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,11,478,478.4977416992187,0.111160360276699,0.9525316455696202,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,12,478,478.3196411132813,0.1111801639199256,0.9520795660036168,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,13,478,477.9692687988281,0.1112254932522773,0.9466546112115732,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,14,478,477.4114074707031,0.1110260039567947,0.9498191681735986,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,15,478,478.1026306152344,0.1111118718981742,0.9511754068716094,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,16,478,477.40869140625,0.1111150979995727,0.9498191681735986,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,17,478,477.7391662597656,0.1111106798052787,0.9443942133815552,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,18,478,477.4127502441406,0.1110763773322105,0.9543399638336348,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,19,478,478.5049743652344,0.111073724925518,0.943490054249548,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,20,478,477.9475708007813,0.1112173944711685,0.9462025316455696,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,21,478,478.1437683105469,0.1111960783600807,0.9484629294755876,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,22,478,478.0135803222656,0.1111545488238334,0.9529837251356238,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,23,478,478.0872497558594,0.1111345216631889,0.950271247739602,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,24,478,478.137451171875,0.1112836524844169,0.9448462929475588,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,25,478,477.5940551757813,0.1110862493515014,0.951627486437613,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,26,478,477.7396240234375,0.1111110672354698,0.9584086799276672,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,27,478,477.37115478515625,0.1110494583845138,0.9507233273056056,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,28,478,477.9778747558594,0.1111548691987991,0.9507233273056056,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,29,478,477.7558898925781,0.1110892295837402,0.950271247739602,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,30,478,478.3132934570313,0.1112640127539634,0.9452983725135624,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,31,478,477.9371643066406,0.1110638752579689,0.945750452079566,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,32,478,478.0379943847656,0.1111925542354583,0.9493670886075948,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,33,478,478.3643798828125,0.1111140474677085,0.9547920433996384,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,34,478,478.3815612792969,0.1112500801682472,0.9584086799276672,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,35,478,478.09765625,0.1112146154046058,0.948010849909584,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,36,478,478.2708129882813,0.1110889092087745,0.9498191681735986,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,37,478,477.5651245117187,0.1112149655818939,0.9547920433996384,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,38,478,477.6419677734375,0.1110908389091491,0.9489150090415912,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,39,478,477.78662109375,0.1110041290521621,0.9493670886075948,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,40,478,477.5,0.111063502728939,0.9421338155515372,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,41,478,477.56781005859375,0.1111331209540367,0.9489150090415912,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,42,478,478.6722412109375,0.1112571731209755,0.951627486437613,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,43,478,478.2762451171875,0.1111613884568214,0.9534358047016276,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,44,478,477.8214416503906,0.1111721843481063,0.9452983725135624,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,45,478,477.9891662597656,0.1111543625593185,0.9425858951175408,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,46,478,477.9796752929687,0.1111449524760246,0.9471066907775768,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,47,478,478.7870788574219,0.1112119257450103,0.9511754068716094,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,48,478,477.0624084472656,0.1110932826995849,0.9462025316455696,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,49,478,478.3946838378906,0.1111653596162796,0.948010849909584,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,50,478,477.2477416992187,0.1111776232719421,0.9525316455696202,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,51,478,477.87115478515625,0.1110547482967376,0.9358047016274864,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,52,478,477.4249572753906,0.1111158281564712,0.9498191681735986,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,53,478,478.1261291503906,0.1111133098602294,0.9511754068716094,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,54,478,477.4774169921875,0.1110915020108223,0.9493670886075948,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,55,478,478.0402526855469,0.1111580058932304,0.9543399638336348,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,56,478,477.9258728027344,0.1110470816493034,0.9484629294755876,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,57,478,478.1139221191406,0.1111269891262054,0.9511754068716094,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,58,478,478.5949401855469,0.1112894713878631,0.9452983725135624,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,59,478,477.4611206054687,0.1110898777842521,0.9507233273056056,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,60,478,477.3151245117187,0.1110342890024185,0.943490054249548,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,61,478,478.3535461425781,0.1112622320652008,0.9543399638336348,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,62,478,478.0271301269531,0.111121155321598,0.9489150090415912,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,63,478,477.7915954589844,0.111068807542324,0.9534358047016276,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,64,478,478.3336486816406,0.1110977530479431,0.9425858951175408,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,65,478,477.75,0.111039400100708,0.9520795660036168,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,66,478,477.7369079589844,0.1111248359084129,0.9439421338155516,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,67,478,478.314208984375,0.1111835613846778,0.948010849909584,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,68,478,477.9647521972656,0.1111864373087883,0.938517179023508,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,69,478,478.1401672363281,0.1111110001802444,0.9462025316455696,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,70,478,478.5718994140625,0.1112423166632652,0.9462025316455696,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,71,478,478.1387939453125,0.1111110523343086,0.951627486437613,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,72,478,477.8490295410156,0.111198790371418,0.953887884267631,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,73,478,477.41546630859375,0.1111086308956146,0.9498191681735986,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,74,478,478.289794921875,0.1111739426851272,0.9466546112115732,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,75,478,478.2613220214844,0.1111124455928802,0.9421338155515372,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,76,478,477.53662109375,0.1111844107508659,0.939873417721519,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,77,478,478.244140625,0.111234962940216,0.9529837251356238,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,78,478,478.0963134765625,0.111070916056633,0.950271247739602,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,79,478,477.6369934082031,0.1111510097980499,0.9462025316455696,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,80,478,477.9801330566406,0.111121155321598,0.943490054249548,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,81,478,477.9204406738281,0.1110756993293762,0.9475587703435804,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,82,478,478.3002014160156,0.1111477091908454,0.9525316455696202,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,83,478,477.7803039550781,0.1110002025961875,0.953887884267631,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,84,478,477.8209838867187,0.1110496446490287,0.951627486437613,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,85,478,478.4104919433594,0.1112488508224487,0.953887884267631,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,86,478,478.6478271484375,0.1111626774072647,0.9484629294755876,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,87,478,477.9954833984375,0.1111670583486557,0.9443942133815552,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,88,478,478.0994567871094,0.1111331656575203,0.9452983725135624,1.0
bbh+gpqa+ifeval+math+musr,0.0,1e-05,0.05,unif,,zero,89,478,477.5425109863281,0.1110269278287887,0.948010849909584,1.0
